scheme,training_gpu,training_sigma,readout_sigma,parameter,comparisons,batches,injected_beta,checkpoint_epoch,source_bundle,cosine_defined_count,cosine_min,cosine_p10,cosine_median,cosine_p90,cosine_max,clean_eqprop_bptt_cosine_defined_count,clean_eqprop_bptt_cosine_min,clean_eqprop_bptt_cosine_p10,clean_eqprop_bptt_cosine_median,clean_eqprop_bptt_cosine_p90,clean_eqprop_bptt_cosine_max,noisy_clean_eqprop_cosine_defined_count,noisy_clean_eqprop_cosine_min,noisy_clean_eqprop_cosine_p10,noisy_clean_eqprop_cosine_median,noisy_clean_eqprop_cosine_p90,noisy_clean_eqprop_cosine_max,eqprop_over_bptt_norm_ratio_defined_count,eqprop_over_bptt_norm_ratio_min,eqprop_over_bptt_norm_ratio_p10,eqprop_over_bptt_norm_ratio_median,eqprop_over_bptt_norm_ratio_p90,eqprop_over_bptt_norm_ratio_max,relative_l2_difference_over_bptt_defined_count,relative_l2_difference_over_bptt_min,relative_l2_difference_over_bptt_p10,relative_l2_difference_over_bptt_median,relative_l2_difference_over_bptt_p90,relative_l2_difference_over_bptt_max,bptt_rms_defined_count,bptt_rms_min,bptt_rms_p10,bptt_rms_median,bptt_rms_p90,bptt_rms_max,eqprop_rms_defined_count,eqprop_rms_min,eqprop_rms_p10,eqprop_rms_median,eqprop_rms_p90,eqprop_rms_max,all_endpoint_residual_gates_passed,fraction_cosine_above_0.90,fraction_cosine_above_0.99
baseline,A100,0.0005,0.0005,ConvWeight_2,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/a100-production/task_11/runs/000_conv3_baseline_p90_sigma5em4_seed0_c5078abf,144,0.9634579032984567,0.9772554048759051,0.9859713087621036,0.9913102006953805,0.9948678502775268,144,0.99120694345717,0.9952548127809272,0.9985795745383255,0.9994796683998735,0.9996412872811441,144,0.9640883354954883,0.97933944339196,0.9879439311976423,0.9932153201010904,0.9965967490486453,144,0.9800456829471776,0.9965588645627536,1.0101887210905773,1.0223069315662947,1.04297244738698,144,0.1013635872054703,0.13247647633493373,0.1689732931159758,0.21415551277736442,0.2794126541396386,144,0.00011776863102737319,0.00014447510265980362,0.0002030555213167111,0.00026643475261281535,0.0003617039022957044,144,0.00012095402259652215,0.00014873259463833144,0.00020550390939209624,0.00027164229107280236,0.0003614548090676576,False,1.0,0.22916666666666666
baseline,A100,0.0005,0.0005,DenseWeight_0,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/a100-production/task_11/runs/000_conv3_baseline_p90_sigma5em4_seed0_c5078abf,144,0.9999621309135698,0.9999737589867986,0.9999846293253722,0.9999916512536149,0.9999946852554538,144,0.9999946687152673,0.9999979729651123,0.9999996909991855,0.9999998419948043,0.9999998999504193,144,0.9999625738463823,0.9999736979644032,0.9999853658485065,0.9999925255269281,0.9999952816193699,144,0.9985220215658166,0.9993301108480603,0.9999317313004006,1.0005375135157575,1.0014287096383907,144,0.003294258601250636,0.004093736452191098,0.0055458803921378625,0.007313696517509207,0.008776958045992505,144,4.5754116094838505e-05,5.165224442341461e-05,6.824680219916918e-05,9.43990092992984e-05,0.0001140704517515423,144,4.570025075963842e-05,5.167414792498455e-05,6.823390855229515e-05,9.436822828484773e-05,0.00011409372799594508,False,1.0,1.0
baseline,RTX5090,0.0,0.0,ConvWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma0_seed0_e6d37398,36,0.9988711874214403,0.9997049068783006,0.9999296062904723,0.9999898526730019,0.9999955842806841,36,0.9988711874214403,0.9997049068783006,0.9999296062904723,0.9999898526730019,0.9999955842806841,36,0.9999999999999992,0.9999999999999997,1.0,1.0000000000000004,1.0000000000000007,36,0.9735097721087522,0.9867722136511725,0.998476995136458,1.0085327064618674,1.0281624114369505,36,0.0031897469560020074,0.004887041596951511,0.015875995894963694,0.032794993159033003,0.049187190970769734,36,2.555678383395235e-05,2.9752311996788914e-05,4.3970173608005366e-05,8.108534226361904e-05,0.00013589227895101976,36,2.5610228027897885e-05,2.9719635008482203e-05,4.407435748547701e-05,8.031615175346955e-05,0.00013533718555229816,False,1.0,1.0
baseline,RTX5090,0.0,0.0,ConvWeight_1,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma0_seed0_e6d37398,36,0.9983897524617917,0.9994807844123763,0.9998242905581524,0.999979589458831,0.9999898112598732,36,0.9983897524617917,0.9994807844123763,0.9998242905581524,0.999979589458831,0.9999898112598732,36,0.9999999999999963,0.9999999999999978,0.9999999999999996,1.0000000000000027,1.000000000000003,36,0.9849794681429607,0.9901188521468041,0.998655553905377,1.002725271058948,1.020277610599035,36,0.004676023756530797,0.006473735867604284,0.020027034778212674,0.03507676955225898,0.05814740032884361,36,2.0597994585819833e-05,2.2413383059208072e-05,3.401586844801209e-05,4.843531676581751e-05,8.169804465420127e-05,36,2.0582930958699596e-05,2.242986907880798e-05,3.386503630951326e-05,4.8212681147497325e-05,8.103252068452952e-05,False,1.0,1.0
baseline,RTX5090,0.0,0.0,ConvWeight_2,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma0_seed0_e6d37398,36,0.9935077742491665,0.9985707563700191,0.999464902504909,0.9999282865132717,0.9999506797789246,36,0.9935077742491665,0.9985707563700191,0.999464902504909,0.9999282865132717,0.9999506797789246,36,0.9999999999999956,0.9999999999999964,1.0000000000000013,1.0000000000000053,1.0000000000000102,36,0.9899440639567344,0.9946991911143946,0.999023446625346,1.000312669904577,1.0008785071350668,36,0.009938168502845702,0.011989819621921007,0.032729123119825794,0.05345105383336134,0.11382004453308679,36,0.00011310400508694803,0.00012887832419185622,0.00018345236709660346,0.0002542709795551843,0.00032327603934204834,36,0.00011313907873722127,0.00012859462416091975,0.00018318086354524173,0.00025408629263690515,0.00032002519616610445,False,1.0,1.0
baseline,RTX5090,0.0,0.0,DenseWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma0_seed0_e6d37398,36,0.9999996547575506,0.9999999218580242,0.9999999702688678,0.9999999919149636,0.9999999963167543,36,0.9999996547575506,0.9999999218580242,0.9999999702688678,0.9999999919149636,0.9999999963167543,36,0.9999999999999414,0.9999999999999711,1.000000000000002,1.0000000000000293,1.000000000000037,36,0.9997300681955603,0.9999003259489135,0.9999796804210646,1.000019553382065,1.0000812046314742,36,8.716375218670221e-05,0.00012884042907664885,0.00025150405497873207,0.00042501759839882916,0.000867778012347958,36,4.556204182349238e-05,4.7341338074535305e-05,6.477742434632084e-05,9.024051955624842e-05,0.00010350276856869568,36,4.556205816728971e-05,4.7337802743018756e-05,6.477534216698183e-05,9.023367710609748e-05,0.00010350004122435746,False,1.0,1.0
baseline,RTX5090,3e-05,0.0,ConvWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,36,0.9981413432151426,0.999467568791706,0.9998924850217463,0.9999908347438969,0.9999969957109138,36,0.9981413432151426,0.999467568791706,0.9998924850217463,0.9999908347438969,0.9999969957109138,36,0.9999999999999993,0.9999999999999997,1.0,1.0000000000000004,1.0000000000000007,36,0.956391876436937,0.9871672612462845,1.0003679009559696,1.010662472588287,1.0928357752006648,36,0.003465208662138653,0.005353111056426196,0.016320478193894723,0.03998621793807036,0.1126094774596309,36,2.4939253319568484e-05,3.265444441687326e-05,4.2487050844694044e-05,8.674735373199491e-05,0.00013196409351929635,36,2.4602956535822943e-05,3.273105508295523e-05,4.219611643992903e-05,8.68307733058437e-05,0.00013015899340980712,False,1.0,1.0
baseline,RTX5090,3e-05,0.0,ConvWeight_1,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,36,0.9955312579343397,0.9989593487773631,0.9998167732786202,0.9999802247996061,0.9999872538846458,36,0.9955312579343397,0.9989593487773631,0.9998167732786202,0.9999802247996061,0.9999872538846458,36,0.9999999999999959,0.9999999999999969,1.0000000000000004,1.0000000000000027,1.0000000000000038,36,0.9800073942635837,0.9944369980735218,1.0006239481516626,1.0063272952667424,1.0478183892387996,36,0.005079383243457611,0.006587952542706827,0.020278598839872795,0.04559562916852264,0.0984517845146425,36,1.979420326760934e-05,2.306381840250195e-05,3.3782179954896656e-05,5.1385911829576454e-05,7.435618821117529e-05,36,1.9807188716021842e-05,2.3043080127204706e-05,3.378510079352446e-05,5.092782236609193e-05,7.349467562839839e-05,False,1.0,1.0
baseline,RTX5090,3e-05,0.0,ConvWeight_2,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,36,0.994995468429947,0.9983172776342818,0.9994600125958606,0.9998859204162669,0.9999548443939428,36,0.994995468429947,0.9983172776342818,0.9994600125958606,0.9998859204162669,0.9999548443939428,36,0.9999999999999892,0.9999999999999962,1.0000000000000002,1.0000000000000042,1.0000000000000082,36,0.9868223758744865,0.9961267179642848,0.9992931415769146,1.0008438613985513,1.0108364114756798,36,0.009503701028849294,0.015107442773115617,0.03306664723065203,0.05840280030758083,0.09996120461360146,36,0.00011589861849000907,0.00013104568018859045,0.00018465624598789537,0.00025333655918465176,0.0003251154833715762,36,0.00011581781493698967,0.00013099211860768584,0.00018422709128739,0.0002539307556800054,0.00032389598503508734,False,1.0,1.0
baseline,RTX5090,3e-05,0.0,DenseWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,36,0.9999994976269626,0.9999998047840372,0.9999998753843952,0.9999999254550895,0.9999999481429288,36,0.9999994976269626,0.9999998047840372,0.9999998753843952,0.9999999254550895,0.9999999481429288,36,0.9999999999999597,0.9999999999999793,1.0000000000000022,1.000000000000033,1.000000000000066,36,0.999619601226654,0.9998456710137877,1.0000242268544144,1.0001383721484411,1.0005650246189355,36,0.00033780316878539676,0.00039807816308249895,0.0005073423427256639,0.0006819289485801015,0.0010790082553115811,36,4.3944969908874533e-05,4.791782442594262e-05,6.50828390007279e-05,8.84803679534535e-05,0.00010224371259122269,36,4.394212712252622e-05,4.791389824842882e-05,6.508511811330987e-05,8.847359818058134e-05,0.0001022150838632384,False,1.0,1.0
baseline,RTX5090,3e-05,3e-05,ConvWeight_0,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,144,0.6996857970772079,0.828755848880713,0.8921443657102026,0.973984584206631,0.9888984608007119,144,0.9981413432151426,0.9994004603559777,0.9998924850217463,0.9999924444372834,0.9999969957109138,144,0.7012913215432168,0.8293263989057685,0.8916678599526486,0.9739914181062154,0.9889519935195735,144,0.9673073108168639,1.009120554706854,1.1218908320396985,1.2248509305664748,1.418557952639999,144,0.14954320557285153,0.2360132477422253,0.5136158406481255,0.6719971063065393,0.9236025219967822,144,2.4939253319568484e-05,3.264086773071827e-05,4.2487050844694044e-05,9.688138562846076e-05,0.00013196409351929635,144,3.1922028068885775e-05,3.846590599411899e-05,4.718857129303665e-05,9.802324348085937e-05,0.0001332581545180253,False,0.4513888888888889,0.0
baseline,RTX5090,3e-05,3e-05,ConvWeight_1,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,144,0.9482431991861225,0.9587363684998551,0.9812237975882949,0.9921067767830895,0.9955525652207613,144,0.9955312579343397,0.998663841026785,0.9998167732786202,0.9999803690986346,0.9999872538846458,144,0.9482005555223191,0.958639167906781,0.9821456434786462,0.9923954452718899,0.9959629043084062,144,0.978345575331407,1.0046438492200704,1.021112408703559,1.0464955215463336,1.074288472498262,144,0.09472627362484078,0.12683565630587434,0.19795107556905023,0.295951679835888,0.33381306859753523,144,1.979420326760934e-05,2.2955193415923315e-05,3.3782179954896656e-05,5.524557913148831e-05,7.435618821117529e-05,144,2.0465552727893523e-05,2.382089650409144e-05,3.440806575766648e-05,5.551933897801222e-05,7.435363456960275e-05,False,1.0,0.18055555555555555
baseline,RTX5090,3e-05,3e-05,ConvWeight_2,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,144,0.9948932279385252,0.9980580063377544,0.9993938327558325,0.9997359867809514,0.9997968109626626,144,0.994995468429947,0.9981189425223124,0.9994600125958606,0.9998896364496584,0.9999548443939428,144,0.9997252278978138,0.9998092335682793,0.9999036225929887,0.9999477325566756,0.9999715192498262,144,0.9866179850916588,0.9961192119511288,0.999691210364897,1.0011119996183115,1.0112571302464803,144,0.02015780118076171,0.022986702950900485,0.03506366834171181,0.06330008415491649,0.10097835594134125,144,0.00011589861849000907,0.00013058566676836205,0.00018465624598789537,0.0002606692540711901,0.0003251154833715762,144,0.0001158594022122494,0.00013056810008326154,0.0001842476368525468,0.0002592110925762478,0.0003239293361966044,False,1.0,1.0
baseline,RTX5090,3e-05,3e-05,DenseWeight_0,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/local-acceleration/fifi/production/runs/000_conv3_baseline_p90_sigma3em5_seed0_a9188a22,144,0.9999993015202208,0.999999650560428,0.999999795223798,0.9999998819921077,0.9999999135498714,144,0.9999994976269626,0.9999997997072705,0.9999998753843952,0.9999999256612525,0.9999999481429288,144,0.9999998265492266,0.9999998639180478,0.9999999244503892,0.9999999594604417,0.9999999739721526,144,0.999556853790146,0.9998356183388666,1.0000156846760069,1.000148857082711,1.000580235553419,144,0.0004174750662657769,0.0005052036518365734,0.0006484581827479612,0.0008631728731927,0.0011832971271965552,144,4.3944969908874533e-05,4.7884213872421507e-05,6.50828390007279e-05,8.999099854946817e-05,0.00010224371259122269,144,4.393981850125192e-05,4.7879962196522e-05,6.508576505185874e-05,8.999279396109854e-05,0.0001022170690570664,False,1.0,1.0
baseline,RTX5090,0.001,0.0,ConvWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,36,0.9958462272508357,0.9987652501974731,0.9997529745317361,0.9999609785147543,0.9999746389787728,36,0.9958462272508357,0.9987652501974731,0.9997529745317361,0.9999609785147543,0.9999746389787728,36,0.9999999999999992,0.9999999999999996,1.0,1.0000000000000007,1.000000000000001,36,0.949343037122496,0.9800396754174046,0.9995257347567937,1.018894145714937,1.064849960306829,36,0.009344554088194002,0.01165243872149856,0.025334225540516807,0.06950333014867452,0.0944685038667294,36,5.565516273587216e-05,6.308834091565522e-05,0.00010220401883056088,0.00024504328442132565,0.0002850011999775562,36,5.616047495849821e-05,6.33605340225555e-05,0.00010133210002241994,0.00024242322265487416,0.0002705639047702491,False,1.0,1.0
baseline,RTX5090,0.001,0.0,ConvWeight_1,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,36,0.9981839410521244,0.9985532006777036,0.9995444650957339,0.9998603783202589,0.9999205128042716,36,0.9981839410521244,0.9985532006777036,0.9995444650957339,0.9998603783202589,0.9999205128042716,36,0.9999999999999963,0.9999999999999969,0.9999999999999998,1.0000000000000018,1.0000000000000062,36,0.9721653526224091,0.9853703877499763,0.9967332760790486,1.009866729294965,1.0260741392634969,36,0.013924434385888843,0.016965857766862415,0.03122115993824654,0.056698494407476485,0.06398237347955635,36,3.457168765375149e-05,4.2181028472037114e-05,6.019627751359139e-05,9.884445704848674e-05,0.00013052545278428477,36,3.439074802648132e-05,4.205114817941594e-05,6.00614423493827e-05,9.846342001594959e-05,0.00012689232283223382,False,1.0,1.0
baseline,RTX5090,0.001,0.0,ConvWeight_2,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,36,0.9938652476303163,0.996286566400622,0.9986767608339188,0.9995080090704559,0.9996685490169699,36,0.9938652476303163,0.996286566400622,0.9986767608339188,0.9995080090704559,0.9996685490169699,36,0.9999999999999897,0.9999999999999956,0.9999999999999998,1.000000000000004,1.0000000000000098,36,0.9836624238330856,0.9887704073736092,0.9968463734900599,1.0004789506977212,1.003315865080813,36,0.02580807426306791,0.03135417928092889,0.051442170726032,0.08628905217374411,0.11062598734569981,36,0.00014512308609258438,0.00017182212524422143,0.00022817581496447113,0.0003156760417762806,0.0004030122590770927,36,0.00014499702302308212,0.00017230727088310665,0.00022720494080165528,0.0003106499860906029,0.0003987117091549976,False,1.0,1.0
baseline,RTX5090,0.001,0.0,DenseWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,36,0.9999948472435287,0.9999985070474022,0.9999996790372032,0.9999998514435049,0.9999998875104794,36,0.9999948472435287,0.9999985070474022,0.9999996790372032,0.9999998514435049,0.9999998875104794,36,0.9999999999999611,0.9999999999999741,0.9999999999999991,1.0000000000000335,1.000000000000088,36,0.9994604503904113,0.9996864815514203,0.9999735189082783,1.0002373072145048,1.0005008706982215,36,0.0004749850970388465,0.0005488635284519457,0.0008479340023519428,0.001755879665019506,0.0032190669645277064,36,5.4528774512210894e-05,6.092547498287428e-05,7.914991471885425e-05,0.00010779653679724754,0.00012504584378094657,36,5.45286752714458e-05,6.093286394964511e-05,7.915374189339445e-05,0.00010778101721459953,0.00012500021599834467,False,1.0,1.0
baseline,RTX5090,0.001,0.001,ConvWeight_0,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,144,-0.08888366174514398,0.033781343083587864,0.17965806339899398,0.33112537817687016,0.47136762609563515,144,0.9958462272508357,0.9987345415913738,0.9997529745317361,0.9999609938452975,0.9999746389787728,144,-0.09008076293099508,0.0326320534891052,0.18369157867363856,0.331715247094474,0.46911022721672635,144,2.466059362849598,3.1870013267917607,6.757534162991964,11.402457447458348,14.426975811407377,144,2.3350006707869015,2.93431795049908,6.749215689697712,11.380811957753924,14.528502948494351,144,5.565516273587216e-05,6.305494225293287e-05,0.00010220401883056088,0.00025317962160817403,0.0002850011999775562,144,0.0005885642833513576,0.000639639613336591,0.0007058554345938089,0.0007729322331382805,0.0009126876418557103,False,0.0,0.0
baseline,RTX5090,0.001,0.001,ConvWeight_1,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,144,0.1798701537493745,0.2510723973630601,0.35765165348232697,0.5285362358452017,0.6545165417881083,144,0.9981839410521244,0.9985065954639328,0.9995444650957339,0.9998610200865355,0.9999205128042716,144,0.18101450717991832,0.2509381237136873,0.3592980542576781,0.5291031637981516,0.6532599347908127,144,1.4901630743708631,1.8634540974740166,2.845955543860054,3.9192919797916805,5.084318487957004,144,1.1907547964652294,1.5855880018729467,2.6223731369276906,3.7940268726580437,4.96364604213181,144,3.457168765375149e-05,4.171397248941192e-05,6.019627751359139e-05,0.00010394212700847899,0.00013052545278428477,144,0.0001483642670619387,0.00015955225832938412,0.00017265236542632882,0.0001906734634317055,0.00022555587908846888,False,0.0,0.0
baseline,RTX5090,0.001,0.001,ConvWeight_2,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,144,0.9344498509630165,0.9546938399203878,0.971670790707957,0.9833771509910525,0.9873742657951541,144,0.9938652476303163,0.9961207945931354,0.9986767608339188,0.99954102707301,0.9996685490169699,144,0.9356176810559197,0.9554922468558268,0.9742779253027379,0.9855800097852762,0.9921278240835891,144,0.9923651655916845,0.9999533358368727,1.0227158857954928,1.050047353161807,1.0730584446689926,144,0.15871211390282852,0.18221761210479684,0.24154292865785237,0.3112624832013895,0.38027984179765784,144,0.00014512308609258438,0.0001656110747752776,0.00022817581496447113,0.0003326356288918526,0.0004030122590770927,144,0.00015311090529590676,0.00017573960483615304,0.00023376785974602206,0.0003311162794597055,0.00040313927374256573,False,1.0,0.0
baseline,RTX5090,0.001,0.001,DenseWeight_0,144,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-1em3-20260920-v1/fifi/production/runs/000_conv3_baseline_p90_sigma1em3_seed0_8fba84f1,144,0.9999093223054727,0.9999310981515518,0.9999602306681621,0.9999773129660349,0.9999827415212895,144,0.9999948472435287,0.9999984353848357,0.9999996790372032,0.9999998548028917,0.9999998875104794,144,0.9999095462616919,0.9999330295817607,0.9999604271986995,0.9999781735217348,0.9999857187435991,144,0.998207361311202,0.9990603872066084,0.9999396386919267,1.0008712903279602,1.0021936374662812,144,0.0059200869335758926,0.006775059799142828,0.008995182035531424,0.01175144670144884,0.013488799999252602,144,5.4528774512210894e-05,5.995521601251696e-05,7.914991471885425e-05,0.00010873729431238256,0.00012504584378094657,144,5.447819208772037e-05,6.000454137268801e-05,7.919590964594595e-05,0.0001087119764995021,0.00012506413134088132,False,1.0,1.0
baseline,V100,0.0,0.0,ConvWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/v100-production/task_0/runs/000_conv3_baseline_p90_sigma0_seed0_2e71b39b,36,0.9984171089180375,0.9994738894242887,0.9999457346205327,0.9999861685977005,0.9999980403192674,36,0.9984171089180375,0.9994738894242887,0.9999457346205327,0.9999861685977005,0.9999980403192674,36,0.9999999999999992,0.9999999999999996,1.0,1.0000000000000002,1.0000000000000004,36,0.9276168090436054,0.9899618457697873,0.9987490220230282,1.0065380364140437,1.0146247464544458,36,0.00198467825996735,0.005762668295215545,0.0137642315310344,0.03447131434994495,0.09042101018047735,36,2.6004959997303785e-05,2.874304293988468e-05,4.021885760499472e-05,7.687917998110046e-05,0.00013455834222436314,36,2.5963650994969694e-05,2.8801120124487815e-05,4.0307267724807756e-05,7.71414667924456e-05,0.00013491895451104102,False,1.0,1.0
baseline,V100,0.0,0.0,ConvWeight_1,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/v100-production/task_0/runs/000_conv3_baseline_p90_sigma0_seed0_2e71b39b,36,0.9951784556899737,0.999390595767975,0.9998543084092981,0.9999606061342305,0.9999933575585632,36,0.9951784556899737,0.999390595767975,0.9998543084092981,0.9999606061342305,0.9999933575585632,36,0.9999999999999961,0.9999999999999974,1.0000000000000002,1.0000000000000029,1.0000000000000042,36,0.9402546773151346,0.9948703102280895,0.9999462346949998,1.0033329583773538,1.0082367492673576,36,0.00365720998359982,0.009214040075663406,0.017114648700168367,0.03530407747765456,0.11241202231739333,36,2.0642542383166503e-05,2.141158872159694e-05,3.215667998339267e-05,4.9264634713688476e-05,7.960036646131664e-05,36,2.074471598931057e-05,2.1414338170501715e-05,3.2207976692740314e-05,4.9153530768121926e-05,7.966155514725967e-05,False,1.0,1.0
baseline,V100,0.0,0.0,ConvWeight_2,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/v100-production/task_0/runs/000_conv3_baseline_p90_sigma0_seed0_2e71b39b,36,0.993257736971292,0.9986133512542424,0.9994505462080814,0.9998705371213303,0.9999744019982676,36,0.993257736971292,0.9986133512542424,0.9994505462080814,0.9998705371213303,0.9999744019982676,36,0.9999999999999915,0.9999999999999963,1.0000000000000009,1.0000000000000049,1.0000000000000069,36,0.9729031404205241,0.9954017013314234,0.999110763353914,1.0006246508493137,1.0025982605652846,36,0.007155784188268487,0.01609139701937833,0.033177950883883006,0.05278982761391821,0.11770037190854563,36,0.00011949224183640359,0.00012860431633153623,0.00017972235597956212,0.00024833855200597817,0.0003212156197212986,36,0.00011939825617548193,0.00012847226728972974,0.0001795769391522941,0.0002449388751123463,0.0003197202533354657,False,1.0,1.0
baseline,V100,0.0,0.0,DenseWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/v100-production/task_0/runs/000_conv3_baseline_p90_sigma0_seed0_2e71b39b,36,0.9999996166738682,0.9999999198568097,0.9999999689212797,0.9999999896884159,0.9999999915945149,36,0.9999996166738682,0.9999999198568097,0.9999999689212797,0.9999999896884159,0.9999999915945149,36,0.999999999999938,0.9999999999999638,0.9999999999999998,1.000000000000036,1.0000000000000433,36,0.9995822698084121,0.9999252183878822,0.9999896223352922,1.0000624231314823,1.0001993903088169,36,0.00012997387625093525,0.0001440552398065341,0.0002500357942339968,0.0004037104707227459,0.0009699641625070008,36,4.366593472813262e-05,4.675851397053799e-05,6.384662636640316e-05,9.004970084763904e-05,0.0001026446538423685,36,4.366628768351249e-05,4.675777992680768e-05,6.385263150461305e-05,9.004919705385932e-05,0.00010264022873113996,False,1.0,1.0
baseline,V100,1e-05,0.0,ConvWeight_0,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/v100-production/task_1/runs/000_conv3_baseline_p90_sigma1em5_seed0_2f3a9dc0,36,0.9903680593536472,0.9992398946767642,0.9999018522165893,0.9999890152282521,0.9999944029578576,36,0.9903680593536472,0.9992398946767642,0.9999018522165893,0.9999890152282521,0.9999944029578576,36,0.9999999999999993,0.9999999999999998,1.0,1.0000000000000004,1.0000000000000007,36,0.9435378439661171,0.9921188032696835,1.0011090242761191,1.0230608262928667,1.0853894495358323,36,0.003577921120093188,0.005309957732665162,0.014973565915808777,0.05165526236047914,0.1679290671808975,36,1.5273401685159914e-05,2.4969450973923994e-05,4.2386192720536345e-05,7.404837592039725e-05,0.000107960758103666,36,1.5266160287114323e-05,2.4289948714066742e-05,4.265657496788036e-05,7.472781161658826e-05,0.00011030352511980536,False,1.0,1.0
baseline,V100,1e-05,0.0,ConvWeight_1,36,36,404.141105702,30,results/eqprop-conv3-p90-read-noise-20260919-v1/jz/v100-production/task_1/runs/000_conv3_baseline_p90_sigma1em5_seed0_2f3a9dc0,36,0.9929089957476903,0.9990214611363053,0.9998576945406823,0.999974906733985,0.9999904783790838,36,0.9929089957476903,0.9990214611363053,0.9998576945406823,0.999974906733985,0.9999904783790838,36,0.9999999999999972,0.9999999999999982,0.9999999999999998,1.0000000000000029,1.000000000000004,36,0.984408838726179,0.9934905461939689,1.0000878567029976,1.0100032998832125,1.0279766088531375,36,0.00436401133050391,0.007206132568211992,0.017173623218492903,0.044723897344511446,0.11972940337039605,36,1.7990952677601865e-05,2.0479660545654024e-05,2.952530873187081e-05,4.532613762173232e-05,6.697502641818135e-05,36,1.8119965233373783e-05,2.0476989994110505e-05,2.968603008235696e-05,4.5407055345903e-05,6.706669633460891e-05,False,1.0,1.0
