architecture,scheme,layer_index,parameter,sigma,n_comparisons,n_batches,bptt_cosine_n_defined,bptt_cosine_mean,bptt_cosine_median,bptt_cosine_p10,bptt_cosine_p90,bptt_cosine_std,bptt_estimate_l2_n_defined,bptt_estimate_l2_mean,bptt_estimate_l2_median,bptt_estimate_l2_p10,bptt_estimate_l2_p90,bptt_estimate_l2_std,bptt_reference_l2_n_defined,bptt_reference_l2_mean,bptt_reference_l2_median,bptt_reference_l2_p10,bptt_reference_l2_p90,bptt_reference_l2_std,bptt_relative_l2_error_n_defined,bptt_relative_l2_error_mean,bptt_relative_l2_error_median,bptt_relative_l2_error_p10,bptt_relative_l2_error_p90,bptt_relative_l2_error_std,bptt_norm_ratio_n_defined,bptt_norm_ratio_mean,bptt_norm_ratio_median,bptt_norm_ratio_p10,bptt_norm_ratio_p90,bptt_norm_ratio_std,bptt_estimate_zero_fraction_n_defined,bptt_estimate_zero_fraction_mean,bptt_estimate_zero_fraction_median,bptt_estimate_zero_fraction_p10,bptt_estimate_zero_fraction_p90,bptt_estimate_zero_fraction_std,bptt_reference_zero_fraction_n_defined,bptt_reference_zero_fraction_mean,bptt_reference_zero_fraction_median,bptt_reference_zero_fraction_p10,bptt_reference_zero_fraction_p90,bptt_reference_zero_fraction_std,clean_ep_cosine_n_defined,clean_ep_cosine_mean,clean_ep_cosine_median,clean_ep_cosine_p10,clean_ep_cosine_p90,clean_ep_cosine_std,clean_ep_estimate_l2_n_defined,clean_ep_estimate_l2_mean,clean_ep_estimate_l2_median,clean_ep_estimate_l2_p10,clean_ep_estimate_l2_p90,clean_ep_estimate_l2_std,clean_ep_reference_l2_n_defined,clean_ep_reference_l2_mean,clean_ep_reference_l2_median,clean_ep_reference_l2_p10,clean_ep_reference_l2_p90,clean_ep_reference_l2_std,clean_ep_relative_l2_error_n_defined,clean_ep_relative_l2_error_mean,clean_ep_relative_l2_error_median,clean_ep_relative_l2_error_p10,clean_ep_relative_l2_error_p90,clean_ep_relative_l2_error_std,clean_ep_norm_ratio_n_defined,clean_ep_norm_ratio_mean,clean_ep_norm_ratio_median,clean_ep_norm_ratio_p10,clean_ep_norm_ratio_p90,clean_ep_norm_ratio_std,clean_ep_estimate_zero_fraction_n_defined,clean_ep_estimate_zero_fraction_mean,clean_ep_estimate_zero_fraction_median,clean_ep_estimate_zero_fraction_p10,clean_ep_estimate_zero_fraction_p90,clean_ep_estimate_zero_fraction_std,clean_ep_reference_zero_fraction_n_defined,clean_ep_reference_zero_fraction_mean,clean_ep_reference_zero_fraction_median,clean_ep_reference_zero_fraction_p10,clean_ep_reference_zero_fraction_p90,clean_ep_reference_zero_fraction_std
conv2,legacy,1,ConvWeight_1,3e-05,288,36,288,0.2563590902354956,0.254265808606206,0.20456031035291813,0.30014635656640953,0.046924852466368246,288,1.2513314538367797,1.244367115877941,1.1597637613954899,1.345228488738266,0.07303450509109327,288,0.3215021521038165,0.32146817682158924,0.25066942269302334,0.37205504680114626,0.06279318261616283,288,3.8784841670759027,3.7954510871080283,3.20412737953788,4.689793335700082,0.6856202059449343,288,4.0089490518057165,3.934497949112976,3.3572336904180617,4.777169352361758,0.6624753117981234,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.25636312566677266,0.2544953786305288,0.20456029210352802,0.3001830594073042,0.046924718473700756,288,1.2513314538367797,1.244367115877941,1.1597637613954899,1.345228488738266,0.07303450509109327,288,0.3214968741962775,0.3214696123496593,0.2506287787485705,0.37205503570822446,0.06279246313625707,288,3.8785429654553223,3.7954516112156087,3.2041435474358346,4.690023832502765,0.6856248747001121,288,4.0090141404216135,3.9344979997341865,3.3572340042037467,4.777181079731434,0.6624783128142954,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,1,ConvWeight_1,0.0001,288,36,288,0.07940823521503042,0.07675691496437016,0.05712763874610377,0.10288718408888267,0.019565560059655582,288,4.039610702512359,4.023214683735125,3.756899807779332,4.3325774019776135,0.23492040199021444,288,0.3215021521038165,0.32146817682158924,0.25066942269302334,0.37205504680114626,0.06279318261616283,288,12.928269238460473,12.65150036268426,10.6804146725938,15.63264125481356,2.285403108995339,288,12.967906992719858,12.69610264269909,10.721728243324021,15.644112117652092,2.2780996657821624,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.07941073243984115,0.07675691562841169,0.0571276203839749,0.10291883569226556,0.019564627391257586,288,4.039610702512359,4.023214683735125,3.756899807779332,4.3325774019776135,0.23492040199021444,288,0.3214968741962775,0.3214696123496593,0.2506287787485705,0.37205503570822446,0.06279246313625707,288,12.928476776854975,12.651502108744866,10.680475332619718,15.63340570648202,2.285416334741248,288,12.968117679141663,12.696103998132575,10.72172874127161,15.644150489383623,2.2781114603364725,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,1,ConvWeight_1,0.0003,288,36,288,0.026371840475035175,0.025321045387336226,0.010503923398858066,0.044016136733222876,0.013123254540881129,288,12.083524991346328,12.044944397852852,11.213904218007274,12.958688125741926,0.7040606967970634,288,0.3215021521038165,0.32146817682158924,0.25066942269302334,0.37205504680114626,0.06279318261616283,288,38.78480409142839,37.95447317013892,32.04121226396547,46.89786881626004,6.856212275262277,288,38.797856076831316,37.974486302721445,32.05304444145014,46.89012114472392,6.85381541513925,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.026373866609336365,0.02530826615682344,0.010679114902238631,0.04401678734360583,0.013121365885611736,288,12.083524991346328,12.044944397852852,11.213904218007274,12.958688125741926,0.7040606967970634,288,0.3214968741962775,0.3214696123496593,0.2506287787485705,0.37205503570822446,0.06279246313625707,288,38.78543230336312,37.95447840748183,32.04139895729086,46.90015658214977,6.8562497469250365,288,38.798486529956755,37.97449736452393,32.05381734610453,46.89240663940641,6.853851526858099,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,1,ConvWeight_1,0.0005,288,36,288,0.01571815691821436,0.015537108662865087,0.0011645015255595875,0.03183159590287502,0.012435752426874355,288,20.134520304248586,20.071587560662607,18.683843439690296,21.591876206332,1.1732944975933421,288,0.3215021521038165,0.32146817682158924,0.25066942269302334,0.37205504680114626,0.06279318261616283,288,64.64134205930435,63.257408853935694,53.40197398319497,78.16301597788355,11.42702247230132,288,64.64906527845258,63.27290830026657,53.4096418400785,78.15100510812958,11.425614279278753,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.015720087752333484,0.015537066679523863,0.0011628238340096206,0.03181989834453449,0.01243364073982544,288,20.134520304248586,20.071587560662607,18.683843439690296,21.591876206332,1.1732944975933421,288,0.3214968741962775,0.3214696123496593,0.2506287787485705,0.37205503570822446,0.06279246313625707,288,64.64239056237369,63.2574175825432,53.40228661475185,78.16682686532972,11.427084168626024,288,64.65011584118714,63.27292673119926,53.410929828707665,78.15481346731403,11.425674629974402,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,2,DenseWeight_0,0,36,36,36,0.9999999999991515,0.9999999999996385,0.9999999999977283,0.9999999999998548,1.4208625435549089e-12,36,0.9146204138983052,0.9055152537440636,0.7514922676671093,1.059217303997467,0.16247013536027333,36,0.914620573359803,0.9055154588305282,0.7514924237361222,1.059217481210375,0.16247013142556235,36,1.1054451155085157e-06,8.833358353282737e-07,5.438659636430772e-07,2.1385404746938725e-06,7.400348617002304e-07,36,0.9999998186626906,0.999999864083214,0.999999609241693,0.9999999676022273,1.581541955399064e-07,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,0.9999999999999998,1.0000000000000002,1.4776516136209947e-16,36,0.9146204138983052,0.9055152537440636,0.7514922676671093,1.059217303997467,0.16247013536027333,36,0.9146204138983052,0.9055152537440636,0.7514922676671093,1.059217303997467,0.16247013536027333,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0
conv2,legacy,2,DenseWeight_0,1e-05,288,36,288,0.9999995260767184,0.9999995595432194,0.9999993322226399,0.9999996905303355,1.4817595440989307e-07,288,0.9146205371419865,0.9055168664394555,0.7453223098265265,1.0729655864206917,0.16047750058717694,288,0.9146205733598032,0.9055154588305282,0.7453061821195065,1.0729681481069777,0.16047655738057648,288,0.0009614386766108303,0.0009386488178164796,0.000786729669377564,0.0011557596039002656,0.00015495574398716655,288,0.9999998148377259,1.0000000272741434,0.9999731658941491,1.000025192494867,2.1161884701900575e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999995260759076,0.9999995595474744,0.9999993322137981,0.9999996905313668,1.481752719755357e-07,288,0.9146205371419865,0.9055168664394555,0.7453223098265265,1.0729655864206917,0.16047750058717694,288,0.914620413898305,0.9055152537440636,0.7453058890454463,1.072967902355207,0.160476561267007,288,0.0009614399008351775,0.000938643191762979,0.0007867283143614818,0.0011557650935863158,0.00015495479394095148,288,0.9999999961751906,1.0000003418229892,0.9999732633423198,1.0000253335687044,2.1168729922234652e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,2,DenseWeight_0,3e-05,288,36,288,0.9999957346968998,0.999996035877917,0.999993989689216,0.9999972147837695,1.3336065813974078e-06,288,0.9146232523764076,0.9055225730347101,0.7453578692776973,1.0729628502455089,0.16047900542719248,288,0.9146205733598032,0.9055154588305282,0.7453061821195065,1.0729681481069777,0.16047655738057648,288,0.0028843175467261582,0.0028159347324757953,0.0023601852371210852,0.003467289917563607,0.0004648651826142387,288,1.000002650731013,1.0000041473604777,0.9999231495980379,1.0000789573524846,6.344169405493542e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999957346927704,0.9999960358899629,0.9999939896622314,0.999997214786139,1.333604639088265e-06,288,0.9146232523764076,0.9055225730347101,0.7453578692776973,1.0729628502455089,0.16047900542719248,288,0.914620413898305,0.9055152537440636,0.7453058890454463,1.072967902355207,0.160476561267007,288,0.0028843197499634587,0.00281592980623675,0.0023601845712032344,0.0034672960522061378,0.00046486430673492555,288,1.000002832069341,1.0000044584946297,0.9999232555648006,1.0000790565414162,6.344950525993054e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,2,DenseWeight_0,0.0001,288,36,288,0.999952610410912,0.9999559546746677,0.9999332125851744,0.9999690542262282,1.481752421722635e-05,288,0.9146586768558755,0.9055685974474871,0.7455108579970183,1.0729731784924406,0.1604803473490498,288,0.9146205733598032,0.9055154588305282,0.7453061821195065,1.0729681481069777,0.16047655738057648,288,0.009614396076149802,0.009386438761361002,0.007867276889527292,0.011557654618441047,0.0015495472491328173,288,1.0000424327754887,1.0000453814450556,0.9997896974939157,1.0003001954271828,0.00021114645527760828,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999526103951774,0.9999559547139714,0.9999332124946855,0.9999690542332812,1.4817517793878086e-05,288,0.9146586768558755,0.9055685974474871,0.7455108579970183,1.0729731784924406,0.1604803473490498,288,0.914620413898305,0.9055152537440636,0.7453058890454463,1.072967902355207,0.160476561267007,288,0.009614399759960642,0.009386435421766148,0.007867277599982904,0.011557662552224422,0.0015495468191219085,288,1.0000426141226297,1.000045482028736,0.9997898831940711,1.000300403590415,0.00021115643256679716,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,2,DenseWeight_0,0.0003,288,36,288,0.9995737420954219,0.999603743348092,0.9993990840723511,0.9997215849287865,0.00013324414876938364,288,0.9149820059618351,0.9059233158749345,0.746192273701202,1.0731732808553474,0.16045055616136564,288,0.9146205733598032,0.9055154588305282,0.7453061821195065,1.0729681481069777,0.16047655738057648,288,0.028843198030215882,0.028159329782326464,0.023601792450767302,0.03467305338921854,0.004648632258208668,288,1.0004119306584118,1.0004124970624653,0.9996920336400895,1.0012296930857072,0.0006387364146760312,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9995737420466173,0.9996037434651706,0.9993990838004816,0.9997215849492068,0.0001332441289314331,288,0.9149820059618351,0.9059233158749345,0.746192273701202,1.0731732808553474,0.16045055616136564,288,0.914620413898305,0.9055152537440636,0.7453058890454463,1.072967902355207,0.160476561267007,288,0.028843205388243753,0.028159330729516572,0.02360179679786225,0.034673066332503326,0.004648633155354039,288,1.0004121120803606,1.0004125468088176,0.9996923643452116,1.001229791799808,0.0006387520704757569,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,legacy,2,DenseWeight_0,0.0005,288,36,288,0.9988173748071785,0.998900286543561,0.9983325988704546,0.9992271802656219,0.0003693749187938154,288,0.9156340521633162,0.9066083727558494,0.747234787582277,1.073638129138466,0.16037107305308018,288,0.9146205733598032,0.9055154588305282,0.7453061821195065,1.0729681481069777,0.16047655738057648,288,0.04807201070149503,0.046932255980564636,0.03933626223203869,0.05778855990808413,0.007747707909460382,288,1.0011600318847635,1.0011138862643476,0.9999038473621611,1.0026233603284813,0.0010930663545680739,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9988173747254601,0.9989002867381953,0.9983325984175213,0.999227180299381,0.00036937488463954706,288,0.9156340521633162,0.9066083727558494,0.747234787582277,1.073638129138466,0.16037107305308018,288,0.914620413898305,0.9055152537440636,0.7453058890454463,1.072967902355207,0.160476561267007,288,0.04807202168432056,0.04693226119263754,0.03933627018946486,0.05778857784925635,0.007747710138499612,288,1.0011602134549547,1.0011139501942696,0.9999038949070501,1.0026235102994077,0.0010930871933230888,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,0,ConvWeight_0,0,36,36,36,0.9999986304838734,0.9999999338245951,0.9999967434359112,0.9999999951081878,3.6732437672402184e-06,36,0.0015105628753498458,0.0013156084426639964,0.000767361253100841,0.0025152313785652583,0.000718101263112733,36,0.0015106990999586246,0.0013156382090347936,0.0007674876275250157,0.0025154673990528753,0.0007181033209343375,36,0.0010299614692115182,0.000418877358882671,0.0001470424150147379,0.002652133064767544,0.001479949942327272,36,0.9998739562434688,0.9999006482633779,0.9993875172913516,1.0001675649430175,0.0006694761799863792,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,0.9999999999999999,1.0,1.1568259067378855e-16,36,0.0015105628753498458,0.0013156084426639964,0.000767361253100841,0.0025152313785652583,0.000718101263112733,36,0.0015105628753498458,0.0013156084426639964,0.000767361253100841,0.0025152313785652583,0.000718101263112733,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0
conv3,baseline,0,ConvWeight_0,1e-05,288,36,288,0.14822736129207065,0.13273097481217117,0.008900194388893397,0.31437436177895084,0.11631063224720575,288,0.01012351601499701,0.010063282063618357,0.009111560565764539,0.011213056617788956,0.0007981540785643203,288,0.0015106990999586246,0.0013156382090347936,0.0007435466104776384,0.002534444050064442,0.000709291903539204,288,8.041932431596127,7.455363959085384,3.7972655507075928,13.292499984862804,3.432509530532089,288,8.11730352327415,7.483543410907689,3.9013028514529906,13.27811816607322,3.388576321224826,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.1482327446878008,0.13285308911700378,0.009018801216035188,0.31436382729533346,0.11630811701010942,288,0.01012351601499701,0.010063282063618357,0.009111560565764539,0.011213056617788956,0.0007981540785643203,288,0.001510562875349846,0.0013156084426639964,0.000743403022358455,0.00253412578087148,0.0007092898709679004,288,8.043187472710997,7.455464010700236,3.7969627511015163,13.294545364705021,3.4334796847665605,288,8.118571381355707,7.482165650467969,3.9015610085972736,13.280462485365208,3.389539345683754,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,0,ConvWeight_0,3e-05,288,36,288,0.05100520259126896,0.0404152766482222,-0.061522545272559494,0.17657540430596858,0.09479260883831447,288,0.02998297256128071,0.02975464288420475,0.027182576585676115,0.033169929138247206,0.0023027978209434873,288,0.0015106990999586246,0.0013156382090347936,0.0007435466104776384,0.002534444050064442,0.000709291903539204,288,24.12577794660634,22.3658390559018,11.391745604366571,39.877521085346025,10.297519738048852,288,24.151809046021892,22.336086196841848,11.398507877232891,39.86085688869308,10.273212268880922,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.051010502049840284,0.04038383764853053,-0.0614392756229417,0.1765924557074959,0.09479077124311842,288,0.02998297256128071,0.02975464288420475,0.027182576585676115,0.033169929138247206,0.0023027978209434873,288,0.001510562875349846,0.0013156084426639964,0.000743403022358455,0.00253412578087148,0.0007092898709679004,288,24.129562414351675,22.366391916839664,11.390888210571347,39.88363607693364,10.300439063037928,288,24.155601297248108,22.339610826563003,11.397670857049027,39.86461696392368,10.276124332244859,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,0,ConvWeight_0,0.0001,288,36,288,0.01603530964707006,0.010926930500847379,-0.09333513794316431,0.12920803618870239,0.08992807377985505,288,0.09977435424159968,0.09898083722122047,0.09049447005843222,0.1103147108481124,0.00764587280193689,288,0.0015106990999586246,0.0013156382090347936,0.0007435466104776384,0.002534444050064442,0.000709291903539204,288,80.41923776892672,74.55250065204365,37.972435153519,132.92509514450748,34.32505522274426,288,80.42774988873292,74.50527249851504,37.96667832856669,132.92884691819134,34.30789335860196,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.01604056967276084,0.010859589285084886,-0.0933150027404175,0.1295163410295184,0.08992651446440153,288,0.09977435424159968,0.09898083722122047,0.09049447005843222,0.1103147108481124,0.00764587280193689,288,0.001510562875349846,0.0013156084426639964,0.000743403022358455,0.00253412578087148,0.0007092898709679004,288,80.43187465870594,74.5546381881759,37.96962695538773,132.9454537518385,34.334797008664374,288,80.44039278299243,74.5075392532726,37.96389034294457,132.94748429507456,34.31762784139324,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,0,ConvWeight_0,0.0003,288,36,288,0.006005287481515102,0.0029794991151855105,-0.10318042229354157,0.11995519188419847,0.0889492281666947,288,0.29926098621849223,0.29685368353926034,0.27147572155830524,0.33078066295276587,0.022923122393732648,288,0.0015106990999586246,0.0013156382090347936,0.0007435466104776384,0.002534444050064442,0.000709291903539204,288,241.2576941459143,223.65723612774426,113.91726202111863,398.7753081411386,102.9751575202715,288,241.26119018790976,223.6055727690083,113.90274341581085,398.76056239803864,102.96005038367265,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.006010535113212929,0.002865173394664154,-0.10318999032351658,0.11996725996843181,0.08894774969895636,288,0.29926098621849223,0.29685368353926034,0.27147572155830524,0.33078066295276587,0.022923122393732648,288,0.001510562875349846,0.0013156084426639964,0.000743403022358455,0.00253412578087148,0.0007092898709679004,288,241.29562350645438,223.66390126199235,113.90887731805078,398.8363627870481,103.00439215389017,288,241.29912504411448,223.61236697915743,113.89437926005787,398.8164617766132,102.9892777019233,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,0,ConvWeight_0,0.0005,288,36,288,0.003998181502333072,0.0009503554780788161,-0.10499135481504208,0.11811391476634413,0.08877753730633649,288,0.498754990067633,0.49473075087295715,0.45246055563430265,0.5512506711229437,0.03820121070136366,288,0.0015106990999586246,0.0013156382090347936,0.0007435466104776384,0.002534444050064442,0.000709291903539204,288,402.09614990801515,372.7619538378788,189.8620844036214,664.6255232033711,171.62526130790204,288,402.0986424068351,372.7094038762991,189.84581373212345,664.5942406463712,171.6105655701234,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.00400342659286625,0.0008711734354268276,-0.10500092185430401,0.11811244738419986,0.08877607499345437,288,0.498754990067633,0.49473075087295715,0.45246055563430265,0.5512506711229437,0.03820121070136366,288,0.001510562875349846,0.0013156084426639964,0.000743403022358455,0.00253412578087148,0.0007092898709679004,288,402.15937172415954,372.7731465657607,189.84812294898654,664.7272738884989,171.67398879598204,288,402.161869616874,372.7207256515004,189.8318728918286,664.6874023022474,171.65928574035394,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,1,ConvWeight_1,0,36,36,36,0.9999977158750597,0.9999999598806284,0.9999959088990351,0.9999999924893904,7.258008485212902e-06,36,0.008602303161080465,0.008126370404891937,0.005406609107027731,0.012440355955919608,0.0028855550424076552,36,0.008602799937579788,0.008126144751964624,0.005406623832033096,0.012445486722072682,0.002886130614071806,36,0.0010903900731544641,0.0002973412209222912,0.00012842826679473695,0.002920811196755752,0.001906320527465092,36,0.9999545824029727,0.9999875942963643,0.999647686043125,1.0001286385258452,0.00039883396807404673,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,0.9999999999999998,1.0000000000000002,1.5475000224300253e-16,36,0.008602303161080465,0.008126370404891937,0.005406609107027731,0.012440355955919608,0.0028855550424076552,36,0.008602303161080465,0.008126370404891937,0.005406609107027731,0.012440355955919608,0.0028855550424076552,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0
conv3,baseline,1,ConvWeight_1,1e-05,288,36,288,0.3210166772538551,0.3109907687916802,0.20344992908666723,0.4512600652810249,0.0968777835368122,288,0.02630225304322692,0.026013209895424737,0.024260821106777443,0.02855855454295553,0.0017742991274878443,288,0.00860279993757979,0.008126144751964624,0.0053818663342346815,0.012875754448476754,0.0028507166273151778,288,3.18729190674934,3.024495712448143,2.0148518512784146,4.498310288338059,1.0188808946744061,288,3.352110683507115,3.1865101526539688,2.202196836221151,4.617777409480024,0.9723731717190585,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.3210172008265906,0.3110511541581697,0.20344845365127132,0.4512310927603021,0.09688088982087718,288,0.02630225304322692,0.026013209895424737,0.024260821106777443,0.02855855454295553,0.0017742991274878443,288,0.008602303161080464,0.008126370404891937,0.005381501347666206,0.012875277640540198,0.002850148118147503,288,3.187393117130874,3.024555806755899,2.0158757924986324,4.498032275485247,1.0188447874599418,288,3.352223253803161,3.1865511550257297,2.203680140097304,4.617492152870646,0.9723259672887066,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,1,ConvWeight_1,3e-05,288,36,288,0.11211943429582814,0.10776931096788481,0.05022390068230477,0.17883086448062527,0.05192249091816987,288,0.07475420869034913,0.07427533295125774,0.06992975533814129,0.07979273504709516,0.004175602541058725,288,0.00860279993757979,0.008126144751964624,0.0053818663342346815,0.012875754448476754,0.0028507166273151778,288,9.561873944520723,9.073529636994008,6.044653323950035,13.4949304250764,3.0566492957596845,288,9.616785158410954,9.141517696827487,6.0914663952391255,13.541791349750605,3.040793347141718,288,4.709502797067901e-08,0.0,0.0,0.0,7.992291273176941e-07,288,0.0,0.0,0.0,0.0,0.0,288,0.1121194877548233,0.10778878531744952,0.05022109236146581,0.17880763133688782,0.051925368303028165,288,0.07475420869034913,0.07427533295125774,0.06992975533814129,0.07979273504709516,0.004175602541058725,288,0.008602303161080464,0.008126370404891937,0.005381501347666206,0.012875277640540198,0.002850148118147503,288,9.562179345791568,9.07366732494709,6.047627404019555,13.49409666634978,3.0565343625719765,288,9.617094384295248,9.141615030807051,6.095571283802364,13.540954824915648,3.040673886343588,288,4.709502797067901e-08,0.0,0.0,0.0,7.992291273176941e-07,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,1,ConvWeight_1,0.0001,288,36,288,0.031957941738779534,0.03243712027466027,-0.01640545778909119,0.0783705303925791,0.039975239858236825,288,0.24758114881956628,0.24584106102917036,0.230098361239279,0.2645810664369938,0.013733958152426973,288,0.00860279993757979,0.008126144751964624,0.0053818663342346815,0.012875754448476754,0.0028507166273151778,288,31.87291301153643,30.245147404747808,20.148960605163904,44.983099241321646,10.188837325960899,288,31.88751122990915,30.25621036959834,20.128923316078986,45.004097660057035,10.185161173184333,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.03195779790992869,0.032441632238005266,-0.016403544134451848,0.07831534619320887,0.039977296040863634,288,0.24758114881956628,0.24584106102917036,0.230098361239279,0.2645810664369938,0.013733958152426973,288,0.008602303161080464,0.008126370404891937,0.005381501347666206,0.012875277640540198,0.002850148118147503,288,31.873931087136732,30.24555663760216,20.158758319085255,44.98032034854085,10.188447877438431,288,31.88853029733461,30.256598821552608,20.138669800833057,45.00131759615004,10.184769715774353,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,1,ConvWeight_1,0.0003,288,36,288,0.00881218039114915,0.010655826548584041,-0.04136427019491707,0.05339638705705388,0.03892869140575524,288,0.7423578514703759,0.7370004012654562,0.6897665975092683,0.7920723011100943,0.04112894946851647,288,0.00860279993757979,0.008126144751964624,0.0053818663342346815,0.012875754448476754,0.0028507166273151778,288,95.61873898249473,90.7354753127591,60.44698429675836,134.94928142119295,30.566517036179402,288,95.62175951147941,90.73552056980701,60.41044384167068,134.9628729889922,30.566369241556192,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.00881197778386226,0.01065602871266908,-0.04136796929075844,0.053399110725527256,0.03893031241827073,288,0.7423578514703759,0.7370004012654562,0.6897665975092683,0.7920723011100943,0.04112894946851647,288,0.008602303161080464,0.008126370404891937,0.005381501347666206,0.012875277640540198,0.002850148118147503,288,95.62179270088377,90.73666037883518,60.47627758044052,134.94094499669254,30.56534365147067,288,95.6248134057717,90.73668471189518,60.43967782257897,134.95453585012064,30.565194575297564,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv3,baseline,1,ConvWeight_1,0.0005,288,36,288,0.004179275163827023,0.005626270432265646,-0.04671189419100077,0.04972260816187854,0.038885729381957335,288,1.2372227355453145,1.2283908654955185,1.1495962505368673,1.3201691230694093,0.06852840224730644,288,0.00860279993757979,0.008126144751964624,0.0053818663342346815,0.012875754448476754,0.0028507166273151778,288,159.36456425877753,151.22579051140363,100.7450115312586,224.91544220518875,50.94419673728283,288,159.36526838380456,151.22363182385618,100.70517386527187,224.92755198040612,50.94475528335207,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.004179060700272459,0.005626841257319838,-0.0467191444998502,0.04972328085847317,0.038887254898521816,288,1.2372227355453145,1.2283908654955185,1.1495962505368673,1.3201691230694093,0.06852840224730644,288,0.008602303161080464,0.008126370404891937,0.005381501347666206,0.012875277640540198,0.002850148118147503,288,159.36965356944853,151.22775140991956,100.79380034101808,224.9015482496911,50.942239451753544,288,159.37035770709886,151.22557176973623,100.75390175799447,224.91365740187965,50.94279686186332,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
