architecture,scheme,layer_index,parameter,sigma,n_comparisons,n_batches,bptt_cosine_n_defined,bptt_cosine_mean,bptt_cosine_median,bptt_cosine_p10,bptt_cosine_p90,bptt_cosine_std,bptt_estimate_l2_n_defined,bptt_estimate_l2_mean,bptt_estimate_l2_median,bptt_estimate_l2_p10,bptt_estimate_l2_p90,bptt_estimate_l2_std,bptt_reference_l2_n_defined,bptt_reference_l2_mean,bptt_reference_l2_median,bptt_reference_l2_p10,bptt_reference_l2_p90,bptt_reference_l2_std,bptt_relative_l2_error_n_defined,bptt_relative_l2_error_mean,bptt_relative_l2_error_median,bptt_relative_l2_error_p10,bptt_relative_l2_error_p90,bptt_relative_l2_error_std,bptt_norm_ratio_n_defined,bptt_norm_ratio_mean,bptt_norm_ratio_median,bptt_norm_ratio_p10,bptt_norm_ratio_p90,bptt_norm_ratio_std,bptt_estimate_zero_fraction_n_defined,bptt_estimate_zero_fraction_mean,bptt_estimate_zero_fraction_median,bptt_estimate_zero_fraction_p10,bptt_estimate_zero_fraction_p90,bptt_estimate_zero_fraction_std,bptt_reference_zero_fraction_n_defined,bptt_reference_zero_fraction_mean,bptt_reference_zero_fraction_median,bptt_reference_zero_fraction_p10,bptt_reference_zero_fraction_p90,bptt_reference_zero_fraction_std,clean_ep_cosine_n_defined,clean_ep_cosine_mean,clean_ep_cosine_median,clean_ep_cosine_p10,clean_ep_cosine_p90,clean_ep_cosine_std,clean_ep_estimate_l2_n_defined,clean_ep_estimate_l2_mean,clean_ep_estimate_l2_median,clean_ep_estimate_l2_p10,clean_ep_estimate_l2_p90,clean_ep_estimate_l2_std,clean_ep_reference_l2_n_defined,clean_ep_reference_l2_mean,clean_ep_reference_l2_median,clean_ep_reference_l2_p10,clean_ep_reference_l2_p90,clean_ep_reference_l2_std,clean_ep_relative_l2_error_n_defined,clean_ep_relative_l2_error_mean,clean_ep_relative_l2_error_median,clean_ep_relative_l2_error_p10,clean_ep_relative_l2_error_p90,clean_ep_relative_l2_error_std,clean_ep_norm_ratio_n_defined,clean_ep_norm_ratio_mean,clean_ep_norm_ratio_median,clean_ep_norm_ratio_p10,clean_ep_norm_ratio_p90,clean_ep_norm_ratio_std,clean_ep_estimate_zero_fraction_n_defined,clean_ep_estimate_zero_fraction_mean,clean_ep_estimate_zero_fraction_median,clean_ep_estimate_zero_fraction_p10,clean_ep_estimate_zero_fraction_p90,clean_ep_estimate_zero_fraction_std,clean_ep_reference_zero_fraction_n_defined,clean_ep_reference_zero_fraction_mean,clean_ep_reference_zero_fraction_median,clean_ep_reference_zero_fraction_p10,clean_ep_reference_zero_fraction_p90,clean_ep_reference_zero_fraction_std
conv2,baseline,0,ConvWeight_0,0.0001,288,36,288,0.8746294563791265,0.8870283818162665,0.7841956324184459,0.9464486649508104,0.06088696201791265,288,0.006000782793353449,0.005810563941799006,0.004298992190176153,0.007985382535523652,0.0014899953054933837,288,0.005351949396784518,0.0052006528990782355,0.0033887987653906954,0.007661196277305377,0.0016446078628946982,288,0.5447171343810575,0.5200338938724821,0.34300359284997306,0.7838000345767443,0.1647404687690741,288,1.1427619002596439,1.1280497959575302,1.037350344273012,1.270682582669128,0.08940535927364773,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.8749785013263145,0.8870249731032642,0.7844452562984444,0.9465489478208226,0.06081097017985088,288,0.006000782793353449,0.005810563941799006,0.004298992190176153,0.007985382535523652,0.0014899953054933837,288,0.00534139764897707,0.005150091820659508,0.0033880431186695454,0.007642720119518423,0.0016424795317452653,288,0.5450627895455022,0.5213402433943473,0.3405309896571165,0.7850990942260165,0.1651199457337321,288,1.1450741153607116,1.1327018451966335,1.040711181431135,1.2734591019216737,0.08942630365712655,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,0,ConvWeight_0,0.0003,288,36,288,0.5367467137321145,0.5391455018951244,0.38056367930778423,0.7109117226520338,0.1249220837417725,288,0.009686574047485368,0.009516982836278349,0.008425360729965123,0.011094735013498707,0.00111062601838967,288,0.005351949396784518,0.0052006528990782355,0.0033887987653906954,0.007661196277305377,0.0016446078628946982,288,1.631986573699554,1.5504216623002194,1.0196688870848682,2.3492715625606375,0.494433564713528,288,1.925277724011108,1.839945498098908,1.4360116961349008,2.549900937031685,0.4250825883127626,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.5369672694152632,0.5363763984803691,0.3801488695051067,0.711562929718756,0.12486303035017104,288,0.009686574047485368,0.009516982836278349,0.008425360729965123,0.011094735013498707,0.00111062601838967,288,0.00534139764897707,0.005150091820659508,0.0033880431186695454,0.007642720119518423,0.0016424795317452653,288,1.635188375798438,1.5640210128795358,1.021593067183611,2.355297134831449,0.49535984371429176,288,1.9293052898809937,1.8468929217806513,1.4356378974060282,2.5586178382173275,0.4260088909447625,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,0,ConvWeight_0,0.0005,288,36,288,0.3620893340973393,0.34916565511864606,0.21526419329439644,0.530955636368298,0.11902396494916513,288,0.01441072807835613,0.014303086728005827,0.01293681855744599,0.015879137264865464,0.0011576678275316942,288,0.005351949396784518,0.0052006528990782355,0.0033887987653906954,0.007661196277305377,0.0016446078628946982,288,2.719691122309243,2.58278441990994,1.6972894928080802,3.9148696772810743,0.8240466289782282,288,2.906317364900131,2.743383891635424,1.9745834964026774,4.037749152128426,0.7734568104838505,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.36224196431160494,0.351093555978228,0.21491979095138425,0.529998917269917,0.11895631401012763,288,0.01441072807835613,0.014303086728005827,0.01293681855744599,0.015879137264865464,0.0011576678275316942,288,0.00534139764897707,0.005150091820659508,0.0033880431186695454,0.007642720119518423,0.0016424795317452653,288,2.7253139716432084,2.6067021593227855,1.7026552756823923,3.9254949782968924,0.8255997503907041,288,2.9124603467865255,2.7527486523046614,1.9731483358345372,4.043589255169793,0.7750795757915393,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,1,ConvWeight_1,0,36,36,36,0.9993344507929088,0.9996609398716758,0.9986366033209989,0.9999350259766777,0.00118636726459329,36,0.09997453086716601,0.09805355315994352,0.07707452215825668,0.12637781810549212,0.01954553475032676,36,0.10018491648788055,0.09805807440777439,0.07714957184809734,0.126326787846408,0.01967705026665911,36,0.030434740114388528,0.026045510031704223,0.011406891503304331,0.052110435928812315,0.021266042151359025,36,0.9980957325896611,0.999286805959525,0.9965520512318438,1.00066352290445,0.007095493373709998,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,0.9999999999999998,1.0000000000000002,1.5245728287052066e-16,36,0.09997453086716601,0.09805355315994352,0.07707452215825668,0.12637781810549212,0.01954553475032676,36,0.09997453086716601,0.09805355315994352,0.07707452215825668,0.12637781810549212,0.01954553475032676,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0
conv2,baseline,1,ConvWeight_1,1e-05,288,36,288,0.9993210106791756,0.999646118504439,0.9984659810598971,0.9999235713378749,0.0011719806956974454,288,0.09997662247413225,0.09805219029077145,0.07704575413371732,0.12752640609662513,0.019306023500802905,288,0.10018491648788055,0.09805807440777439,0.07708718239039904,0.1273169490783581,0.0194356049231409,288,0.031060095265700964,0.02660842908043299,0.012363419398955482,0.05536905150668471,0.020725481048765513,288,0.9981170389708411,0.9993271044537863,0.9965768636340673,1.000819513617997,0.00701390156297952,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999864794548046,0.9999873154795,0.9999785801863876,0.9999931550215263,5.524549016909389e-06,288,0.09997662247413225,0.09805219029077145,0.07704575413371732,0.12752640609662513,0.019306023500802905,288,0.09997453086716601,0.09805355315994352,0.07703944464653517,0.1275370222716042,0.019305703155240786,288,0.005101147365634901,0.005037638044952322,0.0037023547688549005,0.006550002597568304,0.0010209923503521666,288,1.000021317524047,1.0000176017277491,0.9998441612632994,1.0001853446253581,0.00013598615427046334,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,1,ConvWeight_1,3e-05,288,36,288,0.9992130821632925,0.999539824721431,0.9983683432717113,0.9998125087009473,0.0011698897791481925,288,0.09998834883571968,0.09805679481658597,0.07706848400940215,0.12751033990782537,0.019305280096183434,288,0.10018491648788055,0.09805807440777439,0.07708718239039904,0.1273169490783581,0.0194356049231409,288,0.03517494352534204,0.03033986409232045,0.0193644407928272,0.05711433954488514,0.019294847611581487,288,0.9982406344663998,0.9994759343895229,0.9967384374560898,1.0012374551331005,0.007036167758834156,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9998783400708179,0.9998858840012695,0.9998071946936814,0.9999383782435518,4.9708420729193915e-05,288,0.09998834883571968,0.09805679481658597,0.07706848400940215,0.12751033990782537,0.019305280096183434,288,0.09997453086716601,0.09805355315994352,0.07703944464653517,0.1275370222716042,0.019305703155240786,288,0.01530344208705648,0.015112913766670625,0.011107064200913692,0.019650007019682756,0.003062977059105103,288,1.000145068774889,1.0001147284544354,0.9996334846376291,1.000630918919744,0.0004084150870702666,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,1,ConvWeight_1,0.0001,288,36,288,0.9979871958254165,0.9983154347349193,0.9970524186418944,0.9988824496898175,0.0012470392434822681,288,0.10010850899744023,0.0981498234697942,0.07719554323185697,0.12750837622474456,0.01928818365138783,288,0.10018491648788055,0.09805807440777439,0.07708718239039904,0.1273169490783581,0.0194356049231409,288,0.06165958354425934,0.058086811455294624,0.047272098472140554,0.07681455601567577,0.016148360052789933,288,0.9995225673302488,1.0006737879115915,0.9975427344200959,1.0033698054984457,0.0072440469107581396,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9986511946732006,0.9987329897727253,0.9978586389189876,0.9993148073486776,0.0005501249219150764,288,0.10010850899744023,0.0981498234697942,0.07719554323185697,0.12750837622474456,0.01928818365138783,288,0.09997453086716601,0.09805355315994352,0.07703944464653517,0.1275370222716042,0.019305703155240786,288,0.051011473510212624,0.05037637492844624,0.0370235461028357,0.06550001438257053,0.010209923624745184,288,1.0014289470731113,1.0013567466233892,0.999635878825601,1.0032019441909654,0.0014338065330282692,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,1,ConvWeight_1,0.0003,288,36,288,0.9874296133518237,0.9881676890312738,0.9809292737045338,0.9933090317026744,0.004783079028449341,288,0.10112363769757825,0.09921985168711783,0.07841795076296641,0.12796713449162594,0.01911851054924115,288,0.10018491648788055,0.09805807440777439,0.07708718239039904,0.1273169490783581,0.0194356049231409,288,0.15729282089328311,0.15566952153921193,0.11642775151786398,0.19869919266107589,0.029983915646453856,288,1.0103926664631375,1.010932767137485,1.0036487059578196,1.019683943664215,0.009768867898128121,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9880857282270468,0.9887716110760182,0.981077810905212,0.9938459112471426,0.004770435349694923,288,0.10112363769757825,0.09921985168711783,0.07841795076296641,0.12796713449162594,0.01911851054924115,288,0.09997453086716601,0.09805355315994352,0.07703944464653517,0.1275370222716042,0.019305703155240786,288,0.15303441959521125,0.1511290880179278,0.11107062776270712,0.1964999659110669,0.03062977168926279,288,1.0123165098900988,1.0115594360608084,1.0050049098672444,1.020127531361064,0.006137678603634805,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,1,ConvWeight_1,0.0005,288,36,288,0.9674243677556397,0.9686460184992143,0.9496648764474591,0.982799512592155,0.012241279459387978,288,0.10310350837337383,0.10139395924180537,0.0808382765544056,0.12914013482173226,0.018786569889803827,288,0.10018491648788055,0.09805807440777439,0.07708718239039904,0.1273169490783581,0.0194356049231409,288,0.2574341339638761,0.25613727116007384,0.1870273144695929,0.3283639782491629,0.050265587920030184,288,1.031590561359659,1.0309571336355394,1.013979599636965,1.0515772614196135,0.01670836742131409,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9680669312028817,0.9697027502477924,0.9497241017651369,0.9830712865192385,0.012330114395674044,288,0.10310350837337383,0.10139395924180537,0.0808382765544056,0.12914013482173226,0.018786569889803827,288,0.09997453086716601,0.09805355315994352,0.07703944464653517,0.1275370222716042,0.019305703155240786,288,0.2550573645213218,0.25188175217047126,0.18511769543402343,0.32749981458131044,0.0510496208556423,288,1.033549020690142,1.0317491541586812,1.0177413271165452,1.052408166818919,0.014424815938453786,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,2,DenseWeight_0,0,36,36,36,0.9999999660375829,0.9999999897296772,0.9999999411686503,0.9999999983227155,7.097194628947674e-08,36,0.10634077486831507,0.1036282057506204,0.08507979150854249,0.13182444902443724,0.018279243891243257,36,0.10634081676199182,0.10361368818230314,0.08507974843757649,0.1318253330253838,0.018280466674874082,36,0.00020201785579853756,0.00014416668474597847,5.795450401560068e-05,0.00035030693589854447,0.000180907804081172,36,1.000001345639655,1.000003160752192,0.9999412912240077,1.0000462966957522,6.956124853382788e-05,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,0.9999999999999999,1.0000000000000002,1.366199564104904e-16,36,0.10634077486831507,0.1036282057506204,0.08507979150854249,0.13182444902443724,0.018279243891243257,36,0.10634077486831507,0.1036282057506204,0.08507979150854249,0.13182444902443724,0.018279243891243257,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0
conv2,baseline,2,DenseWeight_0,1e-05,288,36,288,0.9999999595147305,0.9999999834777902,0.9999999295860575,0.9999999906724609,6.976082945546793e-08,288,0.10634076377953162,0.10362804994333541,0.08349754631351912,0.13497993929079372,0.018054887931656664,288,0.10634081676199185,0.10361368818230314,0.08349758877320114,0.13498098811358292,0.018056157975339642,288,0.00024401138682030697,0.00018422326350001913,0.0001372274606039363,0.0003837688281339059,0.00016201692000391896,288,1.0000013359222433,1.000002428288294,0.999936094038958,1.000052312001335,6.88857451664465e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999999933423965,0.9999999935788496,0.9999999899994299,0.9999999962878682,2.3845132264600526e-09,288,0.10634076377953162,0.10362804994333541,0.08349754631351912,0.13497993929079372,0.018054887931656664,288,0.10634077486831507,0.1036282057506204,0.08349759062845655,0.1349810886302914,0.018054950195757178,288,0.00011387502637614521,0.00011354030157305153,8.660026940606848e-05,0.00014175093142364888,2.037243798728539e-05,288,0.9999999903033453,0.9999995675818859,0.999989830683979,1.0000097295571024,8.132409967607225e-06,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,2,DenseWeight_0,3e-05,288,36,288,0.9999999065234696,0.9999999269725219,0.9999998530958919,0.9999999552794967,7.004372140922141e-08,288,0.10634074561341628,0.10362774217499177,0.0834974619732787,0.13497764346032878,0.01805476280339057,288,0.10634081676199185,0.10361368818230314,0.08349758877320114,0.13498098811358292,0.018056157975339642,288,0.0004186018254406686,0.00038403975882322114,0.0003003138705853271,0.0005456517779638265,0.00013022660873228072,288,1.0000013564286898,1.000000304443748,0.9999246256469586,1.0000566381061722,7.205107279569198e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999999400816277,0.9999999422114019,0.9999999099917234,0.9999999665911273,2.1460460248572935e-08,288,0.10634074561341628,0.10362774217499177,0.0834974619732787,0.13497764346032878,0.01805476280339057,288,0.10634077486831507,0.1036282057506204,0.08349759062845655,0.1349810886302914,0.018054950195757178,288,0.0003416250688314532,0.0003406208806473338,0.0002598008129249783,0.0004252527979608307,6.111731531262869e-05,288,1.000000010851137,0.9999987360223209,0.9999695343991327,1.0000292241647732,2.4398373252248586e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,2,DenseWeight_0,0.0001,288,36,288,0.9999993016282804,0.9999993112950805,0.9999989979010003,0.99999961171305,2.374899308793888e-07,288,0.10634072415216532,0.10362670537122903,0.08349721182379925,0.1349696379658828,0.01805431855417344,288,0.10634081676199185,0.10361368818230314,0.08349758877320114,0.13498098811358292,0.018056157975339642,288,0.0011692977432521169,0.001180702055489576,0.0008837859745601551,0.0014205087208483758,0.00020130872006010128,288,1.0000018475833565,0.999995538094661,0.9998834356462477,1.0001331373878113,0.00010452010623365078,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999993342431076,0.9999993579731424,0.9999989997866994,0.999999628802703,2.384430894401876e-07,288,0.10634072415216532,0.10362670537122903,0.08349721182379925,0.1349696379658828,0.01805431855417344,288,0.10634077486831507,0.1036282057506204,0.08349759062845655,0.1349810886302914,0.018054950195757178,288,0.0011387501113322887,0.001135402656421774,0.0008660027663221421,0.0014175093720900686,0.0002037244004386698,288,1.000000502148744,0.999996174969424,0.9998989420919161,1.0000978279374109,8.134142859962566e-05,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,2,DenseWeight_0,0.0003,288,36,288,0.9999939783763452,0.9999942036990898,0.9999909923714616,0.9999966060065779,2.1343384240134637e-06,288,0.1063410238609202,0.10362408923636172,0.08349688318337048,0.13494702157929822,0.018052995278633546,288,0.10634081676199185,0.10361368818230314,0.08349758877320114,0.13498098811358292,0.018056157975339642,288,0.0034262323591016555,0.003408679624376852,0.002611006377203139,0.004252156386924566,0.0006071306430431349,288,1.0000068455442037,0.9999929714140001,0.999722171480085,1.0003124750419328,0.0002512243227888879,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999940082954973,0.9999942235537819,0.9999909950314616,0.999996659552657,2.145797737615753e-06,288,0.1063410238609202,0.10362408923636172,0.08349688318337048,0.13494702157929822,0.018052995278633546,288,0.10634077486831507,0.1036282057506204,0.08349759062845655,0.1349810886302914,0.018054950195757178,288,0.0034162493737518,0.003406205622718956,0.0025980088265605016,0.0042525285713635496,0.0006111733468392422,288,1.0000055005028283,0.9999918525884994,0.9997003140814259,1.000296946769923,0.0002441447426348793,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,baseline,2,DenseWeight_0,0.0005,288,36,288,0.9999833295982753,0.9999839440503839,0.9999749745883828,0.999990614438848,5.946396823511336e-06,288,0.10634185841184597,0.10362198593163131,0.08349712650497926,0.13492478527919083,0.01805159204180625,288,0.10634081676199185,0.10361368818230314,0.08349758877320114,0.13498098811358292,0.018056157975339642,288,0.005699228253448725,0.005677569129884583,0.004346012696023931,0.0070870877201548235,0.0010161168881582187,288,1.0000171687848238,0.9999882296493623,0.9995359812809033,1.0005102953407408,0.0004104695380401698,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9999833568211353,0.9999839594247553,0.9999749780233547,0.9999907219307526,5.9599236794463935e-06,288,0.10634185841184597,0.10362198593163131,0.08349712650497926,0.13492478527919083,0.01805159204180625,288,0.10634077486831507,0.1036282057506204,0.08349759062845655,0.1349810886302914,0.018054950195757178,288,0.005693747484464267,0.005677005572578079,0.004330015695662232,0.007087548537017841,0.0010186225066250616,288,1.0000158241142205,0.9999919671071923,0.9995057973935917,1.0005010945558488,0.00040711998171788635,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,ours,0,ConvWeight_0,0,36,36,36,0.9997432004788587,0.9998629763100249,0.9992742466772103,0.9999705978234958,0.00029493814197024,36,0.010413693902399684,0.00936420982550948,0.0069888794062161,0.014804483318495435,0.003702907732298978,36,0.0104404773622843,0.009497516478945152,0.006976142116755848,0.014805227754616117,0.003720002766187465,36,0.020636417312003785,0.017159194743037405,0.007692914925318994,0.039076816395059936,0.011996069327514118,36,0.9978716491716182,0.9989586839960998,0.9921849956548856,1.0050854570898962,0.007234352871818256,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,0.9999999999999999,1.0000000000000002,1.4414587323765566e-16,36,0.010413693902399684,0.00936420982550948,0.0069888794062161,0.014804483318495435,0.003702907732298978,36,0.010413693902399684,0.00936420982550948,0.0069888794062161,0.014804483318495435,0.003702907732298978,36,0.0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.0,1.0,0.0,36,0.0,0.0,0.0,0.0,0.0,36,0.0,0.0,0.0,0.0,0.0
conv2,ours,0,ConvWeight_0,1e-05,288,36,288,0.9621768772779499,0.9652617683644439,0.9386212493396137,0.9868447549312037,0.02735452547773629,288,0.010753249433223318,0.009746729860143875,0.007379958469064169,0.015067480184496355,0.003567244696312719,288,0.010440477362284302,0.009497516478945152,0.006895175958125688,0.014807746576945597,0.0036743568317817027,288,0.27191021157243805,0.2680457737136482,0.165425405430108,0.3652941573656435,0.09738036410665087,288,1.0384932246953908,1.030993140590796,0.9974661355709643,1.0838498640017984,0.04117544592654587,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.9623972961238904,0.9654950005992002,0.9389538880874023,0.9867848918023083,0.02745201169685688,288,0.010753249433223318,0.009746729860143875,0.007379958469064169,0.015067480184496355,0.003567244696312719,288,0.010413693902399684,0.00936420982550948,0.00692903789488652,0.01480678105692887,0.0036574715608543164,288,0.27121135204587943,0.26826385972648964,0.164367908828833,0.36547628497284473,0.09758360380553932,288,1.0406614119548556,1.0349862708171456,1.0020859043254697,1.0820358966169257,0.03929101281146277,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,ours,0,ConvWeight_0,3e-05,288,36,288,0.7801627070485204,0.7826769054997962,0.6535890499013941,0.9000415027928106,0.10155036637151392,288,0.0130398025033129,0.012136179187724437,0.009874324710378992,0.016848456783693223,0.0031148856983632847,288,0.010440477362284302,0.009497516478945152,0.006895175958125688,0.014807746576945597,0.0036743568317817027,288,0.8126234358163277,0.8017512545735189,0.4939468076651296,1.0944896340519978,0.2936123266402427,288,1.304712662843321,1.284466935943494,1.1003171940844776,1.492718121699314,0.20975001781633798,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.7803114894397057,0.7834855058275014,0.6543530640647856,0.900266200943889,0.10163518300994297,288,0.0130398025033129,0.012136179187724437,0.009874324710378992,0.016848456783693223,0.0031148856983632847,288,0.010413693902399684,0.00936420982550948,0.00692903789488652,0.01480678105692887,0.0036574715608543164,288,0.8136340564414146,0.8047915755622503,0.493103727856065,1.0964288526535406,0.29275081181334606,288,1.3072132714395723,1.2870418174466438,1.0999047960685426,1.4899667044650233,0.20774423261071767,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,ours,0,ConvWeight_0,0.0001,288,36,288,0.3746890027643725,0.37118632004011964,0.21244644364686258,0.5447463534112486,0.1294046619888821,288,0.02747996863246273,0.027077224678240863,0.024408386086551527,0.030668651434762075,0.002602538656865031,288,0.010440477362284302,0.009497516478945152,0.006895175958125688,0.014807746576945597,0.0036743568317817027,288,2.707667472185124,2.671671288395367,1.6444009257242516,3.650444545398623,0.9794148676309226,288,2.905060393935796,2.865217956787397,1.9112309419271618,3.7799560342142544,0.9282406284889486,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.3747084336037193,0.36955790169223157,0.21353827195333439,0.544850216981865,0.12939541750078817,288,0.02747996863246273,0.027077224678240863,0.024408386086551527,0.030668651434762075,0.002602538656865031,288,0.010413693902399684,0.00936420982550948,0.00692903789488652,0.01480678105692887,0.0036574715608543164,288,2.7121135250292983,2.6826385388997487,1.6436791079703774,3.654762816980573,0.975836044376612,288,2.9100165519179324,2.87449991272263,1.9232949189196147,3.779640855708099,0.9241067112722854,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,ours,0,ConvWeight_0,0.0003,288,36,288,0.13816971903274847,0.13848612090216642,0.009258660732222462,0.2602415493144025,0.10103946126501726,288,0.07642063861628208,0.07626536586780722,0.0694344278340896,0.08402931857189336,0.005812188711924514,288,0.010440477362284302,0.009497516478945152,0.006895175958125688,0.014807746576945597,0.0036743568317817027,288,8.122815337588149,8.017054104364195,4.931593577658808,10.953348042461142,2.9385463444350144,288,8.193584827838256,8.07703637370783,5.05102330855566,10.952512764280193,2.919139839074183,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.13811811027972384,0.13825758812932232,0.008042911888977305,0.2605747671834831,0.1009511606609703,288,0.07642063861628208,0.07626536586780722,0.0694344278340896,0.08402931857189336,0.005812188711924514,288,0.010413693902399684,0.00936420982550948,0.00692903789488652,0.01480678105692887,0.0036574715608543164,288,8.136340605766204,8.047915217192788,4.931037455272356,10.96428823610615,2.9275081762342188,288,8.207227631107733,8.130331318401756,5.074563911571589,10.952417937789727,2.9078245305232824,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
conv2,ours,0,ConvWeight_0,0.0005,288,36,288,0.08472256315253193,0.08379985637118038,-0.0393470367445486,0.20365019937981788,0.09594089479240818,288,0.1265050473967516,0.12628997247690843,0.11467833922040785,0.13922803565426645,0.009554798459153512,288,0.010440477362284302,0.009497516478945152,0.006895175958125688,0.014807746576945597,0.0036743568317817027,288,13.538028752561116,13.362521731396084,8.21880249727763,18.25626683106986,4.8976507231509085,288,13.581808472038555,13.400379570865734,8.31940869897368,18.258500448598785,4.885846442776089,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0,288,0.0846554486197684,0.08436289778772849,-0.03872555098741512,0.20457427030526756,0.09583720689913702,288,0.1265050473967516,0.12628997247690843,0.11467833922040785,0.13922803565426645,0.009554798459153512,288,0.010413693902399684,0.00936420982550948,0.00692903789488652,0.01480678105692887,0.0036574715608543164,288,13.56056772772724,13.413191363038889,8.21839597792025,18.273813369067252,4.879180365686711,288,13.604382230803253,13.467590428409974,8.328630089563264,18.274998966488177,4.867160434923903,288,0.0,0.0,0.0,0.0,0.0,288,0.0,0.0,0.0,0.0,0.0
