architecture,scheme,checkpoint_role,T,phase,reference_kind,state_layer_name,K,layer_index,injected_beta,base_beta,model_seed,source_checkpoint_epoch,batch_count,element_count,delta_mean,delta_rms,delta_std,reference_mean,reference_rms,reference_std,current_mean,current_rms,current_std,relative_displacement,reference_norm_zero,max_abs_delta,reference_min,reference_max,current_min,current_max,active_set_transition_count,constrained_element_count,active_set_transition_fraction,batch_p05_delta_rms,batch_median_delta_rms,batch_p95_delta_rms,batch_p05_relative,batch_median_relative,batch_p95_relative
conv3,legacy,best_validation,8,positive,matched_zero_K,Layer_3,8,3,0.001,2.44140625e-07,0,27,36,7225344,-3.0766039465492015e-10,8.633703437667601e-07,8.633702889496575e-07,-0.035007060340082836,0.48681484009448006,0.48555452244064207,-0.035007060647743234,0.4868148498490859,0.48555453219838585,1.773508678575203e-06,False,0.00016614844766182912,-9.600793196839316,9.032977417687828,-9.600775518547787,9.032975452132623,1,7225344,1.3840171485260771e-07,4.833827396467933e-07,7.706617002773624e-07,1.2859495374948153e-06,9.677079722959817e-07,1.6043493041295687e-06,2.6205990711359637e-06
conv3,legacy,best_validation,8,positive,matched_zero_K,Layer_4,8,4,0.001,2.44140625e-07,0,27,36,11520,-1.844570867376203e-05,0.007874015370319393,0.007873993764784017,-0.11732154321739749,0.39288266191368637,0.3749565861929516,-0.11733998892607125,0.39314507976676627,0.37522577302691573,0.02004164635814156,False,0.12346047604523103,-1.7140163927593648,2.200320252055275,-1.711450829017506,2.1652168496417943,0,0,,0.004792466955489086,0.007118444101855355,0.011657848882795233,0.010833793640629582,0.01771360895936678,0.03323191290443065
conv3,legacy,best_validation,8,positive_minus_negative,negative_phase,Layer_1,8,1,0.001,2.44140625e-07,0,27,36,7225344,-1.3296487359218825e-12,4.804368986343621e-10,4.804350586745762e-10,-1.1918087609601717,24.851043594330644,24.822448702829877,-1.1918087609615011,24.851043594332683,24.82244870283186,1.9332664916493322e-11,False,5.465165031637298e-08,-212.74690345724233,192.59281716501644,-212.74690345734737,192.5928171654353,0,7225344,0.0,2.331282825835534e-10,4.0558177674019146e-10,8.248440168235302e-10,9.696554012139085e-12,1.6493973964713334e-11,3.351051720119136e-11
conv3,legacy,best_validation,8,positive_minus_negative,negative_phase,Layer_2,8,2,0.001,2.44140625e-07,0,27,36,3612672,-2.6134407828893935e-11,1.2936826520311631e-08,1.2936800122494194e-08,-0.079112871946593,4.53096305960047,4.53027233187547,-0.07911287197272741,4.530963059709479,4.5302723319840394,2.855204588989161e-09,False,1.526631772774678e-06,-56.1701617700945,54.9797609035413,-56.17016179472354,54.979760901324646,0,3612672,0.0,6.7066188499045345e-09,1.1724806327612103e-08,1.9198476229142037e-08,1.4896754607840285e-09,2.7250080186259663e-09,4.203567395374802e-09
conv3,legacy,best_validation,8,positive_minus_negative,negative_phase,Layer_3,8,3,0.001,2.44140625e-07,0,27,36,7225344,-6.156952026914115e-10,1.7267398335528848e-06,1.726739723785163e-06,-0.03500706003204803,0.48681483034140177,0.4855545126844568,-0.035007060647743234,0.4868148498490859,0.48555453219838585,3.5470156739923623e-06,False,0.00033229689531366624,-9.600810875130867,9.03297938324303,-9.600775518547787,9.032975452132623,1,7225344,1.3840171485260771e-07,9.66765479309283e-07,1.5413234005305977e-06,2.5718990749861366e-06,1.9354159301094838e-06,3.208698782699237e-06,5.241198135934003e-06
conv3,legacy,best_validation,8,positive_minus_negative,negative_phase,Layer_4,8,4,0.001,2.44140625e-07,0,27,36,11520,-3.68914188149389e-05,0.01574803073913378,0.015747987528059587,-0.1173030975072563,0.39277795069996907,0.3748526402084831,-0.11733998892607125,0.39314507976676627,0.37522577302691573,0.04009397857254776,False,0.2469209520904624,-1.7165819565012224,2.235423654468757,-1.711450829017506,2.1652168496417943,0,0,,0.009584933910978177,0.01423688820371075,0.023315697765590455,0.021667742612438978,0.03544247045650501,0.06651735342607153
conv2,legacy,reconstructed_initialization,6,zero,post_T_free,Layer_1,6,1,0.03,0.0001171875,0,0,36,7225344,2.951362294820263e-07,2.518673698592469e-06,2.501322011662753e-06,-0.0010809581401316276,1.8994430154087107,1.899442707826281,-0.0010806630039021418,1.899443189678196,1.8994428822637313,1.3260064546082296e-06,False,2.333136381382772e-05,-22.584509930706588,28.467506340835737,-22.5845063230558,28.467513669644653,5,7225344,6.920085742630385e-07,2.1967958072927443e-06,2.5017833544185655e-06,2.885900390464024e-06,1.1679590682922497e-06,1.3098453501561e-06,1.4581022801410137e-06
conv2,legacy,reconstructed_initialization,6,zero,post_T_free,Layer_2,6,2,0.03,0.0001171875,0,0,36,3612672,7.423114032226249e-07,4.862226284239727e-06,4.805228217243935e-06,0.0038539574605142082,0.40828771627291055,0.40826952650331527,0.0038546997719174306,0.4082904914796686,0.40827229482586463,1.190882333817186e-05,False,3.9189790933424895e-05,-2.5745226569471114,4.19437500316808,-2.5745224852175905,4.194390635570347,14,3612672,3.875248015873016e-06,4.165239181360722e-06,4.802961945179846e-06,5.642949076179909e-06,1.0486504999538539e-05,1.1748911544505508e-05,1.3126651844437347e-05
conv2,legacy,reconstructed_initialization,6,zero,post_T_free,Layer_3,6,3,0.03,0.0001171875,0,0,36,11520,1.5697571809287168e-05,4.6859622525132036e-05,4.415212862920806e-05,0.021949986036527664,0.1964285081337468,0.1951982503011891,0.021965683608336953,0.1964733713357087,0.19524163077488807,0.0002385581551799276,False,0.0001425390288443129,-0.4686334663590433,0.6381412016885043,-0.46873603657486396,0.6382687430529567,0,0,,3.55755690320275e-05,4.6030459654073055e-05,5.9158499490968516e-05,0.00021782012023872894,0.00023816582563298785,0.0002592150463592757
conv2,legacy,reconstructed_initialization,6,negative,post_T_free,Layer_1,6,1,0.03,0.0001171875,0,0,36,7225344,2.9625752783246383e-07,2.6529167935364504e-06,2.6363230057468903e-06,-0.0010809581401316276,1.8994430154087107,1.899442707826281,-0.0010806618826037916,1.899443191611998,1.8994428841981716,1.3966814334599092e-06,False,2.3301855143653682e-05,-22.584509930706588,28.467506340835737,-22.58450388336604,28.467515659184734,4,7225344,5.536068594104309e-07,2.3723656458898167e-06,2.621133640691053e-06,2.997906581548119e-06,1.2405148451653893e-06,1.3735858272391428e-06,1.5138862656642367e-06
conv2,legacy,reconstructed_initialization,6,negative,post_T_free,Layer_2,6,2,0.03,0.0001171875,0,0,36,3612672,7.098450636226396e-07,6.581920529539372e-05,6.581537742581771e-05,0.0038539574605142082,0.40828771627291055,0.40826952650331527,0.0038546673055778304,0.4082907381431276,0.40827254180684663,0.00016120789990017328,False,0.0002794295807153624,-2.5745226569471114,4.19437500316808,-2.5744402838714198,4.194476053036356,207,3612672,5.7298309948979594e-05,6.495108475603408e-05,6.581264653779926e-05,6.648233634798667e-05,0.0001508720839708091,0.00016225527053554496,0.00017214994028802195
conv2,legacy,reconstructed_initialization,6,negative,post_T_free,Layer_3,6,3,0.03,0.0001171875,0,0,36,11520,-0.0001673789195298935,0.12222660153447976,0.12222648692883956,0.021949986036527664,0.1964285081337468,0.1951982503011891,0.021782607116997775,0.23190573030475503,0.2308804577597859,0.6222447174076001,False,0.43566606450280915,-0.4686334663590433,0.6381412016885043,-0.8205877070272991,1.013656316797625,0,0,,0.1209285919314695,0.12216735921203167,0.12389358577766715,0.48575335462743113,0.6348903234012342,0.8061290975435259
conv2,legacy,reconstructed_initialization,6,negative,matched_zero_K,Layer_1,6,1,0.03,0.0001171875,0,0,36,7225344,1.1212983504375104e-09,9.051387720649621e-07,9.051380775247923e-07,-0.0010806630039021418,1.899443189678196,1.8994428822637313,-0.0010806618826037916,1.899443191611998,1.8994428841981716,4.765284779158417e-07,False,8.310577092052185e-06,-22.5845063230558,28.467513669644653,-22.58450388336604,28.467515659184734,1,7225344,1.3840171485260771e-07,8.867172409043482e-07,9.045191789816837e-07,9.236730968618673e-07,4.4441152704130146e-07,4.799633887983273e-07,5.03825282231658e-07
conv2,legacy,reconstructed_initialization,6,negative,matched_zero_K,Layer_2,6,2,0.03,0.0001171875,0,0,36,3612672,-3.246633959998533e-08,6.56551876027055e-05,6.56551795754398e-05,0.0038546997719174306,0.4082904914796686,0.40827229482586463,0.0038546673055778304,0.4082907381431276,0.40827254180684663,0.00016080508601796543,False,0.0002705439302783663,-2.5745224852175905,4.194390635570347,-2.5744402838714198,4.194476053036356,203,3612672,5.619109623015873e-05,6.4823314980272e-05,6.564639079076605e-05,6.635483833168228e-05,0.00015039643813892078,0.0001617872831453224,0.00017180606266815112
conv2,legacy,reconstructed_initialization,6,negative,matched_zero_K,Layer_3,6,3,0.03,0.0001171875,0,0,36,11520,-0.00018307649133918064,0.12222673283455021,0.12222659572452647,0.021965683608336953,0.1964733713357087,0.19524163077488807,0.021782607116997775,0.23190573030475503,0.2308804577597859,0.6221033008371639,False,0.4357524541353607,-0.46873603657486396,0.6382687430529567,-0.8205877070272991,1.013656316797625,0,0,,0.12092871500199127,0.12216750219946518,0.12389371208734487,0.4856432312796958,0.6347461543440956,0.8059517652903433
conv2,legacy,reconstructed_initialization,6,positive,post_T_free,Layer_1,6,1,0.03,0.0001171875,0,0,36,7225344,2.9407666429669697e-07,2.699773384173713e-06,2.683709231904401e-06,-0.0010809581401316276,1.8994430154087107,1.899442707826281,-0.0010806640634673278,1.899443187744939,1.899442880329871,1.4213500285465485e-06,False,2.4364283141786736e-05,-22.584509930706588,28.467506340835737,-22.58450876273182,28.46751168010457,4,7225344,5.536068594104309e-07,2.38387573151544e-06,2.691315147587284e-06,3.051423020856943e-06,1.2796087836283263e-06,1.418821071274416e-06,1.5554488735778204e-06
conv2,legacy,reconstructed_initialization,6,positive,post_T_free,Layer_2,6,2,0.03,0.0001171875,0,0,36,3612672,7.757628406876551e-07,6.585073628466221e-05,6.584616664048969e-05,0.0038539574605142082,0.40828771627291055,0.40826952650331527,0.0038547332233548953,0.4082902554711915,0.40827205849103565,0.00016128512727687797,False,0.00027714109731169067,-2.5745226569471114,4.19437500316808,-2.5746046866022603,4.194305218104332,199,3612672,5.5083882511337866e-05,6.498833661591373e-05,6.582164088222387e-05,6.651075262372426e-05,0.00015099912590315744,0.00016232908952157644,0.00017218005094475
conv2,legacy,reconstructed_initialization,6,positive,post_T_free,Layer_3,6,3,0.03,0.0001171875,0,0,36,11520,0.0001987792633961982,0.12222688186640931,0.1222267202275739,0.021949986036527664,0.1964285081337468,0.1951982503011891,0.02214876529992386,0.23087237221192683,0.22980749432177222,0.6222461445524287,False,0.4358387447369329,-0.4686334663590433,0.6381412016885043,-0.8078775526550623,0.9422381462361181,0,0,,0.12092884772132124,0.12216765989634917,0.12389385213022087,0.48575506025155235,0.6348918175691793,0.8061300395080054
conv2,legacy,reconstructed_initialization,6,positive,matched_zero_K,Layer_1,6,1,0.03,0.0001171875,0,0,36,7225344,-1.0595651853293091e-09,9.052114118041568e-07,9.052107916845074e-07,-0.0010806630039021418,1.899443189678196,1.8994428822637313,-0.0010806640634673278,1.899443187744939,1.899442880329871,4.7656672056483974e-07,False,8.310572672920458e-06,-22.5845063230558,28.467513669644653,-22.58450876273182,28.46751168010457,1,7225344,1.3840171485260771e-07,8.86779107762419e-07,9.045174171099145e-07,9.23781021359729e-07,4.4451515080982686e-07,4.79952084358654e-07,5.039495159376819e-07
conv2,legacy,reconstructed_initialization,6,positive,matched_zero_K,Layer_2,6,2,0.03,0.0001171875,0,0,36,3612672,3.3451437465030164e-08,6.565512370543013e-05,6.565511518363717e-05,0.0038546997719174306,0.4082904914796686,0.40827229482586463,0.0038547332233548953,0.4082902554711915,0.40827205849103565,0.00016080492951842234,False,0.00027054393027892143,-2.5745224852175905,4.194390635570347,-2.5746046866022603,4.194305218104332,199,3612672,5.5083882511337866e-05,6.482476727086228e-05,6.56483259410579e-05,6.635619978451472e-05,0.00015039813459432082,0.00016178285917022205,0.00017180688192450604
conv2,legacy,reconstructed_initialization,6,positive,matched_zero_K,Layer_3,6,3,0.03,0.0001171875,0,0,36,11520,0.00018308169158691087,0.12222673260049643,0.12222659548268316,0.021965683608336953,0.1964733713357087,0.19524163077488807,0.02214876529992386,0.23087237221192683,0.22980749432177222,0.6221032996458892,False,0.4357523551043814,-0.46873603657486396,0.6382687430529567,-0.8078775526550623,0.9422381462361181,0,0,,0.12092871333898118,0.1221675018021327,0.12389371515721774,0.4856432380824487,0.634746183721401,0.8059517523774126
conv2,legacy,reconstructed_initialization,6,positive_minus_negative,negative_phase,Layer_1,6,1,0.03,0.0001171875,0,0,36,7225344,-2.180863535766819e-09,1.810316863794323e-06,1.8103155501658687e-06,-0.0010806618826037916,1.899443191611998,1.8994428841981716,-0.0010806640634673278,1.899443187744939,1.899442880329871,9.530776554880611e-07,False,1.6621149764972643e-05,-22.58450388336604,28.467515659184734,-22.58450876273182,28.46751168010457,2,7225344,2.7680342970521543e-07,1.7734429642245152e-06,1.808992901177696e-06,1.8473902876036036e-06,8.889091628630941e-07,9.599009267483842e-07,1.0077657783808869e-06
conv2,legacy,reconstructed_initialization,6,positive_minus_negative,negative_phase,Layer_2,6,2,0.03,0.0001171875,0,0,36,3612672,6.591777706501552e-08,0.0001313077553628827,0.00013130773881719736,0.0038546673055778304,0.4082907381431276,0.40827254180684663,0.0038547332233548953,0.4082902554711915,0.40827205849103565,0.00032160356112915877,False,0.0005410878605572877,-2.5744402838714198,4.194476053036356,-2.5746046866022603,4.194305218104332,402,3612672,0.0001112749787414966,0.00012964463582007657,0.0001312924182538743,0.00013270833946470872,0.0003007883534971091,0.0003235620196554226,0.00034360957285157844
conv2,legacy,reconstructed_initialization,6,positive_minus_negative,negative_phase,Layer_3,6,3,0.03,0.0001171875,0,0,36,11520,0.0003661581829260917,0.24445346543503496,0.24445319120719802,0.021782607116997775,0.23190573030475503,0.2308804577597859,0.02214876529992386,0.23087237221192683,0.22980749432177222,1.054107050799437,False,0.871504809239742,-0.8205877070272991,1.013656316797625,-0.8078775526550623,0.9422381462361181,0,0,,0.24185742834095392,0.24433500400158956,0.24778742724455033,0.8735791792871649,1.0692303815418436,1.2510199844924186
conv3,baseline,reconstructed_initialization,10,zero,post_T_free,Layer_1,8,1,10,10.0,0,0,36,7225344,2.600795905018753e-09,6.612252529974735e-09,6.0792881310721706e-09,-0.00450825783199234,6.826719202438843,6.82671771384745,-0.004508255231196411,6.826719202548934,6.826717713959258,9.685842252911927e-10,False,5.08285094014127e-08,-81.45423930273073,102.12705647704594,-81.45423929588291,102.12705649728514,0,7225344,0.0,4.990965580747892e-09,6.539540998020135e-09,8.350136753541486e-09,7.508428881121821e-10,9.568371555872077e-10,1.191504385860558e-09
conv3,baseline,reconstructed_initialization,10,zero,post_T_free,Layer_2,8,2,10,10.0,0,0,36,3612672,1.480868992029519e-09,3.803882758231768e-09,3.5037909564953206e-09,-0.0027699795941880977,0.10356552214588588,0.10352847236580746,-0.0027699781133191056,0.10356552299453695,0.10352847325438395,3.67292384513206e-08,False,2.3806432547512912e-08,-0.6677614077368267,1.224701870871895,-0.6677614090705001,1.224701882391592,0,3612672,0.0,2.8525797743734777e-09,3.760950372790136e-09,4.813312956662992e-09,2.8633909774545784e-08,3.6568149450664394e-08,4.480340423178579e-08
conv3,baseline,reconstructed_initialization,10,zero,post_T_free,Layer_3,8,3,10,10.0,0,0,36,7225344,3.0499842916526863e-09,8.063754620851823e-09,7.464699217381835e-09,0.0016518856101012745,0.023222073997471872,0.02316324663502937,0.001651888660085566,0.023222078315173967,0.023163250746187452,3.472452383766284e-07,False,5.470364621007473e-08,-0.05510468155237745,0.18025997785273043,-0.055104675261626004,0.18026002573507094,1,7225344,1.3840171485260771e-07,6.053666625053187e-09,7.960883649132163e-09,1.0213250242650573e-08,2.8421172722052804e-07,3.433559846830328e-07,4.0647283137159956e-07
conv3,baseline,reconstructed_initialization,10,zero,post_T_free,Layer_4,8,4,10,10.0,0,0,36,11520,3.0521726493770307e-09,5.312328288625349e-09,4.347996546057037e-09,0.0016866212341482124,0.006000523565181206,0.005758610237619432,0.0016866242863208616,0.006000528561212159,0.005758614549587036,8.853107951197463e-07,False,1.5249417936735732e-08,-0.011807582798059657,0.018281352803119044,-0.011807589559989671,0.018281367794049593,0,0,,3.959671026906182e-09,5.240154772524104e-09,6.7411883668686515e-09,7.735847416547035e-07,8.99587654243404e-07,9.839166493909622e-07
conv3,baseline,reconstructed_initialization,10,negative,post_T_free,Layer_1,8,1,10,10.0,0,0,36,7225344,-8.717573228099407e-09,4.868621108827589e-07,4.867840578020491e-07,-0.00450825783199234,6.826719202438843,6.82671771384745,-0.004508266549565527,6.82671920060069,6.826717712003539,7.131714319065996e-08,False,3.270017573830941e-06,-81.45423930273073,102.12705647704594,-81.45423909117511,102.1270568458519,0,7225344,0.0,4.456122767489733e-07,4.880316152274519e-07,5.226330582658576e-07,6.53846138671387e-08,7.068999198359827e-08,7.934177593219269e-08
conv3,baseline,reconstructed_initialization,10,negative,post_T_free,Layer_2,8,2,10,10.0,0,0,36,3612672,-3.0714576664973186e-08,2.2792629025446945e-06,2.2790559435206405e-06,-0.0027699795941880977,0.10356552214588588,0.10352847236580746,-0.0027700103087647627,0.103565453000195,0.10352840237357541,2.2007931358990762e-05,False,1.5476435564543145e-05,-0.6677614077368267,1.224701870871895,-0.6677617371527445,1.2246967649840028,22,3612672,6.0896754535147395e-06,2.2023472889020063e-06,2.2828627421790403e-06,2.346295797749615e-06,2.034860198521903e-05,2.205841401472116e-05,2.3576948227965493e-05
conv3,baseline,reconstructed_initialization,10,negative,post_T_free,Layer_3,8,3,10,10.0,0,0,36,7225344,-1.5771368466923551e-07,0.00012006313150920722,0.00012006302792363207,0.0016518856101012745,0.023222073997471872,0.02316324663502937,0.0016517278964166052,0.02322206207909807,0.023163245933195194,0.0051702156974557135,False,0.00041397824768812236,-0.05510468155237745,0.18025997785273043,-0.055108409921808876,0.1804298473790917,8312,7225344,0.0011503950538548752,0.0001196574009161624,0.00012004103229152553,0.00012052992928612813,0.004702407147118467,0.005203239781609751,0.005742220083507686
conv3,baseline,reconstructed_initialization,10,negative,post_T_free,Layer_4,8,4,10,10.0,0,0,36,11520,-4.92809310816115e-05,0.11277350177044325,0.11277349100279728,0.0016866212341482124,0.006000523565181206,0.005758610237619432,0.0016373403030666006,0.11292319631528708,0.11291132530792834,18.79394365265486,False,0.36631327003837055,-0.011807582798059657,0.018281352803119044,-0.37124370772185555,0.3834677360389242,0,0,,0.11244777641754054,0.11276327790085994,0.11309961600038418,14.128395494995681,18.94783656736167,25.22008383456238
conv3,baseline,reconstructed_initialization,10,negative,matched_zero_K,Layer_1,8,1,10,10.0,0,0,36,7225344,-1.131836913311816e-08,4.869960061961049e-07,4.868644622183089e-07,-0.004508255231196411,6.826719202548934,6.826717713959258,-0.004508266549565527,6.82671920060069,6.826717712003539,7.133675660986207e-08,False,3.277031408677189e-06,-81.45423929588291,102.12705649728514,-81.45423909117511,102.1270568458519,0,7225344,0.0,4.457433149366436e-07,4.880143363723414e-07,5.221393044216299e-07,6.552481763727348e-08,7.055591476516607e-08,7.94199124447403e-08
conv3,baseline,reconstructed_initialization,10,negative,matched_zero_K,Layer_2,8,2,10,10.0,0,0,36,3612672,-3.21954456570027e-08,2.2793201122166114e-06,2.2790927201924215e-06,-0.0027699781133191056,0.10356552299453695,0.10352847325438395,-0.0027700103087647627,0.103565453000195,0.10352840237357541,2.2008483579393936e-05,False,1.5481054801404215e-05,-0.6677614090705001,1.224701882391592,-0.6677617371527445,1.2246967649840028,22,3612672,6.0896754535147395e-06,2.2025376435978663e-06,2.2830645494866766e-06,2.3463435162296046e-06,2.0350500026234563e-05,2.205923049076457e-05,2.357962486705157e-05
conv3,baseline,reconstructed_initialization,10,negative,matched_zero_K,Layer_3,8,3,10,10.0,0,0,36,7225344,-1.607636689608882e-07,0.0001200631391694538,0.00012006303153871458,0.001651888660085566,0.023222078315173967,0.023163250746187452,0.0016517278964166052,0.02322206207909807,0.023163245933195194,0.0051702150660219385,False,0.00041398133651770336,-0.055104675261626004,0.18026002573507094,-0.055108409921808876,0.1804298473790917,8313,7225344,0.0011505334555697278,0.00011965738444340418,0.00012004104262734475,0.00012052991550248644,0.004702406936448465,0.005203239907178446,0.005742219594740311
conv3,baseline,reconstructed_initialization,10,negative,matched_zero_K,Layer_4,8,4,10,10.0,0,0,36,11520,-4.928398325426101e-05,0.1127735017703647,0.11277349100138492,0.0016866242863208616,0.006000528561212159,0.005758614549587036,0.0016373403030666006,0.11292319631528708,0.11291132530792834,18.79392800483287,False,0.3663132620704469,-0.011807589559989671,0.018281367794049593,-0.37124370772185555,0.3834677360389242,0,0,,0.11244777641390881,0.11276327790424051,0.11309961599599988,14.12838297119449,18.947822522037548,25.220063167284955
conv3,baseline,reconstructed_initialization,10,positive,post_T_free,Layer_1,8,1,10,10.0,0,0,36,7225344,1.3642860049794748e-08,4.871447029407459e-07,4.869536261009761e-07,-0.00450825783199234,6.826719202438843,6.82671771384745,-0.0045082441891322895,6.826719204519291,6.826717715936908,7.135853819309188e-08,False,3.2259732382078354e-06,-81.45423930273073,102.12705647704594,-81.45423961436232,102.12705614751036,0,7225344,0.0,4.448266377152341e-07,4.88669432182137e-07,5.232250255974469e-07,6.571367439802069e-08,7.046060063540775e-08,7.933885041863569e-08
conv3,baseline,reconstructed_initialization,10,positive,post_T_free,Layer_2,8,2,10,10.0,0,0,36,3612672,3.3048761561317055e-08,2.2792558926463116e-06,2.2790162797843716e-06,-0.0027699795941880977,0.10356552214588588,0.10352847236580746,-0.0027699465454265365,0.10356559316733005,0.10352854429690586,2.2007863673353326e-05,False,1.5480767855874378e-05,-0.6677614077368267,1.224701870871895,-0.6677607284424372,1.2247070000133242,30,3612672,8.304102891156463e-06,2.204223649042333e-06,2.282536457792374e-06,2.3488542023806335e-06,2.0380757993705154e-05,2.204452336731774e-05,2.3567925816344212e-05
conv3,baseline,reconstructed_initialization,10,positive,post_T_free,Layer_3,8,3,10,10.0,0,0,36,7225344,1.6156969840874398e-07,0.00012006210612110981,0.00012006199740746107,0.0016518856101012745,0.023222073997471872,0.02316324663502937,0.0016520471797996832,0.023222715691362878,0.023163878435995724,0.005170171541705563,False,0.0004141263740511042,-0.05510468155237745,0.18025997785273043,-0.05510090310017627,0.18009019542586727,8287,7225344,0.0011469350109835602,0.00011963341767920181,0.00012005885157974802,0.00012054139504204004,0.004703459565059727,0.005203124348138896,0.005741897032976643
conv3,baseline,reconstructed_initialization,10,positive,post_T_free,Layer_4,8,4,10,10.0,0,0,36,11520,4.928535773130681e-05,0.1127735014617353,0.11277349069215481,0.0016866212341482124,0.006000523565181206,0.005758610237619432,0.001735906591879519,0.11294286050692096,0.11292951947028763,18.793943601208024,False,0.36631316796811675,-0.011807582798059657,0.018281352803119044,-0.3772242319437201,0.38133059223305427,0,0,,0.11244776930177727,0.11276328082048939,0.113099614864588,14.128396552381734,18.947836011776147,25.220082766740877
conv3,baseline,reconstructed_initialization,10,positive,matched_zero_K,Layer_1,8,1,10,10.0,0,0,36,7225344,1.1042064144775996e-08,4.86923267192865e-07,4.867980494550045e-07,-0.004508255231196411,6.826719202548934,6.826717713959258,-0.0045082441891322895,6.826719204519291,6.826717715936908,7.132610156443223e-08,False,3.2189594033615876e-06,-81.45423929588291,102.12705649728514,-81.45423961436232,102.12705614751036,0,7225344,0.0,4.4452004737329994e-07,4.883570649391867e-07,5.2306586354476e-07,6.556118423669638e-08,7.051334447209873e-08,7.93342050427777e-08
conv3,baseline,reconstructed_initialization,10,positive,matched_zero_K,Layer_2,8,2,10,10.0,0,0,36,3612672,3.156789256928754e-08,2.2791931575714366e-06,2.2789745320383003e-06,-0.0027699781133191056,0.10356552299453695,0.10352847325438395,-0.0027699465454265365,0.10356559316733005,0.10352854429690586,2.200725774050949e-05,False,1.5476148619013308e-05,-0.6677614090705001,1.224701882391592,-0.6677607284424372,1.2247070000133242,30,3612672,8.304102891156463e-06,2.2039977704315025e-06,2.282330337885265e-06,2.34890742226663e-06,2.037857456566458e-05,2.2043753721585306e-05,2.3565274950436322e-05
conv3,baseline,reconstructed_initialization,10,positive,matched_zero_K,Layer_3,8,3,10,10.0,0,0,36,7225344,1.5851971411709128e-07,0.00012006209804281671,0.00012006199339484235,0.001651888660085566,0.023222078315173967,0.023163250746187452,0.0016520471797996832,0.023222715691362878,0.023163878435995724,0.00517017023253964,False,0.00041412378174073694,-0.055104675261626004,0.18026002573507094,-0.05510090310017627,0.18009019542586727,8286,7225344,0.0011467966092687076,0.00011963340821052075,0.00012005884393688684,0.00012054140860417816,0.004703457750119909,0.005203122535761953,0.0057418959707112305
conv3,baseline,reconstructed_initialization,10,positive,matched_zero_K,Layer_4,8,4,10,10.0,0,0,36,11520,4.92823055586575e-05,0.11277350146181365,0.11277349069356701,0.0016866242863208616,0.006000528561212159,0.005758614549587036,0.001735906591879519,0.11294286050692096,0.11292951947028763,18.79392795341223,False,0.3663131759360404,-0.011807589559989671,0.018281367794049593,-0.3772242319437201,0.38133059223305427,0,0,,0.11244776930540905,0.11276328081710811,0.11309961486897056,14.128384028488282,18.947821966699507,25.220062098933184
conv3,baseline,reconstructed_initialization,10,positive_minus_negative,negative_phase,Layer_1,8,1,10,10.0,0,0,36,7225344,2.2360433277894155e-08,9.734102930168016e-07,9.731534357821898e-07,-0.004508266549565527,6.82671920060069,6.826717712003539,-0.0045082441891322895,6.826719204519291,6.826717715936908,1.4258830111705054e-07,False,6.495990812038777e-06,-81.45423909117511,102.1270568458519,-81.45423961436232,102.12705614751036,0,7225344,0.0,8.890149886261374e-07,9.75484625804616e-07,1.0435543625571555e-06,1.3099572169245032e-07,1.4088628720407254e-07,1.5868908804262916e-07
conv3,baseline,reconstructed_initialization,10,positive_minus_negative,negative_phase,Layer_2,8,2,10,10.0,0,0,36,3612672,6.376333822629023e-08,4.556403423382727e-06,4.555957242261177e-06,-0.0027700103087647627,0.103565453000195,0.10352840237357541,-0.0027699465454265365,0.10356559316733005,0.10352854429690586,4.399539896160304e-05,False,3.095720342041752e-05,-0.6677617371527445,1.2246967649840028,-0.6677607284424372,1.2247070000133242,52,3612672,1.4393778344671202e-05,4.404463592257948e-06,4.563149646813221e-06,4.693802193450399e-06,4.071256831107909e-05,4.4084693669775896e-05,4.712789856771963e-05
conv3,baseline,reconstructed_initialization,10,positive_minus_negative,negative_phase,Layer_3,8,3,10,10.0,0,0,36,7225344,3.1928338307797947e-07,0.00024002536514053355,0.00024002515278396917,0.0016517278964166052,0.02322206207909807,0.023163245933195194,0.0016520471797996832,0.023222715691362878,0.023163878435995724,0.010336091787325719,False,0.0008279604523528522,-0.055108409921808876,0.1804298473790917,-0.05510090310017627,0.18009019542586727,16599,7225344,0.002297330064838435,0.00023919616918576756,0.00023999454609813117,0.0002409874420676487,0.009402679259052183,0.010402002779956902,0.011477873712821433
conv3,baseline,reconstructed_initialization,10,positive_minus_negative,negative_phase,Layer_4,8,4,10,10.0,0,0,36,11520,9.856628881291838e-05,0.22554700323214846,0.22554698169492204,0.0016373403030666006,0.11292319631528708,0.11291132530792834,0.001735906591879519,0.11294286050692096,0.11292951947028763,1.9973487342884826,False,0.7326264380064873,-0.37124370772185555,0.3834677360389242,-0.3772242319437201,0.38133059223305427,0,0,,0.22489554571928855,0.22552655872132132,0.22619923086493737,1.9951052670800813,1.997362718561564,1.9989273609673492
conv3,baseline,best_validation,10,zero,post_T_free,Layer_1,8,1,10,10.0,0,24,36,7225344,5.091530571976071e-07,6.9184361825146884e-06,6.899675526854487e-06,-2.872679061041335,49.787234931271584,49.70429032904387,-2.872678551888278,49.78723608861326,49.70429151774358,1.389600405016505e-07,False,0.00044058907363364597,-251.0560286932715,291.04293805290746,-251.05602605008394,291.0429384008277,0,7225344,0.0,5.567549537308163e-06,6.811367482675398e-06,8.16426249060145e-06,1.1492440495411189e-07,1.3706144892315272e-07,1.6314166513893227e-07
