architecture,scheme,checkpoint_role,T,phase,reference_kind,state_layer_name,K,layer_index,injected_beta,base_beta,model_seed,source_checkpoint_epoch,batch_count,element_count,delta_mean,delta_rms,delta_std,reference_mean,reference_rms,reference_std,current_mean,current_rms,current_std,relative_displacement,reference_norm_zero,max_abs_delta,reference_min,reference_max,current_min,current_max,active_set_transition_count,constrained_element_count,active_set_transition_fraction,batch_p05_delta_rms,batch_median_delta_rms,batch_p95_delta_rms,batch_p05_relative,batch_median_relative,batch_p95_relative
conv3,baseline,reconstructed_initialization,12,positive_minus_negative,negative_phase,Layer_1,8,1,10,10.0,0,0,36,7225344,2.236043320374892e-08,9.734102930060125e-07,9.731534357731014e-07,-0.0045082665495568015,6.82671920060069,6.82671771200354,-0.004508244189123602,6.826719204519291,6.826717715936908,1.4258830111547009e-07,False,6.495990811483665e-06,-81.4542390911751,102.12705684585197,-81.4542396143623,102.12705614751043,0,7225344,0.0,8.890149886306403e-07,9.754846258120347e-07,1.0435543625446414e-06,1.309957216807187e-07,1.408862872084083e-07,1.5868908803938092e-07
conv3,baseline,reconstructed_initialization,12,positive_minus_negative,negative_phase,Layer_2,8,2,10,10.0,0,0,36,3612672,6.37633380215811e-08,4.556403423331333e-06,4.555957242212644e-06,-0.002770010308759654,0.10356545300019766,0.10352840237357822,-0.0027699465454216325,0.10356559316733263,0.10352854429690858,4.399539896110567e-05,False,3.0957203411063894e-05,-0.6677617371527494,1.2246967649840335,-0.6677607284424423,1.2247070000133606,52,3612672,1.4393778344671202e-05,4.404463592140032e-06,4.563149646662173e-06,4.693802193392728e-06,4.071256830980287e-05,4.4084693669187086e-05,4.712789856618489e-05
conv3,baseline,reconstructed_initialization,12,positive_minus_negative,negative_phase,Layer_3,8,3,10,10.0,0,0,36,7225344,3.192833824959252e-07,0.0002400253651383102,0.0002400251527817466,0.0016517278964272364,0.023222062079111906,0.023163245933208308,0.0016520471798097322,0.023222715691376142,0.0231638784360083,0.010336091787223816,False,0.0008279604523845352,-0.055108409921818036,0.1804298473794099,-0.055100903100115534,0.18009019542585503,16599,7225344,0.002297330064838435,0.000239196169189579,0.00023999454609895747,0.0002409874420702049,0.009402679258820639,0.010402002779710668,0.011477873712732711
conv3,baseline,reconstructed_initialization,12,positive_minus_negative,negative_phase,Layer_4,8,4,10,10.0,0,0,36,11520,9.856628885657838e-05,0.22554700323012378,0.22554698169289733,0.0016373403030551148,0.11292319631428471,0.11291132530692603,0.0017359065919116932,0.11294286050590326,0.11292951946926932,1.997348734288282,False,0.7326264379946594,-0.3712437077413132,0.383467735967149,-0.37722423192764093,0.38133059228565286,0,0,,0.22489554571756146,0.22552655871716654,0.22619923086741736,1.9951052670796898,1.997362718561301,1.9989273609671874
conv3,baseline,best_validation,12,zero,post_T_free,Layer_1,8,1,10,10.0,0,24,36,7225344,4.757974875967673e-08,4.887727231577278e-07,4.864513772320794e-07,-2.872678599447717,49.787236023742295,49.70429145001564,-2.8726785518679683,49.78723608862901,49.704291517760524,9.817229518920157e-09,False,3.6146459407859766e-05,-251.0560262756396,291.04293839263863,-251.05602604997097,291.0429384008281,0,7225344,0.0,3.798966230525513e-07,4.81990388788938e-07,5.879339361000847e-07,7.715761973600562e-09,9.824017968187082e-09,1.1797184210356558e-08
conv3,baseline,best_validation,12,zero,post_T_free,Layer_2,8,2,10,10.0,0,24,36,3612672,6.862114566460291e-08,4.046430164271366e-07,3.98782032081348e-07,-0.8164205546958917,20.536654183023657,20.520419647535796,-0.816420486074746,20.536654257134572,20.520419724435488,1.9703453776887826e-08,False,2.3718785172377466e-05,-120.1200323257859,154.78291084658906,-120.12003201811989,154.78291096966115,1,3612672,2.7680342970521543e-07,3.1109016706607994e-07,4.0053659209440276e-07,4.882988820981436e-07,1.5232214016916415e-08,1.9671792326028883e-08,2.3982078167926774e-08
conv3,baseline,best_validation,12,zero,post_T_free,Layer_3,8,3,10,10.0,0,24,36,7225344,4.2353063125688816e-08,2.429019837908221e-07,2.3918108573503097e-07,-0.1978361080423668,1.4138493289948055,1.3999395699292563,-0.19783606568930368,1.4138493920855133,1.3999396396320638,1.7180188780336052e-07,False,2.2658053993040994e-05,-18.528442667754586,25.48232339076054,-18.528442573403648,25.482333351510096,0,7225344,0.0,1.8922893021486282e-07,2.3939397149170626e-07,2.8988826615544655e-07,1.3323602227478693e-07,1.6973811646342457e-07,2.06064291765567e-07
conv3,baseline,best_validation,12,zero,post_T_free,Layer_4,8,4,10,10.0,0,24,36,11520,6.267931853429502e-08,7.91592587432211e-08,4.834760876044033e-08,-0.16419469188352812,0.3508556614634592,0.31006418422358095,-0.1641946292042096,0.3508556550605812,0.31006421017021885,2.2561773241178084e-07,False,4.97289063261519e-07,-1.5155954155385423,1.1346491489122397,-1.5155954685800392,1.1346495732714557,0,0,,6.09487010782295e-08,7.77372100070976e-08,9.982369786778613e-08,1.5831536652150456e-07,2.3073301532226349e-07,3.5234009304847105e-07
conv3,baseline,best_validation,12,negative,post_T_free,Layer_1,8,1,10,10.0,0,24,36,7225344,4.529970865985592e-08,6.626240340204456e-07,6.61073783217018e-07,-2.872678599447717,49.787236023742295,49.70429145001564,-2.872678554148008,49.78723608497601,49.70429151396965,1.3309114683620049e-08,False,4.416523107764192e-05,-251.0560262756396,291.04293839263863,-251.0560261655161,291.0429383254806,0,7225344,0.0,5.441317141198799e-07,6.441732622021838e-07,8.115063914720779e-07,1.1254230521931458e-08,1.292421339458431e-08,1.6459331900843126e-08
conv3,baseline,best_validation,12,negative,post_T_free,Layer_2,8,2,10,10.0,0,24,36,3612672,4.9371496488138105e-08,2.47097121108345e-06,2.4704779256932725e-06,-0.8164205546958917,20.536654183023657,20.520419647535796,-0.8164205053243953,20.536654247257868,20.520419713785106,1.2032004770894203e-07,False,0.00020883127848553285,-120.1200323257859,154.78291084658906,-120.12003236839762,154.78291027901082,2,3612672,5.536068594104309e-07,1.6765570404802598e-06,2.341366471674651e-06,3.2397854823176005e-06,8.372463729693292e-08,1.132247261691195e-07,1.6123465723733315e-07
conv3,baseline,best_validation,12,negative,post_T_free,Layer_3,8,3,10,10.0,0,24,36,7225344,-1.471838267809267e-09,4.499292762541118e-05,4.4992927601337314e-05,-0.1978361080423668,1.4138493289948055,1.3999395699292563,-0.19783610951420505,1.4138492177165376,1.3999394573373338,3.1823000303292205e-05,False,0.0062558304073729865,-18.528442667754586,25.48232339076054,-18.52844503476742,25.482364311440406,16,7225344,2.2144274376417234e-06,3.140946454636567e-05,4.2192318262039205e-05,6.067589272659717e-05,2.196395235605775e-05,3.099041075232591e-05,4.369274244160239e-05
conv3,baseline,best_validation,12,negative,post_T_free,Layer_4,8,4,10,10.0,0,24,36,11520,-1.4493049697560359e-05,0.0020441662961333566,0.0020441149179432233,-0.16419469188352812,0.3508556614634592,0.31006418422358095,-0.1642091849332257,0.35084232501838436,0.31004141756847803,0.005826231469678741,False,0.024902444197083776,-1.5155954155385423,1.1346491489122397,-1.5146974308058303,1.1358396750175503,0,0,,0.0014584492651599117,0.001957848305355339,0.0027543968697822086,0.0034159002371190825,0.005931374063023715,0.008792139101246618
conv3,baseline,best_validation,12,negative,matched_zero_K,Layer_1,8,1,10,10.0,0,24,36,7225344,-2.280040099820819e-09,4.5797651291993387e-07,4.5797083728491444e-07,-2.8726785518679683,49.78723608862901,49.704291517760524,-2.872678554148008,49.78723608497601,49.70429151396965,9.198673172068933e-09,False,4.399500135932044e-05,-251.05602604997097,291.0429384008281,-251.0560261655161,291.0429383254806,0,7225344,0.0,3.075135960609596e-07,4.269635271749836e-07,6.041768837472485e-07,6.371498708789404e-09,8.558326346576052e-09,1.2374223778768978e-08
conv3,baseline,best_validation,12,negative,matched_zero_K,Layer_2,8,2,10,10.0,0,24,36,3612672,-1.9249649176464803e-08,2.4431612908693317e-06,2.4430854557728594e-06,-0.816420486074746,20.536654257134572,20.520419724435488,-0.8164205053243953,20.536654247257868,20.520419713785106,1.1896588705633785e-07,False,0.00020884093025685946,-120.12003201811989,154.78291096966115,-120.12003236839762,154.78291027901082,3,3612672,8.304102891156462e-07,1.630400327917426e-06,2.3128502976201737e-06,3.2294351983225984e-06,8.142532900769658e-08,1.1108502871595913e-07,1.6072013230444622e-07
conv3,baseline,best_validation,12,negative,matched_zero_K,Layer_3,8,3,10,10.0,0,24,36,7225344,-4.382490139349809e-08,4.4993504689430934e-05,4.4993483346100924e-05,-0.19783606568930368,1.4138493920855133,1.3999396396320638,-0.19783610951420505,1.4138492177165376,1.3999394573373338,3.182340703422647e-05,False,0.006255874984960608,-18.528442573403648,25.482333351510096,-18.52844503476742,25.482364311440406,16,7225344,2.2144274376417234e-06,3.1409559488921e-05,4.2192771856800715e-05,6.067746480844183e-05,2.1964007882004743e-05,3.0990813966468933e-05,4.369387577904238e-05
conv3,baseline,best_validation,12,negative,matched_zero_K,Layer_4,8,4,10,10.0,0,24,36,11520,-1.4555729016094654e-05,0.002044168155251292,0.0020441163317424676,-0.1641946292042096,0.3508556550605812,0.31006421017021885,-0.1642091849332257,0.35084232501838436,0.31004141756847803,0.005826236874814892,False,0.02490250696036249,-1.5155954685800392,1.1346495732714557,-1.5146974308058303,1.1358396750175503,0,0,,0.0014584505079546428,0.0019578524902673644,0.002754399285274372,0.0034159008304843535,0.0059313829723862035,0.008792148968038899
conv3,baseline,best_validation,12,positive,post_T_free,Layer_1,8,1,10,10.0,0,24,36,7225344,4.986615198494247e-08,6.769131480035166e-07,6.750739047143249e-07,-2.872678599447717,49.787236023742295,49.70429145001564,-2.872678549581565,49.78723609228544,49.7042915215552,1.3596118243654129e-08,False,4.382477163744625e-05,-251.0560262756396,291.04293839263863,-251.05602593442583,291.0429384761756,0,7225344,0.0,5.329722964447517e-07,6.75823367774516e-07,8.201766133525331e-07,1.0991145224672583e-08,1.3436034714892518e-08,1.6760591854282655e-08
conv3,baseline,best_validation,12,positive,post_T_free,Layer_2,8,2,10,10.0,0,24,36,3612672,8.791349396798084e-08,2.4818859925949787e-06,2.4803284657112464e-06,-0.8164205546958917,20.536654183023657,20.520419647535796,-0.8164204667823977,20.536654267012988,20.52041973508928,1.2085152578780803e-07,False,0.00020885010634341672,-120.1200323257859,154.78291084658906,-120.12003166784213,154.78291166031127,2,3612672,5.536068594104309e-07,1.683390001925206e-06,2.3548921314372812e-06,3.2576073541896263e-06,8.406956554439842e-08,1.1237544269173034e-07,1.6212252293555632e-07
conv3,baseline,best_validation,12,positive,post_T_free,Layer_3,8,3,10,10.0,0,24,36,7225344,8.629591492243798e-08,4.499440465937152e-05,4.499432190472861e-05,-0.1978361080423668,1.4138493289948055,1.3999395699292563,-0.1978360217464519,1.413849567891604,1.3999398233948535,3.1824044993083436e-05,False,0.00625591914621304,-18.528442667754586,25.48232339076054,-18.52844011203987,25.4823023915798,11,7225344,1.5224188633786849e-06,3.141144925300442e-05,4.219058522927429e-05,6.0678981258446674e-05,2.1965322460045127e-05,3.098918175373772e-05,4.3694976169835854e-05
conv3,baseline,best_validation,12,positive,post_T_free,Layer_4,8,4,10,10.0,0,24,36,11520,1.461867591202082e-05,0.0020441691126457328,0.002044116839960334,-0.16419469188352812,0.3508556614634592,0.31006418422358095,-0.1641800732076161,0.3508808937224829,0.31010047588004463,0.005826239497231622,False,0.024902569723641216,-1.5155954155385423,1.1346491489122397,-1.5164935063542484,1.1334594715253605,0,0,,0.0014584517558951882,0.0019578567529729414,0.002754399158790912,0.00341590140687988,0.005931375179704218,0.008792160618537857
conv3,baseline,best_validation,12,positive,matched_zero_K,Layer_1,8,1,10,10.0,0,24,36,7225344,2.286403225265732e-09,4.579710000755032e-07,4.579652926483054e-07,-2.8726785518679683,49.78723608862901,49.704291517760524,-2.872678549581565,49.78723609228544,49.7042915215552,9.198562444001586e-09,False,4.399500135576773e-05,-251.05602604997097,291.0429384008281,-251.05602593442583,291.0429384761756,0,7225344,0.0,3.0751844298429236e-07,4.2696352711076453e-07,6.041616972255228e-07,6.371599364933118e-09,8.558187383300813e-09,1.2373915232402117e-08
conv3,baseline,best_validation,12,positive,matched_zero_K,Layer_2,8,2,10,10.0,0,24,36,3612672,1.9292348303377926e-08,2.4431403595789452e-06,2.443064187020161e-06,-0.816420486074746,20.536654257134572,20.520419724435488,-0.8164204667823977,20.536654267012988,20.52041973508928,1.1896486784015374e-07,False,0.0002088404545720901,-120.12003201811989,154.78291096966115,-120.12003166784213,154.78291166031127,1,3612672,2.7680342970521543e-07,1.6304080628093657e-06,2.312850297605382e-06,3.229076382507074e-06,8.142571169590354e-08,1.1108502871470198e-07,1.6070231091013448e-07
conv3,baseline,best_validation,12,positive,matched_zero_K,Layer_3,8,3,10,10.0,0,24,36,7225344,4.3942851796749155e-08,4.4992515906310015e-05,4.4992494447466856e-05,-0.19783606568930368,1.4138493920855133,1.3999396396320638,-0.1978360217464519,1.413849567891604,1.3999398233948535,3.1822707678887456e-05,False,0.006255874568625419,-18.528442573403648,25.482333351510096,-18.52844011203987,25.4823023915798,11,7225344,1.5224188633786849e-06,3.140956024928339e-05,4.2189113969506235e-05,6.0676609310271075e-05,2.1964008423290618e-05,3.0988022324637726e-05,4.369326325541944e-05
conv3,baseline,best_validation,12,positive,matched_zero_K,Layer_4,8,4,10,10.0,0,24,36,11520,1.4555996593486525e-05,0.002044167250455233,0.0020441154250180876,-0.1641946292042096,0.3508556550605812,0.31006421017021885,-0.1641800732076161,0.3508808937224829,0.31010047588004463,0.005826234295987826,False,0.024902506960362503,-1.5155954685800392,1.1346495732714557,-1.5164935063542484,1.1334594715253605,0,0,,0.0014584505084654486,0.001957852565147705,0.0027543967410795797,0.003415900834331277,0.0059313669546952885,0.008792150740060926
conv3,baseline,best_validation,12,positive_minus_negative,negative_phase,Layer_1,8,1,10,10.0,0,24,36,7225344,4.566443325086552e-09,9.159466789454934e-07,9.159352958952055e-07,-2.872678554148008,49.78723608497601,49.70429151396965,-2.872678549581565,49.78723609228544,49.7042915215552,1.839721886513586e-08,False,8.799000271508817e-05,-251.0560261655161,291.0429383254806,-251.05602593442583,291.0429384761756,0,7225344,0.0,6.1503187635349e-07,8.539270542857481e-07,1.2083372300948625e-06,1.274309469523846e-08,1.7116460902022105e-08,2.4748111388490222e-08
conv3,baseline,best_validation,12,positive_minus_negative,negative_phase,Layer_2,8,2,10,10.0,0,24,36,3612672,3.854199747984273e-08,4.886295440265472e-06,4.886143432605045e-06,-0.8164205053243953,20.536654247257868,20.520419713785106,-0.8164204667823977,20.536654267012988,20.52041973508928,2.3793045261585922e-07,False,0.00041768138482894956,-120.12003236839762,154.78291027901082,-120.12003166784213,154.78291166031127,4,3612672,1.1072137188208617e-06,3.260806577674649e-06,4.625700595225555e-06,6.458497968113631e-06,1.6285095112763843e-07,2.2217005730455962e-07,3.2142176704183536e-07
conv3,baseline,best_validation,12,positive_minus_negative,negative_phase,Layer_3,8,3,10,10.0,0,24,36,7225344,8.776775319024725e-08,8.998565067920163e-05,8.998560787693108e-05,-0.19783610951420505,1.4138492177165376,1.3999394573373338,-0.1978360217464519,1.413849567891604,1.3999398233948535,6.36458609246427e-05,False,0.012511749553586027,-18.52844503476742,25.482364311440406,-18.52844011203987,25.4823023915798,27,7225344,3.736846301020408e-06,6.281911973811264e-05,8.438021596821098e-05,0.00012135352780767323,4.392802090559857e-05,6.197762378032167e-05,8.738679301073148e-05
conv3,baseline,best_validation,12,positive_minus_negative,negative_phase,Layer_4,8,4,10,10.0,0,24,36,11520,2.911172560958118e-05,0.00408833540565876,0.004088231756712798,-0.1642091849332257,0.35084232501838436,0.31004141756847803,-0.1641800732076161,0.3508808937224829,0.31010047588004463,0.011652913899269505,False,0.04980501392072499,-1.5146974308058303,1.1358396750175503,-1.5164935063542484,1.1334594715253605,0,0,,0.0029169010164200914,0.00391570505541504,0.005508796026280471,0.006831734655482357,0.011868449716674095,0.01758539794033758
conv3,legacy,reconstructed_initialization,12,zero,post_T_free,Layer_1,8,1,0.001,2.44140625e-07,0,0,36,7225344,1.125914129864328e-10,2.8450971368048325e-10,2.612832771156032e-10,-0.004508255343779121,6.826719202544491,6.826717713954741,-0.004508255231187714,6.826719202548934,6.826717713959258,4.167590686525371e-11,False,2.173857094334153e-09,-81.45423929616199,102.12705649644636,-81.45423929588289,102.12705649728518,0,7225344,0.0,2.1195155004580942e-10,2.81407171208938e-10,3.589901097456838e-10,3.207357402219908e-11,4.129752075434946e-11,5.108208242051755e-11
conv3,legacy,reconstructed_initialization,12,zero,post_T_free,Layer_2,8,2,0.001,2.44140625e-07,0,0,36,3612672,2.5726202379418374e-10,6.564482815883647e-10,6.039375774975736e-10,-0.011079912710518421,0.4142620918369567,0.4141138928694115,-0.011079912453256395,0.4142620919781583,0.4141138930175468,1.58462068947097e-09,False,4.074794834885154e-09,-2.6710456360331944,4.898807527672691,-2.6710456362820207,4.898807529566503,0,3612672,0.0,4.861536457276805e-10,6.493936205422042e-10,8.298351605999976e-10,1.2274958151599914e-09,1.5777850601074877e-09,1.9253023171323914e-09
conv3,legacy,reconstructed_initialization,12,zero,post_T_free,Layer_3,8,3,0.001,2.44140625e-07,0,0,36,7225344,2.121962523350898e-09,5.568270361660925e-09,5.148097694298912e-09,0.026430216439572,0.37155325014267865,0.3706120091828452,0.026430218561534522,0.37155325304300035,0.3706120119392049,1.4986466568446586e-08,False,3.743441401304892e-08,-0.8816748089847616,2.884160379250374,-0.8816748041856042,2.884160411763588,0,7225344,0.0,4.133190254093755e-09,5.506053381406464e-09,7.046436840817202e-09,1.2235319616227824e-08,1.4827364835045732e-08,1.747468765264458e-08
conv3,legacy,reconstructed_initialization,12,zero,post_T_free,Layer_4,8,4,0.001,2.44140625e-07,0,0,36,11520,8.492695501501916e-09,1.4738350810693877e-08,1.2045460046749977e-08,0.10794394583250176,0.38403381408870724,0.368551319250969,0.10794395432519727,0.3840338279186475,0.3685513311744906,3.837774245392228e-08,False,4.233340145098907e-08,-0.7556857135714147,1.170007497354509,-0.7556857318406571,1.1700075388223714,0,0,,1.0931231336101232e-08,1.458467695488074e-08,1.867259323728508e-08,3.339852011523862e-08,3.90389475046339e-08,4.272512838281081e-08
conv3,legacy,reconstructed_initialization,12,negative,post_T_free,Layer_1,8,1,0.001,2.44140625e-07,0,0,36,7225344,5.233086112809482e-11,3.120762362909488e-09,3.1203235740426027e-09,-0.004508255343779121,6.826719202544491,6.826717713954741,-0.004508255291448259,6.826719202543652,6.826717713953937,4.571394062533436e-10,False,2.2627468010405494e-08,-81.45423929616199,102.12705649644636,-81.45423929384755,102.12705649973374,0,7225344,0.0,2.8292649331186935e-09,3.1405599456762357e-09,3.3806586004795436e-09,4.130673156903295e-10,4.5976190257584886e-10,5.033916443825579e-10
conv3,legacy,reconstructed_initialization,12,negative,post_T_free,Layer_2,8,2,0.001,2.44140625e-07,0,0,36,3612672,-4.3834571736834773e-10,5.817725808840281e-08,5.81756066725281e-08,-0.011079912710518421,0.4142620918369567,0.4141138928694115,-0.011079913148864137,0.41426209097701755,0.41411389199743637,1.4043587196315307e-07,False,3.860447826686819e-07,-2.6710456360331944,4.898807527672691,-2.671045650932751,4.8988073981094225,0,3612672,0.0,5.590037525370892e-08,5.835544121688208e-08,6.005130702550157e-08,1.2990804675982623e-07,1.4053496222251124e-07,1.498627667938663e-07
conv3,legacy,reconstructed_initialization,12,negative,post_T_free,Layer_3,8,3,0.001,2.44140625e-07,0,0,36,7225344,-1.245071437207365e-08,1.22510081270574e-05,1.2251001800217732e-05,0.026430216439572,0.37155325014267865,0.3706120091828452,0.02643020398885763,0.3715532368664215,0.37061199676079365,3.297241545418575e-05,False,4.442651920177898e-05,-0.8816748089847616,2.884160379250374,-0.8816753532237449,2.884179854943041,47,7225344,6.504880598072562e-06,1.2160674985496355e-05,1.2251051718211323e-05,1.2336083099119476e-05,2.9871714531341666e-05,3.319062044106364e-05,3.6625958208540064e-05
conv3,legacy,reconstructed_initialization,12,negative,post_T_free,Layer_4,8,4,0.001,2.44140625e-07,0,0,36,11520,-2.6218765007373355e-05,0.046013868730496336,0.04601386126075174,0.10794394583250176,0.38403381408870724,0.368551319250969,0.10791772706749438,0.3867478405184832,0.3713861283493177,0.11981723234368023,False,0.15502645590063335,-0.7556857135714147,1.170007497354509,-0.880467441682536,1.2812795552934124,0,0,,0.045608462033482976,0.04602595711171153,0.04635869904443158,0.09039758786149353,0.12097568472451983,0.1597247155694322
conv3,legacy,reconstructed_initialization,12,negative,matched_zero_K,Layer_1,8,1,0.001,2.44140625e-07,0,0,36,7225344,-6.026055185833797e-11,3.1104959528420428e-09,3.109912175373519e-09,-0.004508255231187714,6.826719202548934,6.826717713959258,-0.004508255291448259,6.826719202543652,6.826717713953937,4.556355491640344e-10,False,2.1541025074789388e-08,-81.45423929588289,102.12705649728518,-81.45423929384755,102.12705649973374,0,7225344,0.0,2.8270985212768524e-09,3.121537515268809e-09,3.342634593598644e-09,4.1667830967718876e-10,4.5133681444921796e-10,5.050737470382062e-10
conv3,legacy,reconstructed_initialization,12,negative,matched_zero_K,Layer_2,8,2,0.001,2.44140625e-07,0,0,36,3612672,-6.956077411625314e-10,5.8177162952469614e-08,5.817300421216561e-08,-0.011079912453256395,0.4142620919781583,0.4141138930175468,-0.011079913148864137,0.41426209097701755,0.41411389199743637,1.4043564226373138e-07,False,3.8640388244637336e-07,-2.6710456362820207,4.898807529566503,-2.671045650932751,4.8988073981094225,0,3612672,0.0,5.590178672592981e-08,5.837487326707578e-08,6.003512298372955e-08,1.298828966629942e-07,1.4051793127569168e-07,1.4989349622874604e-07
conv3,legacy,reconstructed_initialization,12,negative,matched_zero_K,Layer_3,8,3,0.001,2.44140625e-07,0,0,36,7225344,-1.4572676895424547e-08,1.2251009242517738e-05,1.225100057535478e-05,0.026430218561534522,0.37155325304300035,0.3706120119392049,0.02643020398885763,0.3715532368664215,0.37061199676079365,3.29724181989598e-05,False,4.441992044207366e-05,-0.8816748041856042,2.884160411763588,-0.8816753532237449,2.884179854943041,47,7225344,6.504880598072562e-06,1.2160692558915873e-05,1.2251062348086373e-05,1.23360772220869e-05,2.9871733887411852e-05,3.319068721860425e-05,3.662596217834022e-05
conv3,legacy,reconstructed_initialization,12,negative,matched_zero_K,Layer_4,8,4,0.001,2.44140625e-07,0,0,36,11520,-2.6227257702874846e-05,0.04601386872979762,0.0460138612552131,0.10794395432519727,0.3840338279186475,0.3685513311744906,0.10791772706749438,0.3867478405184832,0.3713861283493177,0.11981722802696707,False,0.15502645662447712,-0.7556857318406571,1.1700075388223714,-0.880467441682536,1.2812795552934124,0,0,,0.04560846202381927,0.04602595709801755,0.0463586990231358,0.0903975844001131,0.12097568085811299,0.15972470990879228
conv3,legacy,reconstructed_initialization,12,positive,post_T_free,Layer_1,8,1,0.001,2.44140625e-07,0,0,36,7225344,1.7272119935718962e-10,3.1258715593910925e-09,3.121096024332272e-09,-0.004508255343779121,6.826719202544491,6.826717713954741,-0.004508255171057916,6.826719202554219,6.826717713964584,4.5788781794716283e-10,False,2.080348870947546e-08,-81.45423929616199,102.12705649644636,-81.45423929791822,102.12705649483667,0,7225344,0.0,2.8415075075640903e-09,3.1463563146824914e-09,3.3586359489085454e-09,4.2148292792509457e-10,4.50637667295057e-10,5.065811120443079e-10
conv3,legacy,reconstructed_initialization,12,positive,post_T_free,Layer_2,8,2,0.001,2.44140625e-07,0,0,36,3612672,9.516139825331372e-10,5.8181819637131125e-08,5.8174036881721594e-08,-0.011079912710518421,0.4142620918369567,0.4141138928694115,-0.011079911758904437,0.41426209297937566,0.41411389403770044,1.4044688322587344e-07,False,3.8676298214079807e-07,-2.6710456360331944,4.898807527672691,-2.671045621631291,4.898807661023585,0,3612672,0.0,5.5914573758180946e-08,5.838921391198895e-08,6.002681738644071e-08,1.29861631696339e-07,1.40519515647579e-07,1.4991951665535384e-07
conv3,legacy,reconstructed_initialization,12,positive,post_T_free,Layer_3,8,3,0.001,2.44140625e-07,0,0,36,7225344,1.668887842039958e-08,1.2250986412665323e-05,1.2250975045466682e-05,0.026430216439572,0.37155325014267865,0.3706120091828452,0.026430233128450418,0.3715532696247899,0.37061202752426636,3.297235701197842e-05,False,4.44133216822018e-05,-0.8816748089847616,2.884160379250374,-0.8816742551474632,2.884140968710424,51,7225344,7.058487457482993e-06,1.2160834436816267e-05,1.2251065837568816e-05,1.2336114718124808e-05,2.9871582003561134e-05,3.319052303107297e-05,3.662581877920029e-05
conv3,legacy,reconstructed_initialization,12,positive,post_T_free,Layer_4,8,4,0.001,2.44140625e-07,0,0,36,11520,2.623571462756233e-05,0.046013868691348485,0.04601386121194284,0.10794394583250176,0.38403381408870724,0.368551319250969,0.10797018154712933,0.3868134203439993,0.37143917679063343,0.11981723224174168,False,0.15502645734832068,-0.7556857135714147,1.170007497354509,-0.8857525523095384,1.2901280184889616,0,0,,0.04560846191388932,0.04602595741406387,0.0463586988392012,0.09039758775441739,0.12097568464048293,0.15972471538049035
conv3,legacy,reconstructed_initialization,12,positive,matched_zero_K,Layer_1,8,1,0.001,2.44140625e-07,0,0,36,7225344,6.012978637075682e-11,3.1101484437792374e-09,3.109567132437153e-09,-0.004508255231187714,6.826719202548934,6.826717713959258,-0.004508255171057916,6.826719202554219,6.826717713964584,4.5558464490790564e-10,False,2.0939508904582738e-08,-81.45423929588289,102.12705649728518,-81.45423929791822,102.12705649483667,0,7225344,0.0,2.827436291060361e-09,3.1213918119653134e-09,3.3401284836863535e-09,4.166803910062029e-10,4.512693568107368e-10,5.050164061217808e-10
conv3,legacy,reconstructed_initialization,12,positive,matched_zero_K,Layer_2,8,2,0.001,2.44140625e-07,0,0,36,3612672,6.943519587389536e-10,5.817448070574395e-08,5.817033677692068e-08,-0.011079912453256395,0.4142620919781583,0.4141138930175468,-0.011079911758904437,0.41426209297937566,0.41411389403770044,1.4042916750589664e-07,False,3.8640388236310663e-07,-2.6710456362820207,4.898807529566503,-2.671045621631291,4.898807661023585,0,3612672,0.0,5.5903681300819374e-08,5.837154676151967e-08,6.003589097140008e-08,1.2984017030030773e-07,1.4052186119825051e-07,1.4987751891127014e-07
conv3,legacy,reconstructed_initialization,12,positive,matched_zero_K,Layer_3,8,3,0.001,2.44140625e-07,0,0,36,7225344,1.4566915897048681e-08,1.2250982762312647e-05,1.2250974101982374e-05,0.026430218561534522,0.37155325304300035,0.3706120119392049,0.026430233128450418,0.3715532696247899,0.37061202752426636,3.297234693002358e-05,False,4.4419920441907124e-05,-0.8816748041856042,2.884160411763588,-0.8816742551474632,2.884140968710424,51,7225344,7.058487457482993e-06,1.2160815167899137e-05,1.2251053535344826e-05,1.2336118013784146e-05,2.987155398677651e-05,3.3190450238507134e-05,3.662580991679494e-05
conv3,legacy,reconstructed_initialization,12,positive,matched_zero_K,Layer_4,8,4,0.001,2.44140625e-07,0,0,36,11520,2.62272219320608e-05,0.04601386869204245,0.0460138612174783,0.10794395432519727,0.3840338279186475,0.3685513311744906,0.10797018154712933,0.3868134203439993,0.37143917679063343,0.11981722792865497,False,0.15502645662447692,-0.7556857318406571,1.1700075388223714,-0.8857525523095384,1.2901280184889616,0,0,,0.04560846192354809,0.046025957427753686,0.046358698860491085,0.09039758429547508,0.12097568078876147,0.15972470970351518
conv3,legacy,reconstructed_initialization,12,positive_minus_negative,negative_phase,Layer_1,8,1,0.001,2.44140625e-07,0,0,36,7225344,1.203903382290948e-10,6.220625619384963e-09,6.219460528294206e-09,-0.004508255291448259,6.826719202543652,6.826717713953937,-0.004508255171057916,6.826719202554219,6.826717713964584,9.112174435220865e-10,False,4.2480533979372126e-08,-81.45423929384755,102.12705649973374,-81.45423929791822,102.12705649483667,0,7225344,0.0,5.654499133016813e-09,6.242508814720725e-09,6.682825517515271e-09,8.333525160396627e-10,9.02605233664988e-10,1.0100880056771032e-09
