architecture,scheme,beta,anchor,factor,checkpoint_role,layerwise_cosine,whole_gradient_cosine,layerwise_norm_delta,whole_gradient_norm_delta,residual_passed,state,result_directory
conv1,ours,600.0,30,20,best_validation,0.9800913028740805,0.9992250911997369,0.052018852533038916,0.004055715496230143,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta600
conv1,ours,900.0,30,30,reconstructed_initialization,0.9836916985034805,0.9988160828158771,0.03450005631045747,0.004375070229961251,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta900
conv1,ours,900.0,30,30,best_validation,0.9701769363580975,0.9984503452594524,0.06513973926084268,0.005631710507405766,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta900
conv1,ours,1500.0,30,50,reconstructed_initialization,0.9749320873001853,0.9945703509405514,0.05196428742423741,0.01711770258689991,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta1500
conv1,ours,1500.0,30,50,best_validation,0.9513372625935277,0.9957292618847348,0.08459003747481762,0.010307757470897943,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta1500
conv1,ours,2250.0,30,75,reconstructed_initialization,0.9627997698859883,0.9829163238313114,0.0762374983857529,0.048393736809572555,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta2250
conv1,ours,2250.0,30,75,best_validation,0.9227614848783401,0.9896718394157714,0.09584097551494881,0.024791652048538403,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta2250
conv1,ours,3000.0,30,100,reconstructed_initialization,0.9512251752091558,0.9643732218703809,0.0982909814652389,0.09360047531858262,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta3000
conv1,ours,3000.0,30,100,best_validation,0.8958061746544738,0.9806488479617771,0.10633909771297954,0.044445532188964104,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta3000
conv1,ours,9000.0,30,300,reconstructed_initialization,0.7561394958842493,0.7561430432091217,0.5783368845481776,0.5778460437959758,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta9000
conv1,ours,9000.0,30,300,best_validation,0.7573207336253949,0.826174776975788,0.3260364817734935,0.3217128172244941,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta9000
conv1,ours,30000.0,30,1000,reconstructed_initialization,0.464907221515024,0.46476368886003405,1.3615228720000585,1.3611608241807276,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta30000
conv1,ours,30000.0,30,1000,best_validation,0.3964688114431687,0.39881425919160207,1.1055407337124024,1.0993237082278118,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta30000
conv1,legacy,0.03,3,0.01,reconstructed_initialization,0.9999927279297663,0.9999999816154314,0.0002657660649579792,4.81880420166295e-07,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p03
conv1,legacy,0.03,3,0.01,best_validation,0.9999939365196896,0.9999998279245069,0.0015561268017634067,3.6620790015824106e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p03
conv1,legacy,0.09,3,0.03,reconstructed_initialization,0.99999243534455,0.999999980875764,0.0003447635099983915,5.986109254315586e-07,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p09
conv1,legacy,0.09,3,0.03,best_validation,0.9999823924397658,0.9999995073291283,0.0026267118005768204,6.16230083702381e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p09
conv1,legacy,0.3,3,0.1,reconstructed_initialization,0.9999881149614208,0.9999999728762147,0.0003264130118428382,5.44733614721344e-07,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p3
conv1,legacy,0.3,3,0.1,best_validation,0.9999521872940449,0.9999987287601609,0.00334792758386448,9.741406893171598e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p3
conv1,legacy,0.9,3,0.3,reconstructed_initialization,0.9999826483231019,0.9999999603825883,0.00038619865211518106,9.178713344228492e-07,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p9
conv1,legacy,0.9,3,0.3,best_validation,0.9995032086139497,0.9999839624413964,0.010296063531366235,0.00030519629196488205,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta0p9
conv1,legacy,3.0,3,1,reconstructed_initialization,0.9999481639089474,0.9999998819621012,0.0009112989038118978,2.6803222106527916e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta3
conv1,legacy,3.0,3,1,best_validation,0.9987270571941541,0.9999591511909208,0.016483672511936158,0.0004905798978497533,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta3
conv1,legacy,6.0,3,2,reconstructed_initialization,0.9998894398599452,0.9999997480368304,0.0016412336785333024,4.752804394224671e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta6
conv1,legacy,6.0,3,2,best_validation,0.998044155305084,0.9999632395176891,0.014521185969491418,0.00036238302721016904,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta6
conv1,legacy,9.0,3,3,reconstructed_initialization,0.9998451501659791,0.9999996645140562,0.0019329595752242406,5.6911739994388334e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta9
conv1,legacy,9.0,3,3,best_validation,0.9962909544808108,0.9999307405297184,0.01581433700686501,0.00035427884444454605,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta9
conv1,legacy,15.0,3,5,reconstructed_initialization,0.9997521528081519,0.9999993673983836,0.002230750382992763,6.637634101278638e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta15
conv1,legacy,15.0,3,5,best_validation,0.994398996668783,0.9998958882788345,0.018508082385072126,0.0003836639810239466,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta15
conv1,legacy,22.5,3,7.5,reconstructed_initialization,0.9996679725399871,0.9999991465157713,0.0026754111880849044,7.483603070864479e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta22p5
conv1,legacy,22.5,3,7.5,best_validation,0.9934702279404461,0.9998787873271712,0.022205874364629778,0.0004888477401484742,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta22p5
conv1,legacy,30.0,3,10,reconstructed_initialization,0.999610805211295,0.9999989859889095,0.003042130244913558,9.204284362595046e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta30
conv1,legacy,30.0,3,10,best_validation,0.993146792425314,0.9998726452037382,0.02934487759374101,0.0005921511067516551,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta30
conv1,legacy,60.0,3,20,reconstructed_initialization,0.9993953377207995,0.9999982198819515,0.0041261461131696705,2.0348730819186088e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta60
conv1,legacy,60.0,3,20,best_validation,0.9908124155293321,0.9998292608441592,0.04549405715050451,0.0009086778453961232,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta60
conv1,legacy,90.0,3,30,reconstructed_initialization,0.9991218412724601,0.999997066308,0.004800182753741708,3.445364579697966e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta90
conv1,legacy,90.0,3,30,best_validation,0.9897603708412216,0.999805209084593,0.05380730607884271,0.0010944832636970681,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta90
conv1,legacy,150.0,3,50,reconstructed_initialization,0.9985098664014455,0.9999928930872705,0.006961777167723073,6.831935442497119e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta150
conv1,legacy,150.0,3,50,best_validation,0.984390775398901,0.9997286131732261,0.06597224770581571,0.0016199002808540506,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta150
conv1,legacy,225.0,3,75,reconstructed_initialization,0.9977968571828406,0.999982941964694,0.00939167984866666,0.00014324603588194493,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta225
conv1,legacy,225.0,3,75,best_validation,0.9775102637648461,0.9995943035828964,0.07349880758439428,0.0019980093843365823,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta225
conv1,legacy,300.0,3,100,reconstructed_initialization,0.99650394574564,0.9999598795838245,0.01260946193886082,0.0002879657054897559,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta300
conv1,legacy,300.0,3,100,best_validation,0.9720871776457733,0.9994640841662018,0.07894927852551571,0.0021998161008265032,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta300
conv1,legacy,900.0,3,300,reconstructed_initialization,0.9849904170346948,0.9987308223202375,0.03406413139726332,0.004699204700472487,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta900
conv1,legacy,900.0,3,300,best_validation,0.9354948057922337,0.9957895697846538,0.11281892170787744,0.008216787610846755,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta900
conv1,legacy,3000.0,3,1000,reconstructed_initialization,0.9523401197593862,0.9626001469374765,0.09977762119980638,0.09956526759399519,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta3000
conv1,legacy,3000.0,3,1000,best_validation,0.8178425438303681,0.9377599101573958,0.15523597001546371,0.09922519241388729,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_legacy_beta3000
