architecture,scheme,beta,anchor,factor,checkpoint_role,layerwise_cosine,whole_gradient_cosine,layerwise_norm_delta,whole_gradient_norm_delta,residual_passed,state,result_directory
conv2,baseline,5000.0,100,50,best_validation,0.9487794969367073,0.9749541130714826,0.10761406825889046,0.046763963046945176,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta5000
conv2,baseline,7500.0,100,75,reconstructed_initialization,0.5368264479237526,0.6876976106976431,0.8158737418125462,0.8044401455679618,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta7500
conv2,baseline,7500.0,100,75,best_validation,0.9210030798671214,0.9564084524509358,0.1251564510078772,0.04972995908221028,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta7500
conv2,baseline,10000.0,100,100,reconstructed_initialization,0.4484618852345424,0.6293678313006837,1.0192075247081096,1.008517684107497,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta10000
conv2,baseline,10000.0,100,100,best_validation,0.8895887199345615,0.9335302995678627,0.12969913824606671,0.05184527581412083,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta10000
conv2,baseline,30000.0,100,300,reconstructed_initialization,0.2060589623092259,0.47732441743082593,1.597413057796792,1.5918778033425351,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta30000
conv2,baseline,30000.0,100,300,best_validation,0.632576985832551,0.6489902077206435,0.5267082947391246,0.38954579972402326,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta30000
conv2,baseline,100000.0,100,1000,reconstructed_initialization,0.14990728565745623,0.41940830597032813,1.869660520878487,1.8677194388658056,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta100000
conv2,baseline,100000.0,100,1000,best_validation,0.25056107837908387,0.24281300673835018,1.3548853059582249,1.2322984718185033,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_baseline_beta100000
conv2,ours,0.1,10,0.01,reconstructed_initialization,0.999928801868249,0.9999982237315146,0.004596867896003354,2.7571273989574743e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta0p1
conv2,ours,0.1,10,0.01,best_validation,0.9999333363859101,0.9999916232249806,0.0011162851929530785,5.324253500070837e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta0p1
conv2,ours,0.3,10,0.03,reconstructed_initialization,0.9997234336014678,0.9999964878495119,0.008808553590076564,6.35741802497632e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta0p3
conv2,ours,0.3,10,0.03,best_validation,0.9990076190940329,0.9998750364675953,0.004314518326100984,0.0002675335721996922,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta0p3
conv2,ours,1.0,10,0.1,reconstructed_initialization,0.9989772105118679,0.9999931173459629,0.015993964604206646,9.231570376770855e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta1
conv2,ours,1.0,10,0.1,best_validation,0.998226185539822,0.999777557661954,0.0063684494710318455,0.00041193728845134655,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta1
conv2,ours,3.0,10,0.3,reconstructed_initialization,0.9962008821619851,0.9999820771224269,0.03182574361055358,0.00016174099671127092,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta3
conv2,ours,3.0,10,0.3,best_validation,0.9978667293291834,0.9997323968376886,0.008726698454539144,0.000618779538716019,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta3
conv2,ours,10.0,10,1,reconstructed_initialization,0.9919642906368703,0.9999344617214282,0.05349493467483107,0.00025053500578323075,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta10
conv2,ours,10.0,10,1,best_validation,0.9962791995595096,0.9994775215745553,0.019913498630095203,0.0013186913781643634,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta10
conv2,ours,20.0,10,2,reconstructed_initialization,0.9774593713685961,0.9998224562963615,0.09592053367066887,0.000622818385822936,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta20
conv2,ours,20.0,10,2,best_validation,0.9933637357222534,0.9990635498577602,0.05230594211326438,0.002136254437832402,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta20
conv2,ours,30.0,10,3,reconstructed_initialization,0.9610444888939575,0.9996135764610518,0.12272410376341163,0.0012627293838724828,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta30
conv2,ours,30.0,10,3,best_validation,0.9908668905777185,0.9987127107768794,0.0657442670292464,0.002507775752748663,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta30
conv2,ours,50.0,10,5,reconstructed_initialization,0.9290876959546426,0.9986510086406779,0.173501899663429,0.004051764173138151,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta50
conv2,ours,50.0,10,5,best_validation,0.9865799947737097,0.9981106914817034,0.09623073375912052,0.0025759801713342713,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta50
conv2,ours,75.0,10,7.5,reconstructed_initialization,0.8821279961384865,0.9957788788127089,0.17849719719155957,0.012036976115058998,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta75
conv2,ours,75.0,10,7.5,best_validation,0.9814889521045465,0.9973912054937024,0.12221078624940611,0.0040534137818577665,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta75
conv2,ours,100.0,10,10,reconstructed_initialization,0.8530649780546985,0.9902584929993835,0.1600865852193533,0.02661924226889683,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta100
conv2,ours,100.0,10,10,best_validation,0.976663505201289,0.9967067290195757,0.12639240007390998,0.005414340724485057,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta100
conv2,ours,200.0,10,20,reconstructed_initialization,0.7626598597199177,0.9387147520965515,0.28092054536632544,0.14591710427569923,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta200
conv2,ours,200.0,10,20,best_validation,0.9601291539607328,0.9942384555326093,0.1157203895867227,0.007612313954836733,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta200
conv2,ours,300.0,10,30,reconstructed_initialization,0.655850993039035,0.8647598127932394,0.427320794772051,0.31337222507664597,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta300
conv2,ours,300.0,10,30,best_validation,0.9453660376281977,0.9916585524444713,0.12825673105647428,0.008268908298380104,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta300
conv2,ours,500.0,10,50,reconstructed_initialization,0.5296668130612942,0.7400505068445712,0.6447961375236992,0.633626716918342,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta500
conv2,ours,500.0,10,50,best_validation,0.91971730706637,0.9805801057456314,0.14811497164568507,0.008534309638078996,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta500
conv2,ours,750.0,10,75,reconstructed_initialization,0.4631512609065663,0.647518701706349,0.9352777021265847,0.924456391238647,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta750
conv2,ours,750.0,10,75,best_validation,0.8932732468959868,0.9568860417372568,0.16501310049891174,0.030536616926830035,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta750
conv2,ours,1000.0,10,100,reconstructed_initialization,0.424530067897285,0.5917339822061493,1.1302023366276097,1.120425072292335,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta1000
conv2,ours,1000.0,10,100,best_validation,0.8285009028763906,0.9249004654718297,0.219926528109947,0.07057404075068606,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta1000
conv2,ours,3000.0,10,300,reconstructed_initialization,0.2162594191655576,0.45891610018500845,1.6536682507921647,1.648934835024558,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta3000
conv2,ours,3000.0,10,300,best_validation,0.5373942408173401,0.6017190730827514,0.649831833875094,0.5954291921327707,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta3000
conv2,ours,10000.0,10,1000,reconstructed_initialization,0.1631289419117728,0.40919387894996506,1.8891679016904401,1.887547257050452,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta10000
conv2,ours,10000.0,10,1000,best_validation,0.09777447959654285,0.24470791061600614,1.4701913778277422,1.4343818395725514,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_ours_beta10000
conv2,legacy,0.0003,0.03,0.01,reconstructed_initialization,0.9999980891674393,0.9999999613069519,0.0008924408937244014,7.489889105996087e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p0003
conv2,legacy,0.0003,0.03,0.01,best_validation,0.9999984303161228,0.9999998029222401,0.00034660193879589105,1.7953535540771385e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p0003
conv2,legacy,0.0009,0.03,0.03,reconstructed_initialization,0.9999941514829996,0.9999998428730731,0.0012029178145593607,7.490514795124899e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p0009
conv2,legacy,0.0009,0.03,0.03,best_validation,0.9999968527124127,0.9999996048600479,0.00048770054799337305,2.3967545846089757e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p0009
conv2,legacy,0.003,0.03,0.1,reconstructed_initialization,0.9999893987424743,0.9999997165861801,0.0016464650575307054,7.489395099907688e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p003
conv2,legacy,0.003,0.03,0.1,best_validation,0.9999647559639329,0.9999957135316639,0.0010718866600855634,9.057228315491126e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p003
conv2,legacy,0.009,0.03,0.3,reconstructed_initialization,0.9999496536226165,0.9999994906440691,0.003157486476097812,7.6274536781283316e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p009
conv2,legacy,0.009,0.03,0.3,best_validation,0.9999406321837176,0.999992779626729,0.0013932423006080578,6.321436755720151e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p009
conv2,legacy,0.03,0.03,1,reconstructed_initialization,0.99988306225001,0.9999990004963281,0.005051517145770865,1.229287432519309e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p03
conv2,legacy,0.03,0.03,1,best_validation,0.9999307053179113,0.9999915727611631,0.0018214099674778883,8.072783096128774e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p03
conv2,legacy,0.06,0.03,2,reconstructed_initialization,0.9998118035344828,0.9999986981574649,0.005132495429664965,1.6479467013020384e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p06
conv2,legacy,0.06,0.03,2,best_validation,0.999927296038388,0.9999911538083951,0.0025377540854815755,8.438510776636385e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p06
conv2,legacy,0.09,0.03,3,reconstructed_initialization,0.9997326582034405,0.999998399091148,0.00558855860503044,1.8314690625198205e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p09
conv2,legacy,0.09,0.03,3,best_validation,0.9999151127666045,0.999989398411239,0.004984114113831121,8.559789906131325e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p09
conv2,legacy,0.15,0.03,5,reconstructed_initialization,0.999624150867968,0.9999978834723827,0.006951910656156707,3.0470520111386588e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p15
conv2,legacy,0.15,0.03,5,best_validation,0.9995348955657284,0.9999418497799499,0.012036818619591294,0.00014608142065055405,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p15
conv2,legacy,0.225,0.03,7.5,reconstructed_initialization,0.9995134844814879,0.9999968957157117,0.010574251019050605,3.1336757638762464e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p225
conv2,legacy,0.225,0.03,7.5,best_validation,0.9992303300247898,0.9999037105713683,0.01565143179642285,0.00021087115413619855,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p225
conv2,legacy,0.3,0.03,10,reconstructed_initialization,0.9994356483589257,0.9999961180728045,0.012777187953762184,3.589104238088207e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p3
conv2,legacy,0.3,0.03,10,best_validation,0.9990492900333211,0.9998810230907386,0.017400535166388405,0.00024679159371271436,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p3
conv2,legacy,0.6,0.03,20,reconstructed_initialization,0.9991489399973589,0.9999931281112269,0.015069105784027618,6.420939074662383e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p6
conv2,legacy,0.6,0.03,20,best_validation,0.9987968244798741,0.9998493312254557,0.026864761499382966,0.0005286343495332407,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p6
conv2,legacy,0.9,0.03,30,reconstructed_initialization,0.9987330639000618,0.999988933091518,0.01929921074599848,8.451158196990933e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p9
conv2,legacy,0.9,0.03,30,best_validation,0.99864182473412,0.9998050566430408,0.028916985576400513,0.0007887466597995349,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta0p9
conv2,legacy,1.5,0.03,50,reconstructed_initialization,0.9979976608799433,0.9999818746682849,0.028486616216075202,0.00010821337649803093,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta1p5
conv2,legacy,1.5,0.03,50,best_validation,0.9977708352162538,0.9996807390290581,0.02742507682339866,0.0009567589226854924,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta1p5
conv2,legacy,2.25,0.03,75,reconstructed_initialization,0.996356401331337,0.9999741635418499,0.030784858817457027,0.00011784807012545116,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta2p25
conv2,legacy,2.25,0.03,75,best_validation,0.9966083088247245,0.9995743281769954,0.04830074377711316,0.0009668560332418112,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta2p25
conv2,legacy,3.0,0.03,100,reconstructed_initialization,0.9939832828682029,0.9999635263138363,0.03037456236771965,0.00015895283672911302,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta3
conv2,legacy,3.0,0.03,100,best_validation,0.9936167446855392,0.9991947574102669,0.0725117383316854,0.0011561056721806342,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta3
conv2,legacy,9.0,0.03,300,reconstructed_initialization,0.9879679011145034,0.9998965601704998,0.07292402261098013,0.0002652755823125883,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta9
conv2,legacy,9.0,0.03,300,best_validation,0.9830576592455187,0.9978543324453403,0.10963388698852473,0.0024497142998596093,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta9
conv2,legacy,30.0,0.03,1000,reconstructed_initialization,0.9549346039777359,0.9991414081993563,0.1228255370032034,0.0021472391433692774,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta30
conv2,legacy,30.0,0.03,1000,best_validation,0.9728637965517674,0.9962374596797876,0.1279255137636289,0.006430816761749815,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv2_legacy_beta30
conv1,baseline,1.0,100,0.01,reconstructed_initialization,0.9999899647424414,0.9999999777366676,0.0005442007308581806,8.593165121058686e-07,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta1
conv1,baseline,1.0,100,0.01,best_validation,0.9999517993955253,0.999998976335491,0.001285131071463613,5.419463026607199e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta1
conv1,baseline,3.0,100,0.03,reconstructed_initialization,0.9999848328663103,0.9999999707316642,0.0006957811755868238,1.5256555101250242e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta3
conv1,baseline,3.0,100,0.03,best_validation,0.999840409228532,0.9999931614296914,0.0033199478766297976,0.0001398552608733997,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta3
conv1,baseline,10.0,100,0.1,reconstructed_initialization,0.9999683786150649,0.9999999452108549,0.0009320261426233133,2.1657620644123e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta10
conv1,baseline,10.0,100,0.1,best_validation,0.9997746517892175,0.9999905125956065,0.0027013319806480063,0.00011970840246070648,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta10
conv1,baseline,30.0,100,0.3,reconstructed_initialization,0.9998972183741401,0.9999997997454078,0.0019712277213350038,4.537101766058186e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta30
conv1,baseline,30.0,100,0.3,best_validation,0.9994421654644879,0.9999776614362528,0.004203925175775336,0.00010892082728120545,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta30
conv1,baseline,100.0,100,1,reconstructed_initialization,0.9997107382460938,0.9999993417986511,0.003193783380884773,7.854135627777897e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta100
conv1,baseline,100.0,100,1,best_validation,0.9976162238183232,0.9999248126351354,0.01344189048562237,0.0004959339301709902,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta100
conv1,baseline,200.0,100,2,reconstructed_initialization,0.9994814157999954,0.9999987354549295,0.0043952392012233,1.4465452554875423e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta200
conv1,baseline,200.0,100,2,best_validation,0.9945161944061491,0.9998661023681199,0.016226906123374837,0.0006456281004438548,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta200
conv1,baseline,300.0,100,3,reconstructed_initialization,0.9992843914086615,0.9999980066153735,0.005865026316683501,2.6006664209256245e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta300
conv1,baseline,300.0,100,3,best_validation,0.9922382620274695,0.9998102206347224,0.028337776370339535,0.0007831200408171823,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta300
conv1,baseline,500.0,100,5,reconstructed_initialization,0.9987532851225476,0.9999960627875567,0.008357163918660003,4.7647914591068644e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta500
conv1,baseline,500.0,100,5,best_validation,0.987676120304399,0.999706499608317,0.04741333806212631,0.0016017620384883482,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta500
conv1,baseline,750.0,100,7.5,reconstructed_initialization,0.9980849293117167,0.9999910543582653,0.010814874692016347,8.306821478251858e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta750
conv1,baseline,750.0,100,7.5,best_validation,0.9820808645213024,0.9995184364002726,0.052657835940378754,0.0023937112753747354,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta750
conv1,baseline,1000.0,100,10,reconstructed_initialization,0.9973960007966259,0.9999814497563396,0.012459477232777846,0.00013679866987169066,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta1000
conv1,baseline,1000.0,100,10,best_validation,0.9767487567974845,0.9993371904795519,0.05927179732752037,0.0031119565716427725,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta1000
conv1,baseline,2000.0,100,20,reconstructed_initialization,0.9925009520013454,0.9998360354331177,0.024823984344527088,0.0007743256197540957,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta2000
conv1,baseline,2000.0,100,20,best_validation,0.9462957411187086,0.9984581039449083,0.0871704130330649,0.005339278489720007,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta2000
conv1,baseline,3000.0,100,30,reconstructed_initialization,0.9864352313637318,0.9994054949556034,0.034656047959900904,0.0022055636603536023,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta3000
conv1,baseline,3000.0,100,30,best_validation,0.9148446870184035,0.9973031830686816,0.08865945721125058,0.006750654487217807,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta3000
conv1,baseline,5000.0,100,50,reconstructed_initialization,0.9774409065246222,0.9971961697707798,0.05124498745163978,0.008360874115083135,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta5000
conv1,baseline,5000.0,100,50,best_validation,0.8621741417896389,0.9942680350997355,0.105063945550498,0.007987820790099544,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta5000
conv1,baseline,7500.0,100,75,reconstructed_initialization,0.9677088743052886,0.9907272193739795,0.06880298516898849,0.025845445194584378,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta7500
conv1,baseline,7500.0,100,75,best_validation,0.8175828831923199,0.9881447409010116,0.12373654116179264,0.0165426061415242,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta7500
conv1,baseline,10000.0,100,100,reconstructed_initialization,0.9569124467712854,0.9793357875961708,0.09466684873778984,0.053984617977594386,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta10000
conv1,baseline,10000.0,100,100,best_validation,0.7801346877457958,0.978688533481419,0.1330225871175949,0.02811415507679503,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta10000
conv1,baseline,30000.0,100,300,reconstructed_initialization,0.8107081992104912,0.8107016310812954,0.43610707184716857,0.43566312966009746,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta30000
conv1,baseline,30000.0,100,300,best_validation,0.5699269127818364,0.824733780192272,0.2827832912758881,0.23960791037952509,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta30000
conv1,baseline,100000.0,100,1000,reconstructed_initialization,0.5355263498567451,0.5354088370204768,1.2379374860905807,1.2375325441999014,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta100000
conv1,baseline,100000.0,100,1000,best_validation,0.21667956500883484,0.4219096692387109,1.0115642489585628,0.9864105193577961,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_baseline_beta100000
conv1,ours,0.3,30,0.01,reconstructed_initialization,0.9999844083762711,0.9999999686135657,0.0002207378497714602,7.99338601732133e-07,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta0p3
conv1,ours,0.3,30,0.01,best_validation,0.9999414559455992,0.9999980588498956,0.0020938702634484252,6.33977426562657e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta0p3
conv1,ours,0.9,30,0.03,reconstructed_initialization,0.9999781862491693,0.9999999560984555,0.00047081587041388043,1.364859671400863e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta0p9
conv1,ours,0.9,30,0.03,best_validation,0.9998794202208816,0.9999959925160633,0.0030681093991019527,9.497655055486193e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta0p9
conv1,ours,3.0,30,0.1,reconstructed_initialization,0.9999578698830514,0.9999999151698133,0.0011771453908881175,4.015672424299685e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta3
conv1,ours,3.0,30,0.1,best_validation,0.9998406755210029,0.9999947071946332,0.003481738420494209,0.00010477040668357671,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta3
conv1,ours,9.0,30,0.3,reconstructed_initialization,0.9998680528132101,0.9999997335197026,0.0020656443004605754,7.6257887991121595e-06,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta9
conv1,ours,9.0,30,0.3,best_validation,0.9996637748940973,0.9999888942898078,0.0028187158173936374,8.572385452830754e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta9
conv1,ours,30.0,30,1,reconstructed_initialization,0.9996054143352089,0.9999991125273047,0.0028950017826307444,1.2300016793311398e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta30
conv1,ours,30.0,30,1,best_validation,0.999077376216964,0.999972466866327,0.009255352861702003,0.0002727757397496115,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta30
conv1,ours,60.0,30,2,reconstructed_initialization,0.9992843138514065,0.9999984200236762,0.0037951789235615885,3.7421206328237955e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta60
conv1,ours,60.0,30,2,best_validation,0.9982148093946785,0.9999491084786306,0.0117941190594157,0.000503543418674723,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta60
conv1,ours,90.0,30,3,reconstructed_initialization,0.9989543003983986,0.9999971951449868,0.005112389985147771,6.054645904592114e-05,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta90
conv1,ours,90.0,30,3,best_validation,0.9974123972310568,0.9999223053629902,0.01448412823510862,0.0006873980837784048,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta90
conv1,ours,150.0,30,5,reconstructed_initialization,0.9982760985683221,0.999993132432967,0.006904627856683313,0.00010135025127702631,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta150
conv1,ours,150.0,30,5,best_validation,0.9953736710869414,0.9998651748947244,0.02328601014620746,0.0010468518941719877,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta150
conv1,ours,225.0,30,7.5,reconstructed_initialization,0.9971960800381554,0.9999836336537559,0.009924323823828754,0.0001574032556754295,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta225
conv1,ours,225.0,30,7.5,best_validation,0.9929064339059865,0.9998012746116378,0.03183211699274452,0.0015359238594009727,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta225
conv1,ours,300.0,30,10,reconstructed_initialization,0.9959300785302369,0.9999627645463525,0.013426395134497466,0.0002790733290505688,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta300
conv1,ours,300.0,30,10,best_validation,0.9907916643029986,0.9997129212527833,0.03898480900511353,0.0020361713085327074,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta300
conv1,ours,600.0,30,20,reconstructed_initialization,0.9900726431456227,0.9996609970806314,0.024690364533130435,0.0015803050827251277,True,complete,results/eqprop-beta-rule-comparison-20260918-v1/production/conv1_ours_beta600
