architecture,scheme,checkpoint_role,phase,reference_kind,state_layer_name,layer_index,layer_type,state_shape,T,K,injected_beta,base_beta,model_seed,source_checkpoint_epoch,batch_count,element_count,delta_mean,delta_rms,delta_std,reference_mean,reference_rms,reference_std,current_mean,current_rms,current_std,relative_displacement,reference_norm_zero,max_abs_delta,reference_min,reference_max,current_min,current_max,active_set_transition_count,constrained_element_count,active_set_transition_fraction,batch_p05_delta_rms,batch_median_delta_rms,batch_p95_delta_rms,batch_p05_relative,batch_median_relative,batch_p95_relative,half_span_rms
conv3,ours,reconstructed_initialization,negative,matched_zero_K,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,0,36,7225344,-3.351380917029174e-06,0.0022582458395233413,0.0022582433526904117,0.0033769274776862448,0.038949531161194095,0.03880286508090965,0.003373576096769215,0.039009561495807615,0.038863413030953725,0.057978768221304294,False,0.007828336581697721,-0.09240592862950904,0.30333431730731597,-0.09634670801237462,0.30658772435559645,95485,7225344,0.013215287742701247,0.0022493157087522826,0.0022581871231460537,0.002268639279663482,0.05249087845226576,0.05830605665869904,0.06458610190994468,
conv3,ours,reconstructed_initialization,negative,matched_zero_K,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,0,36,11520,-0.0009922267300501778,2.165658057868275,2.16565783056694,0.013733820863467167,0.04130766371430158,0.03895773666454484,0.012741594133416988,2.16598993084936,2.165952453845595,52.42751255182895,False,7.042787635901149,-0.07814638255028747,0.1275270550477822,-7.057210896398166,7.139124012309159,0,0,,2.158790569500373,2.1659077180335053,2.172478079749992,38.4951173979612,53.43059435733103,70.9614841542073,
conv3,ours,reconstructed_initialization,positive,post_T_free,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,0,36,7225344,3.279973012328814e-08,9.816450376108368e-07,9.810969154827776e-07,0.006727432901551168,2.392819420670006,2.392809963532854,0.006727465701281294,2.392819425111919,2.392809967882567,4.1024618453488197e-07,False,6.354280182918615e-06,-31.108228172266863,41.2888239716553,-31.10822879207727,41.288823241966625,1,7225344,1.3840171485260771e-07,9.089230173519379e-07,9.800648756748814e-07,1.0472082523220578e-06,3.783944970312456e-07,4.0897732071067125e-07,4.504436481699573e-07,
conv3,ours,reconstructed_initialization,positive,post_T_free,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,0,36,3612672,1.9095557453394482e-07,1.4085096501001968e-05,1.4083802022575164e-05,-0.0009257276626665655,0.0444531148034213,0.044443474706876006,-0.0009255367070920314,0.044453540424653264,0.04444390439745485,0.00031685285864193073,False,0.00010176919009785047,-0.3125533394598965,0.5612138435366167,-0.31254638414083313,0.5612470696818684,415,3612672,0.0001148734233276644,1.364735949551595e-05,1.4091077866319764e-05,1.448760499802573e-05,0.00029336440338054664,0.0003170530787094442,0.00033896396497280084,
conv3,ours,reconstructed_initialization,positive,post_T_free,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,0,36,7225344,3.171041294027636e-06,0.002258334698302164,0.0022583324719918094,0.0033767146382109826,0.03894924357545823,0.03880259493065465,0.00337988567950501,0.03902160455765941,0.03887495331248415,0.05798147771283373,False,0.007826319236193858,-0.0924050209360372,0.30333113817318247,-0.09680815362377089,0.30155375496372133,95655,7225344,0.01323881603422619,0.0022477698668511214,0.002258768541722825,0.0022694209348488826,0.05250661192714666,0.05831141587457016,0.06456915513633205,
conv3,ours,reconstructed_initialization,positive,post_T_free,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,0,36,11520,0.000991545990805106,2.1656582563197904,2.165658029330259,0.013732967843855583,0.04130631136293948,0.03895660345322385,0.014724513834660691,2.1661142250881738,2.1660641783709162,52.42923381105496,False,7.042789463004167,-0.07814476031912417,0.1275229328613543,-7.109350736802813,7.143628951862643,0,0,,2.158789814031464,2.165910652771014,2.1724774613808773,38.496440699388856,53.432312180253405,70.96355778107095,
conv3,ours,reconstructed_initialization,positive,matched_zero_K,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,0,36,7225344,1.829483910278546e-08,9.803040687520699e-07,9.801333409664557e-07,0.006727447406442191,2.3928194213756697,2.39280996419774,0.006727465701281294,2.392819425111919,2.392809967882567,4.0968577068322087e-07,False,6.396792421092812e-06,-31.108228131266156,41.28882410655544,-31.10822879207727,41.288823241966625,1,7225344,1.3840171485260771e-07,9.069645553494678e-07,9.798501641554862e-07,1.0446732204236886e-06,3.7752698836967096e-07,4.0950323901385397e-07,4.500593696397327e-07,
conv3,ours,reconstructed_initialization,positive,matched_zero_K,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,0,36,3612672,1.6339288893295984e-07,1.4084063584244582e-05,1.4083115770627269e-05,-0.0009257000999809645,0.0444531290308584,0.04444348951150259,-0.0009255367070920314,0.044453540424653264,0.04444390439745485,0.0003168295211450184,False,0.00010174003169074672,-0.312553352270244,0.5612140707652787,-0.31254638414083313,0.5612470696818684,417,3612672,0.00011542703018707484,1.364181716254683e-05,1.4092534227426114e-05,1.448901527824365e-05,0.0002932856632635709,0.0003169998208601356,0.0003389143917243856,
conv3,ours,reconstructed_initialization,positive,matched_zero_K,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,0,36,7225344,2.9582018187657435e-06,0.002258334141308803,0.002258332203827189,0.0033769274776862448,0.038949531161194095,0.03880286508090965,0.00337988567950501,0.03902160455765941,0.03887495331248415,0.05798103530341874,False,0.007827520669256075,-0.09240592862950904,0.30333431730731597,-0.09680815362377089,0.30155375496372133,95664,7225344,0.013240061649659863,0.0022477672025011386,0.002258768947784691,0.0022694190684758118,0.05250613990340694,0.05831099088049993,0.06456882746044686,
conv3,ours,reconstructed_initialization,positive,matched_zero_K,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,0,36,11520,0.0009906929711935224,2.1656582563092335,2.165658029710089,0.013733820863467167,0.04130766371430158,0.03895773666454484,0.014724513834660691,2.1661142250881738,2.1660641783709162,52.427517355803325,False,7.042788778626408,-0.07814638255028747,0.1275270550477822,-7.109350736802813,7.143628951862643,0,0,,2.158789815061483,2.165910653523343,2.1724774628325845,38.49515917770437,53.43061600253976,70.96143052171102,
conv3,ours,reconstructed_initialization,positive_minus_negative,negative_phase,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,0,36,7225344,4.1145113169000254e-08,1.9492386373974636e-06,1.948804337327232e-06,0.006727424556168129,2.392819417818132,2.3928099607044317,0.006727465701281294,2.392819425111919,2.392809967882567,8.146200347934559e-07,False,1.307906752678889e-05,-31.108227926013846,41.28882497814924,-31.10822879207727,41.288823241966625,1,7225344,1.3840171485260771e-07,1.8045590505168116e-06,1.9467796172223205e-06,2.0950675848362182e-06,7.526216482624863e-07,8.116501844362097e-07,8.944758053291822e-07,9.746193186987318e-07
conv3,ours,reconstructed_initialization,positive_minus_negative,negative_phase,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,0,36,3612672,3.700146663684035e-07,2.801734283051278e-05,2.8014899400661037e-05,-0.0009259067217584,0.044452728047146874,0.044443084136637064,-0.0009255367070920314,0.044453540424653264,0.04444390439745485,0.0006302727427841412,False,0.0001968793502581563,-0.3125595954032553,0.56118109786571,-0.31254638414083313,0.5612470696818684,854,3612672,0.00023639012896825397,2.709192308276879e-05,2.801154072467221e-05,2.896675509093502e-05,0.0005835816039681282,0.0006305013582424488,0.0006736797409032782,1.400867141525639e-05
conv3,ours,reconstructed_initialization,positive_minus_negative,negative_phase,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,0,36,7225344,6.309582735794918e-06,0.004494724394712382,0.004494719966092247,0.003373576096769215,0.039009561495807615,0.038863413030953725,0.00337988567950501,0.03902160455765941,0.03887495331248415,0.1152210950947355,False,0.015655857250953795,-0.09634670801237462,0.30658772435559645,-0.09680815362377089,0.30155375496372133,191143,7225344,0.026454518982071996,0.004474348775701279,0.004494422092869595,0.004517454076861558,0.10443191912612931,0.1158592779930895,0.12829544919597713,0.002247362197356191
conv3,ours,reconstructed_initialization,positive_minus_negative,negative_phase,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,0,36,11520,0.0019829197012437,4.331316314080981,4.331315860180774,0.012741594133416988,2.16598993084936,2.165952453845595,0.014724513834660691,2.1661142250881738,2.1660641783709162,1.9996936515686021,False,14.085576414527557,-7.057210896398166,7.139124012309159,-7.109350736802813,7.143628951862643,0,0,,4.317580384469857,4.331818371443726,4.344955542494389,1.999381605809266,1.9997048415364826,1.999926436036257,2.1656581570404905
conv3,ours,best_validation,negative,post_T_free,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,30,36,7225344,5.17651430894515e-09,1.3048070496402294e-07,1.3037798152877537e-07,-1.1051327341663593,18.606804716910094,18.57395659015875,-1.1051327289898447,18.606804717877417,18.57395659143578,7.012526167130699e-09,False,1.1908535327620484e-05,-167.09871540371265,161.67922437333135,-167.0987153929598,161.67922433361963,0,7225344,0.0,6.967671710022004e-08,1.2386710476532414e-07,1.9737930692863547e-07,3.5985239926053516e-09,6.410361623509544e-09,1.1208148349123973e-08,
conv3,ours,best_validation,negative,post_T_free,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,30,36,3612672,4.535207162416952e-08,2.0664955132862838e-06,2.065997796715122e-06,-0.07403795964634907,2.1816812785021575,2.1804246332992605,-0.07403791429427746,2.181681303712469,2.1804246600640647,9.472032114173179e-07,False,0.00023503333244145885,-31.25888997095114,27.315296762387792,-31.258890661070495,27.315298066564466,2,3612672,5.536068594104309e-07,1.1142878134341442e-06,2.0096692441016467e-06,3.0556823153896366e-06,4.922294342320523e-07,9.104063773242969e-07,1.4451520816080331e-06,
conv3,ours,best_validation,negative,post_T_free,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,30,36,7225344,4.953103411336179e-07,0.00016491174400451038,0.00016491100017365466,-0.023807386961302825,0.31801519707522635,0.31712280570288515,-0.023806891650961694,0.3180183504730626,0.31712600515808703,0.000518565607936971,False,0.031188136706702174,-6.29931106204694,6.757354741344006,-6.299383222814801,6.757309094534103,145,7225344,2.006824865362812e-05,9.471747137624188e-05,0.00015438062187441543,0.000224505118446453,0.00029518843561129307,0.00048242909058045247,0.0007159713832845229,
conv3,ours,best_validation,negative,post_T_free,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,30,36,11520,0.0007455454473267566,0.0778163660979298,0.07781279454352612,-0.047870752199197224,0.2820351644108117,0.27794284493060195,-0.04712520675187046,0.296103630865456,0.29232956590173986,0.27591015560237964,False,1.3316087470950375,-1.3204449714892719,1.5646667843880924,-1.4495680709281162,1.8709672960782437,0,0,,0.046485618518499625,0.07189278720802508,0.114754101907835,0.1450768550532335,0.24393724577929898,0.42684464668301414,
conv3,ours,best_validation,negative,matched_zero_K,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,30,36,7225344,5.091593801525717e-09,1.3043797901492204e-07,1.3033856697868638e-07,-1.1051327340814388,18.60680471691516,18.57395659016888,-1.1051327289898447,18.606804717877417,18.57395659143578,7.010229913164128e-09,False,1.1908724342646337e-05,-167.09871540384364,161.67922437326268,-167.0987153929598,161.67922433361963,0,7225344,0.0,6.968198255471009e-08,1.2384253431837238e-07,1.9714003068591328e-07,3.5987697733319364e-09,6.408326253037837e-09,1.1194439491268877e-08,
conv3,ours,best_validation,negative,matched_zero_K,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,30,36,3612672,4.519959720335193e-08,2.0664743427448527e-06,2.0659799625445127e-06,-0.07403795949387466,2.18168127852273,2.1804246333250217,-0.07403791429427746,2.181681303712469,2.1804246600640647,9.471935076346777e-07,False,0.00023503283487047444,-31.25888996975606,27.315296762461863,-31.258890661070495,27.315298066564466,2,3612672,5.536068594104309e-07,1.1142946130061155e-06,2.0096139432054585e-06,3.0555140679353862e-06,4.922323855779271e-07,9.104123846413124e-07,1.445072102467919e-06,
conv3,ours,best_validation,negative,matched_zero_K,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,30,36,7225344,4.94752656333802e-07,0.0001649116693546812,0.00016491092719755337,-0.023807386403618028,0.3180151976855755,0.31712280635681894,-0.023806891650961694,0.3180183504730626,0.31712600515808703,0.0005185653722050443,False,0.031188133311527033,-6.29931106081907,6.7573547492768515,-6.299383222814801,6.757309094534103,145,7225344,2.006824865362812e-05,9.471751893131184e-05,0.00015438060540523926,0.00022450508726202094,0.000295187993765394,0.00048242892258199205,0.0007159712822924746,
conv3,ours,best_validation,negative,matched_zero_K,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,30,36,11520,0.0007455415918690411,0.07781636584110371,0.07781279432362832,-0.0478707483437395,0.2820351676484394,0.27794284887993376,-0.04712520675187046,0.296103630865456,0.29232956590173986,0.2759101515244469,False,1.3316087537282306,-1.3204449765449144,1.5646670704229364,-1.4495680709281162,1.8709672960782437,0,0,,0.04648561944755793,0.07189278723639936,0.11475410168310084,0.14507685130773984,0.2439372446999952,0.42684463988132276,
conv3,ours,best_validation,positive,post_T_free,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,30,36,7225344,-5.054630942100481e-09,1.3085136344338827e-07,1.3075369983687975e-07,-1.1051327341663593,18.606804716910094,18.57395659015875,-1.10513273922099,18.606804715957598,18.573956588903823,7.032446754518196e-09,False,1.2052078876223504e-05,-167.09871540371265,161.67922437333135,-167.09871541472745,161.6792244129057,0,7225344,0.0,6.982683250876525e-08,1.2410087945659527e-07,1.9728798227724977e-07,3.6060442137459023e-09,6.3829224729301605e-09,1.1202691566604688e-08,
conv3,ours,best_validation,positive,post_T_free,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,30,36,3612672,-4.5571808229707895e-08,2.0734612320394426e-06,2.072960368908484e-06,-0.07403795964634907,2.1816812785021575,2.1804246332992605,-0.0740380052181573,2.1816812534214076,2.18042460665663,9.503960328536101e-07,False,0.00023502847861378573,-31.25888997095114,27.315296762387792,-31.25888927844163,27.31529545835926,0,3612672,0.0,1.115670922153707e-06,2.0090767626041074e-06,3.060356839440374e-06,4.928322300964774e-07,9.100844080214519e-07,1.4473676424541702e-06,
conv3,ours,best_validation,positive,post_T_free,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,30,36,7225344,-5.012582957865906e-07,0.00016526979275085794,0.00016526903259846487,-0.023807386961302825,0.31801519707522635,0.31712280570288515,-0.023807888219598613,0.31801213160563824,0.3171196939751375,0.0005196914935853315,False,0.031202021637499078,-6.29931106204694,6.757354741344006,-6.2992388988233365,6.75740040401959,153,7225344,2.117546237244898e-05,9.473384399548876e-05,0.0001544602335067861,0.00022699979216975986,0.0002951076760099485,0.0004821508808022968,0.0007239294032104058,
conv3,ours,best_validation,positive,post_T_free,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,30,36,11520,-0.0007458577921869853,0.07781818298560572,0.07781460852137631,-0.047870752199197224,0.2820351644108117,0.27794284493060195,-0.0486166099913842,0.28900083035888624,0.28488226547307466,0.2759165976631763,False,1.3316093091412253,-1.3204449714892719,1.5646667843880924,-1.3160931447705815,1.5460303895425325,0,0,,0.04648549286831922,0.07189382280091988,0.11475422428944425,0.1450767482047581,0.24393723529478295,0.42684522606068104,
conv3,ours,best_validation,positive,matched_zero_K,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,30,36,7225344,-5.139551449519914e-09,1.3089286762442517e-07,1.3079192561409528e-07,-1.1051327340814388,18.60680471691516,18.57395659016888,-1.10513273922099,18.606804715957598,18.573956588903823,7.034677346048162e-09,False,1.2052176995069885e-05,-167.09871540384364,161.67922437326268,-167.09871541472745,161.6792244129057,0,7225344,0.0,6.98205666853537e-08,1.241250067266724e-07,1.975227485919066e-07,3.605746680795786e-09,6.38490627245899e-09,1.1216142047258236e-08,
conv3,ours,best_validation,positive,matched_zero_K,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,30,36,3612672,-4.572428265052548e-08,2.0734774387065193e-06,2.0729732219208824e-06,-0.07403795949387466,2.18168127852273,2.1804246333250217,-0.0740380052181573,2.1816812534214076,2.18042460665663,9.504034613665118e-07,False,0.00023502897618477014,-31.25888996975606,27.315296762461863,-31.25888927844163,27.31529545835926,0,3612672,0.0,1.115663967926031e-06,2.0091320869773436e-06,3.0605245085789594e-06,4.928292109796356e-07,9.100725542256964e-07,1.4474473465694432e-06,
conv3,ours,best_validation,positive,matched_zero_K,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,30,36,7225344,-5.018159805864064e-07,0.00016526986655989367,0.00016526910471545094,-0.023807386403618028,0.3180151976855755,0.31712280635681894,-0.023807888219598613,0.31801213160563824,0.3171196939751375,0.00051969172468071,False,0.03120202503267422,-6.29931106081907,6.7573547492768515,-6.2992388988233365,6.75740040401959,153,7225344,2.117546237244898e-05,9.473379645280006e-05,0.00015446025008449433,0.00022699982117166748,0.00029510811329277857,0.0004821510480301192,0.000723929494072845,
conv3,ours,best_validation,positive,matched_zero_K,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,30,36,11520,-0.0007458616476447007,0.07781818324242291,0.0778146087412504,-0.0478707483437395,0.2820351676484394,0.27794284887993376,-0.0486166099913842,0.28900083035888624,0.28488226547307466,0.2759165954063726,False,1.3316093025080322,-1.3204449765449144,1.5646670704229364,-1.3160931447705815,1.5460303895425325,0,0,,0.046485491939265544,0.07189382277255763,0.11475422451419406,0.14507674907097673,0.2439372314703011,0.42684522092155797,
conv3,ours,best_validation,positive_minus_negative,negative_phase,Layer_1,1,ConvLayer,64x14x14,8,8,3,0.046875,0,30,36,7225344,-1.0231145251045632e-08,2.61290563028576e-07,2.6109017981272724e-07,-1.1051327289898447,18.606804717877417,18.57395659143578,-1.10513273922099,18.606804715957598,18.573956588903823,1.404274226501276e-08,False,2.3818001807285327e-05,-167.0987153929598,161.67922433361963,-167.09871541472745,161.6792244129057,0,7225344,0.0,1.3950150063252975e-07,2.479499457619775e-07,3.946477267876187e-07,7.204462785769282e-09,1.278892158121643e-08,2.2409721866535405e-08,1.30645281514288e-07
conv3,ours,best_validation,positive_minus_negative,negative_phase,Layer_2,2,ConvLayer,128x7x7,8,8,3,0.046875,0,30,36,3612672,-9.092387985387741e-08,4.138863360362144e-06,4.137864517335064e-06,-0.07403791429427746,2.181681303712469,2.1804246600640647,-0.0740380052181573,2.1816812534214076,2.18042460665663,1.8970980561272747e-06,False,0.0004700618110552446,-31.258890661070495,27.315298066564466,-31.25888927844163,27.31529545835926,2,3612672,5.536068594104309e-07,2.2299221007980483e-06,4.0182999967524225e-06,6.115600520082574e-06,9.850455003619977e-07,1.820464305049915e-06,2.8923113895544216e-06,2.069431680181072e-06
conv3,ours,best_validation,positive_minus_negative,negative_phase,Layer_3,3,ConvLayer,256x7x7,8,8,3,0.046875,0,30,36,7225344,-9.965686369202084e-07,0.00032998073477979545,0.00032997922991722615,-0.023806891650961694,0.3180183504730626,0.31712600515808703,-0.023807888219598613,0.31801213160563824,0.3171196939751375,0.0010376153900834289,False,0.06239015834420125,-6.299383222814801,6.757309094534103,-6.2992388988233365,6.75740040401959,298,7225344,4.12437110260771e-05,0.00018944495374685513,0.0003087113587655231,0.00045133510417719365,0.0005902622011073925,0.0009644605356166015,0.0014393511032810761,0.00016499036738989772
conv3,ours,best_validation,positive_minus_negative,negative_phase,Layer_4,4,LinearLayer,20,8,8,3,0.046875,0,30,36,11520,-0.0014914032395137423,0.15563454854491302,0.15562740252653467,-0.04712520675187046,0.296103630865456,0.29232956590173986,-0.0486166099913842,0.28900083035888624,0.28488226547307466,0.5256083759933038,False,2.663218056236263,-1.4495680709281162,1.8709672960782437,-1.3160931447705815,1.5460303895425325,0,0,,0.0929711113745417,0.14378660981314895,0.2295083261311085,0.2868228199616596,0.46619895561953106,0.7697999103535919,0.07781727427245651
conv3,legacy,reconstructed_initialization,negative,post_T_free,Layer_1,1,ConvLayer,64x14x14,8,8,0.001,2.44140625e-07,0,0,36,7225344,5.959158796809365e-08,1.544797740579811e-07,1.425231322854148e-07,-0.004508314883246681,6.826719199606973,6.826717710977904,-0.004508255291658702,6.826719202543644,6.826717713953928,2.262869901941694e-08,False,1.2187309756939158e-06,-81.45423947016056,102.1270560005805,-81.45423929384805,102.12705649973225,0,7225344,0.0,1.1710001309390032e-07,1.5165634929561208e-07,1.9505863881524765e-07,1.758731998291088e-08,2.2260336835358163e-08,2.7914970030494575e-08,
conv3,legacy,reconstructed_initialization,negative,post_T_free,Layer_2,2,ConvLayer,128x7x7,8,8,0.001,2.44140625e-07,0,0,36,3612672,1.34960337747223e-07,3.581208938680585e-07,3.317171714880204e-07,-0.011080048109688233,0.4142620072812401,0.4141138046607106,-0.011079913149350485,0.414262090976761,0.41411389199716664,8.644792126083923e-07,False,2.2709665016412695e-06,-2.6710455304456744,4.898806383737973,-2.671045650932262,4.898807398106224,0,3612672,0.0,2.721771592332244e-07,3.488529891131417e-07,4.513869544765492e-07,6.792871366744245e-07,8.45454658606039e-07,1.0560955233411505e-06,
conv3,legacy,reconstructed_initialization,negative,post_T_free,Layer_3,3,ConvLayer,256x7x7,8,8,0.001,2.44140625e-07,0,0,36,7225344,1.1013736875653006e-06,1.261148827241932e-05,1.2563304200954016e-05,0.02642910261113992,0.3715515643350375,0.3706103985251673,0.026430203984827483,0.3715532368611049,0.3706119967557509,3.394276725759448e-05,False,5.8378010924897694e-05,-0.881676723820677,2.884142110210563,-0.8816753532282898,2.8841798548561224,52,7225344,7.196889172335601e-06,1.2412804775622962e-05,1.2582412859961336e-05,1.2860724650655605e-05,3.104639551255666e-05,3.4035200626097795e-05,3.7260627116179155e-05,
conv3,legacy,reconstructed_initialization,negative,post_T_free,Layer_4,4,LinearLayer,20,8,8,0.001,2.44140625e-07,0,0,36,11520,-2.175911299974203e-05,0.04601386958889244,0.04601386444414989,0.10793948618248732,0.3840264439359509,0.36854494565080215,0.10791772706948759,0.3867478404450319,0.37138612827224904,0.11981953408543597,False,0.15502609797550226,-0.7556754689145124,1.1699853667122886,-0.8804674605865737,1.28127944448444,0,0,,0.04560846846361106,0.04602596398042789,0.04635870944824176,0.09039943732399242,0.12097777229195047,0.15972772758971585,
conv3,legacy,reconstructed_initialization,negative,matched_zero_K,Layer_1,1,ConvLayer,64x14x14,8,8,0.001,2.44140625e-07,0,0,36,7225344,-6.026091413324231e-11,3.110496006010327e-09,3.1099122215319873e-09,-0.00450825523139779,6.826719202548927,6.82671771395925,-0.004508255291658702,6.826719202543644,6.826717713953928,4.5563555695229787e-10,False,2.154102152207571e-08,-81.45423929588338,102.12705649728372,-81.45423929384805,102.12705649973225,0,7225344,0.0,2.827098535327957e-09,3.1215377560815804e-09,3.3426343390937868e-09,4.166783626016796e-10,4.513367984380311e-10,5.050737774220981e-10,
conv3,legacy,reconstructed_initialization,negative,matched_zero_K,Layer_2,2,ConvLayer,128x7x7,8,8,0.001,2.44140625e-07,0,0,36,3612672,-6.956117555707865e-10,5.8177163757091417e-08,5.817300496884223e-08,-0.011079912453738731,0.4142620919779038,0.41411389301727936,-0.011079913149350485,0.414262090976761,0.41411389199716664,1.4043564420611894e-07,False,3.8640393379418825e-07,-2.6710456362815345,4.898807529563177,-2.671045650932262,4.898807398106224,0,3612672,0.0,5.590178715128518e-08,5.8374875313435014e-08,6.003512141317826e-08,1.2988289770204965e-07,1.405179320710728e-07,1.4989350133417048e-07,
conv3,legacy,reconstructed_initialization,negative,matched_zero_K,Layer_3,3,ConvLayer,256x7x7,8,8,0.001,2.44140625e-07,0,0,36,7225344,-1.4572723201459433e-08,1.2251009374309555e-05,1.2251000707091609e-05,0.026430218557550688,0.37155325303773473,0.37061201193421006,0.026430203984827483,0.3715532368611049,0.3706119967557509,3.297241855413213e-05,False,4.441993134080002e-05,-0.8816748041953736,2.884160411704147,-0.8816753532282898,2.8841798548561224,47,7225344,6.504880598072562e-06,1.2160693123847763e-05,1.2251062678605594e-05,1.2336077195002173e-05,2.98717348940471e-05,3.3190689175636494e-05,3.662596255937147e-05,
conv3,legacy,reconstructed_initialization,negative,matched_zero_K,Layer_4,4,LinearLayer,20,8,8,0.001,2.44140625e-07,0,0,36,11520,-2.6227239767586737e-05,0.046013869203172374,0.04601386172859814,0.10794395430925517,0.3840338278928444,0.3685513311522728,0.10791772706948759,0.3867478404450319,0.37138612827224904,0.11981722926765571,False,0.15502645479438146,-0.755685731808129,1.1700075387451403,-0.8804674605865737,1.28127944448444,0,0,,0.04560846390996933,0.04602595681254591,0.046358698167041516,0.09039758338338745,0.12097568471646311,0.15972471393886103,
conv3,legacy,reconstructed_initialization,positive,post_T_free,Layer_1,1,ConvLayer,64x14x14,8,8,0.001,2.44140625e-07,0,0,36,7225344,5.971197902560307e-08,1.5459581039112672e-07,1.4259854189764755e-07,-0.004508314883246681,6.826719199606973,6.826717710977904,-0.00450825517126765,6.826719202554211,6.826717713964576,2.2645696398355905e-08,False,1.2181675419498106e-06,-81.45423947016056,102.1270560005805,-81.4542392979187,102.12705649483517,0,7225344,0.0,1.1752257963483081e-07,1.525373305129573e-07,1.9517269476448397e-07,1.771226649020417e-08,2.22934698291091e-08,2.7893511035340416e-08,
conv3,legacy,reconstructed_initialization,positive,post_T_free,Layer_2,2,ConvLayer,128x7x7,8,8,0.001,2.44140625e-07,0,0,36,3612672,1.3635030546501478e-07,3.593256546621852e-07,3.324507787598115e-07,-0.011080048109688233,0.4142620072812401,0.4141138046607106,-0.011079911759382768,0.4142620929791233,0.41411389403743515,8.673874223233826e-07,False,2.3086096681002033e-06,-2.6710455304456744,4.898806383737973,-2.6710456216308063,4.89880766102014,0,3612672,0.0,2.749729716209501e-07,3.570828722257553e-07,4.5226407283528826e-07,6.892068637622883e-07,8.662908009085861e-07,1.051190566538226e-06,
conv3,legacy,reconstructed_initialization,positive,post_T_free,Layer_3,3,ConvLayer,256x7x7,8,8,0.001,2.44140625e-07,0,0,36,7225344,1.1305133728772928e-06,1.2615617530559347e-05,1.2564861526937013e-05,0.02642910261113992,0.3715515643350375,0.3706103985251673,0.026430233124512797,0.3715532696195753,0.3706120275193194,3.3953880810964704e-05,False,6.049923131046242e-05,-0.881676723820677,2.884142110210563,-0.8816742551624572,2.8841409686784516,48,7225344,6.64328231292517e-06,1.2430297138297951e-05,1.2598071042770203e-05,1.2863500099511694e-05,3.107944020409863e-05,3.4072176642993874e-05,3.727244994037444e-05,
conv3,legacy,reconstructed_initialization,positive,post_T_free,Layer_4,4,LinearLayer,20,8,8,0.001,2.44140625e-07,0,0,36,11520,3.069533076425758e-05,0.04601387011170128,0.04601385987344667,0.10793948618248732,0.3840264439359509,0.36854494565080215,0.10797018151325159,0.386813420478824,0.37143917694088624,0.11981953544682357,False,0.15502681161326054,-0.7556754689145124,1.1699853667122886,-0.8857525706694425,1.2901280576195011,0,0,,0.0456084606782102,0.04602595111302568,0.046358688391402766,0.0903994385421278,0.12097776915883426,0.15972774188230254,
conv3,legacy,reconstructed_initialization,positive,matched_zero_K,Layer_1,1,ConvLayer,64x14x14,8,8,0.001,2.44140625e-07,0,0,36,7225344,6.013014337617498e-11,3.11014850286815e-09,3.1095671846336676e-09,-0.00450825523139779,6.826719202548927,6.82671771395925,-0.00450825517126765,6.826719202554211,6.826717713964576,4.5558465356344205e-10,False,2.0939511125028787e-08,-81.45423929588338,102.12705649728372,-81.4542392979187,102.12705649483517,0,7225344,0.0,2.827436321516114e-09,3.121391884015427e-09,3.340128300507782e-09,4.1668044366505257e-10,4.5126934300196106e-10,5.050164367440956e-10,
