phase,architecture,model_seed,injected_beta,checkpoint_role,cohort,parameter_name,count,minimum_cosine,fifth_percentile_cosine,median_cosine,maximum_norm_delta,cosine_failures,norm_failures,combined_failures
confirmation,conv1,0,300.0,best_validation,historical,DenseWeight_0,4,0.9999970948010294,0.9999972860557584,0.9999988617168265,0.00016040046062241393,0,0,0
confirmation,conv1,0,300.0,best_validation,confirmation,ConvWeight_0,32,0.9939255430476396,0.9949691525160645,0.9969106710251427,0.028822041586598172,0,0,0
confirmation,conv1,0,300.0,best_validation,confirmation,DenseWeight_0,32,0.9999944524640659,0.9999967657802065,0.9999990707955333,0.00029145481059735515,0,0,0
confirmation,conv1,1,300.0,reconstructed_initialization,historical,ConvWeight_0,4,0.9991546403484327,0.9991603295224076,0.9993583509294338,0.006384287504334827,0,0,0
confirmation,conv1,1,300.0,reconstructed_initialization,historical,DenseWeight_0,4,0.9999996231983644,0.9999996351460395,0.9999997231697759,8.42464700834606e-06,0,0,0
confirmation,conv1,1,300.0,reconstructed_initialization,confirmation,ConvWeight_0,32,0.998935608239323,0.9989763328695771,0.9995203336205958,0.01052795785333447,0,0,0
confirmation,conv1,1,300.0,reconstructed_initialization,confirmation,DenseWeight_0,32,0.9999995923594088,0.9999996605979278,0.9999997304602466,5.064018169872727e-06,0,0,0
confirmation,conv1,1,300.0,best_validation,historical,ConvWeight_0,4,0.9968111656559435,0.9968754547440987,0.997860414452284,0.017296509795756764,0,0,0
confirmation,conv1,1,300.0,best_validation,historical,DenseWeight_0,4,0.999998386814672,0.9999984675389594,0.9999990985393322,0.000311036885159488,0,0,0
confirmation,conv1,1,300.0,best_validation,confirmation,ConvWeight_0,32,0.9913132176650765,0.9940382750700749,0.9980495668556485,0.03286564071808725,0,0,0
confirmation,conv1,1,300.0,best_validation,confirmation,DenseWeight_0,32,0.9999963365469601,0.9999972632289643,0.9999991488903905,0.00039684000053925254,0,0,0
confirmation,conv1,2,300.0,reconstructed_initialization,historical,ConvWeight_0,4,0.9991926024788484,0.9992102568209298,0.9994282178218505,0.005206565113004391,0,0,0
confirmation,conv1,2,300.0,reconstructed_initialization,historical,DenseWeight_0,4,0.9999994103833139,0.9999994322692145,0.9999995879510096,1.0784156519784303e-05,0,0,0
confirmation,conv1,2,300.0,reconstructed_initialization,confirmation,ConvWeight_0,32,0.9988434784167932,0.9989837001581103,0.9994553126005722,0.007451952321747621,0,0,0
confirmation,conv1,2,300.0,reconstructed_initialization,confirmation,DenseWeight_0,32,0.999999359886619,0.9999994319754917,0.9999995816191224,1.4617382185425718e-05,0,0,0
confirmation,conv1,2,300.0,best_validation,historical,ConvWeight_0,4,0.9953556733622255,0.9955498197926557,0.9971367570041897,0.018379652118258948,0,0,0
confirmation,conv1,2,300.0,best_validation,historical,DenseWeight_0,4,0.9999965274946334,0.9999967933950097,0.9999985243537373,0.00038735172251907807,0,0,0
confirmation,conv1,2,300.0,best_validation,confirmation,ConvWeight_0,32,0.9764620945226339,0.9870715175525794,0.9961105093766596,0.06842976927817909,3,0,3
confirmation,conv1,2,300.0,best_validation,confirmation,DenseWeight_0,32,0.9999934533637486,0.999995074041907,0.9999985421433175,0.0005706894094663279,0,0,0
