architecture,scheme,layer_index,state_layer,kind,element_count,sum_squared_delta,pooled_rms,signed_mean,mean_absolute_delta,batch_rms_n_defined,batch_rms_mean,batch_rms_median,batch_rms_p10,batch_rms_p90,batch_rms_std,rms_over_output_rms
conv3,baseline,2,H3,centered_halfspan,7225344,0.011392377516921797,3.970799144492541e-05,2.4292646012172483e-08,6.154918251234307e-06,36,3.8739783099809495e-05,3.8148698536189193e-05,2.9456989988561544e-05,4.75007935178795e-05,8.838772440494266e-06,0.02151735249288936
conv3,baseline,2,H3,negative_minus_free,7225344,0.03273770960611608,6.731236996149484e-05,7.833232414625391e-06,1.44110545580985e-05,36,6.689663050479389e-05,6.700634909867265e-05,5.860121489288737e-05,7.693379469037707e-05,7.575628535500945e-06,0.036474475663899004
conv3,baseline,2,H3,negative_minus_matched_zero,7225344,0.01139239464395664,3.970802129294863e-05,-2.4164445792416425e-08,6.154890034564813e-06,36,3.8739847991373765e-05,3.8150267955510704e-05,2.9457038896667672e-05,4.750052894528967e-05,8.838617819925388e-06,0.021517384889581607
conv3,baseline,2,H3,positive_minus_free,7225344,0.03276739936510972,6.734288576673437e-05,7.881817706649738e-06,1.4355201346522272e-05,36,6.693866761436771e-05,6.713366333564123e-05,5.783271750722571e-05,7.639551394399213e-05,7.471938915639598e-06,0.03649027134793392
conv3,baseline,2,H3,positive_minus_matched_zero,7225344,0.011392856019649648,3.970882534384977e-05,2.4420846231928525e-08,6.154946519315842e-06,36,3.874058507644709e-05,3.814735981083479e-05,2.94569505241242e-05,4.7501403304934836e-05,8.839010307277509e-06,0.021517788147803484
conv3,baseline,2,H3,zero_nudge_drift,7225344,0.02135988882813214,5.4371364180738976e-05,7.857396860417809e-06,1.097988759437486e-05,36,5.405455021713681e-05,5.356870135315506e-05,4.745697336759829e-05,6.119852243299074e-05,5.9440976081028605e-06,2.985978486585217
conv3,baseline,3,Output,centered_halfspan,11520,0.03923111481466882,0.0018453939190728665,-4.155301035251784e-06,0.0010077579345026742,36,0.0017974354333492389,0.0017279873381520602,0.0013507926256015892,0.002386092411172592,0.0004239058137202132,1.0
conv3,baseline,3,Output,negative_minus_free,11520,0.03923413910011741,0.0018454650474418735,1.7667494952201236e-05,0.0010080479139722347,36,0.0017975002130209124,0.0017278782607270228,0.0013508564971453489,0.002387032291648039,0.000423941778977752,1.0
conv3,baseline,3,Output,negative_minus_matched_zero,11520,0.039231055660562224,0.001845392527796194,4.155759069260864e-06,0.0010077579085497862,36,0.0017974343756752657,0.001727987470744088,0.0013507926668933855,0.002386071268307784,0.0004239041968696037,1.0
conv3,baseline,3,Output,positive_minus_free,11520,0.03923573014579832,0.0018455024662497425,9.356892881697666e-06,0.0010077558680310877,36,0.0017975640966247815,0.0017282946211750918,0.0013509811907832662,0.0023852701446506787,0.00042383069977591493,1.0
conv3,baseline,3,Output,positive_minus_matched_zero,11520,0.03923117398225313,0.001845395310665479,-4.154843001242707e-06,0.001007757960455562,36,0.0017974364913089583,0.001727987205562208,0.0013507925843100938,0.0023861135547905143,0.00042390743073509056,1.0
conv3,baseline,3,Output,zero_nudge_drift,11520,3.819614994227821e-06,1.8208893474955475e-05,1.3511735882940374e-05,1.491040284730125e-05,36,1.8033284453950908e-05,1.8060618306935708e-05,1.5225052715524954e-05,2.1686927908750934e-05,2.5585728268820305e-06,1.0
conv3,legacy,0,H1,centered_halfspan,7225344,6.158263889936964e-13,2.9194422119339276e-10,-5.1349146854333755e-12,7.863858028948834e-11,36,2.674400507162869e-10,2.384222685873528e-10,1.59357294868671e-10,4.1031591173269033e-10,1.1873871822488654e-10,3.390453489539767e-08
conv3,legacy,0,H1,negative_minus_free,7225344,1.397534421699767e-12,4.3979672637344083e-10,7.755796762870335e-11,1.2914978280380907e-10,36,3.957484107097694e-10,3.475601811778876e-10,2.5048381218656133e-10,6.592004945717956e-10,1.9456595019842236e-10,5.1075178426676876e-08
conv3,legacy,0,H1,negative_minus_matched_zero,7225344,6.158250973090466e-13,2.919439150193853e-10,5.135252799546458e-12,7.863826003050991e-11,36,2.6743956272721077e-10,2.3842226932782354e-10,1.5935729132919738e-10,4.103159083196394e-10,1.187390744428997e-10,3.3904499339252214e-08
conv3,legacy,0,H1,positive_minus_free,7225344,1.1715539129715128e-12,4.0267241102109305e-10,6.72881382578366e-11,1.201765904075085e-10,36,3.655292191704825e-10,3.127315225857777e-10,2.2268846634767698e-10,5.947239970830045e-10,1.713146294383248e-10,4.676379960714849e-08
conv3,legacy,0,H1,positive_minus_matched_zero,7225344,6.158276988408892e-13,2.9194453167222424e-10,-5.134576571320293e-12,7.863890194219512e-11,36,2.674405457103312e-10,2.384222678645177e-10,1.5935729843422814e-10,4.103159151563462e-10,1.1873835666288468e-10,3.390457095147787e-08
conv3,legacy,0,H1,zero_nudge_drift,7225344,6.687176279960582e-13,3.04223053805629e-10,7.242271482915689e-11,7.984341248698148e-11,36,2.527717895893957e-10,2.0312799043429486e-10,1.528323330814776e-10,3.67196791782053e-10,1.7168835543885813e-10,0.03583590487835318
conv3,legacy,1,H2,centered_halfspan,3612672,2.036623001007756e-10,7.508290296035944e-09,-6.641459238025848e-11,1.7916046582432303e-09,36,7.008463208402505e-09,6.50864793529979e-09,4.417319945659828e-09,9.696647590994638e-09,2.7318816045072323e-09,8.719648202184988e-07
conv3,legacy,1,H2,negative_minus_free,3612672,2.0530753315607722e-10,7.538556182845586e-09,1.4016535091517656e-10,1.8041811414155025e-09,36,7.041411656910922e-09,6.533626347166728e-09,4.4433446525004e-09,9.710685688251649e-09,2.730466434220569e-09,8.754796910230445e-07
conv3,legacy,1,H2,negative_minus_matched_zero,3612672,2.0366205556548468e-10,7.508285788469983e-09,6.642104897434092e-11,1.7915999862490877e-09,36,7.0084568393302525e-09,6.508647961575241e-09,4.4173199328949325e-09,9.69664758860301e-09,2.7318856682470208e-09,8.719642967629383e-07
conv3,legacy,1,H2,positive_minus_free,3612672,2.0309346632370092e-10,7.497797545220935e-09,7.336166154659572e-12,1.7924270580642358e-09,36,6.99594287661165e-09,6.502694071786516e-09,4.402139856146724e-09,9.703632752349468e-09,2.735246380477744e-09,8.707462748951903e-07
conv3,legacy,1,H2,positive_minus_matched_zero,3612672,2.036625543300172e-10,7.50829498228949e-09,-6.640813578617605e-11,1.7916095355882068e-09,36,7.008469837879581e-09,6.508647909026279e-09,4.417319958427732e-09,9.696647593387608e-09,2.7318773587501277e-09,8.719653644256929e-07
conv3,legacy,1,H2,zero_nudge_drift,3612672,5.381936718517183e-13,3.859713126829491e-10,7.374430194083563e-11,8.103559432279947e-11,36,2.947757023590206e-10,2.1607669489270372e-10,1.6269514846081155e-10,4.3287932204369263e-10,2.5269524403156463e-10,0.04546542766583506
conv3,legacy,2,H3,centered_halfspan,7225344,6.617262096488852e-06,9.569955181625562e-07,-8.730579120171473e-10,1.4126446263422947e-07,36,9.070962647058571e-07,8.541962295177603e-07,6.24952961185582e-07,1.1976552440276618e-06,3.0931280423528936e-07,0.00011113933958907861
conv3,legacy,2,H3,negative_minus_free,7225344,6.617928211655268e-06,9.570436840941695e-07,1.4175318450244784e-09,1.4125830532381516e-07,36,9.071507466052477e-07,8.542248697355266e-07,6.250000352712671e-07,1.1976674457674253e-06,3.0930174370812136e-07,0.00011114493127383542
conv3,legacy,2,H3,negative_minus_matched_zero,7225344,6.6172609455271775e-06,9.569954349358986e-07,8.731241238359845e-10,1.4126437555214218e-07,36,9.070961510819733e-07,8.541962295021799e-07,6.249529611790846e-07,1.1976552440252914e-06,3.093128821156944e-07,0.00011113932992676724
conv3,legacy,2,H3,positive_minus_free,7225344,6.616858066192063e-06,9.56966302069875e-07,-3.2858397900981643e-10,1.412830366768568e-07,36,9.070627905654637e-07,8.541718143481802e-07,6.249161833698375e-07,1.197647285461229e-06,3.093207998031385e-07,0.00011113594861716357
conv3,legacy,2,H3,positive_minus_matched_zero,7225344,6.617263847777099e-06,9.569956447991368e-07,-8.729917001983104e-10,1.4126454971631678e-07,36,9.070964372585875e-07,8.541962295333411e-07,6.249529611920796e-07,1.1976552440300325e-06,3.093126867465335e-07,0.00011113935429274089
conv3,legacy,2,H3,zero_nudge_drift,7225344,1.3074125873737767e-10,4.2537999966196755e-09,5.444077211884938e-10,6.137843944418887e-10,36,3.277379469931733e-09,2.3929655214367347e-09,1.8122170652838287e-09,4.760574994290808e-09,2.7502183599915716e-09,0.5010756750466265
conv3,legacy,3,Output,centered_halfspan,11520,0.8541549523467072,0.008610772042563025,-3.0100845444233424e-05,0.004583148230087251,36,0.008229051578356301,0.007504429939394434,0.005780070801383923,0.011196922551720606,0.002571335341971562,1.0
conv3,legacy,3,Output,negative_minus_free,11520,0.85415498306425,0.008610772197395445,3.0104148992509463e-05,0.004583148269342063,36,0.008229051753413921,0.007504430065887354,0.005780070910311264,0.011196922587214716,0.002571335299037398,1.0
conv3,legacy,3,Output,negative_minus_matched_zero,11520,0.8541549522990515,0.008610772042322815,3.0100846319590875e-05,0.004583148229641814,36,0.008229051578049497,0.007504429939394446,0.005780070801383912,0.011196922551720601,0.002571335342154093,1.0
conv3,legacy,3,Output,positive_minus_free,11520,0.854154921630825,0.008610771887738972,-3.0097541895957397e-05,0.004583148190832438,36,0.008229051403308034,0.007504429812903835,0.00578007069246062,0.011196922516228426,0.002571335384903753,1.0
conv3,legacy,3,Output,positive_minus_matched_zero,11520,0.854154952394363,0.008610772042803234,-3.010084456887599e-05,0.004583148230532688,36,0.008229051578663105,0.007504429939394422,0.005780070801383934,0.011196922551720612,0.002571335341789031,1.0
conv3,legacy,3,Output,zero_nudge_drift,11520,8.302329619764555e-13,8.48933645845779e-09,3.3026729185896417e-09,3.6612945966881083e-09,36,6.222017739480131e-09,4.343884570091211e-09,3.16054688783951e-09,8.752207984123145e-09,5.857331999082925e-09,1.0
conv3,ours,0,H1,centered_halfspan,7225344,1.797198234045999e-07,1.5771344822875585e-07,-2.14596314097915e-09,4.0621767115461595e-08,36,1.4819485422839543e-07,1.3875255863455014e-07,9.930708811221283e-08,1.9307936900910623e-07,5.472670008256524e-08,1.818686487464442e-06
conv3,ours,0,H1,negative_minus_free,7225344,1.7983348301005131e-07,1.5776331143998086e-07,2.2061881440776995e-09,4.0638199006872644e-08,36,1.4823820241160306e-07,1.3896687251546888e-07,9.946801144378596e-08,1.9307704831713598e-07,5.475376573148977e-08,1.8192599745292526e-06
conv3,ours,0,H1,negative_minus_matched_zero,7225344,1.7978233478719577e-07,1.5774087433114324e-07,2.141598361217813e-09,4.0627419702858174e-08,36,1.4821201825410934e-07,1.3893710106297266e-07,9.942926162135521e-08,1.9308227531981968e-07,5.476018336416512e-08,1.8190012429825753e-06
conv3,ours,0,H1,positive_minus_free,7225344,1.796363838871788e-07,1.5767683273045187e-07,-2.0857381378806e-09,4.0609304272292466e-08,36,1.4816390749765246e-07,1.3856786254685578e-07,9.916414540406158e-08,1.930836776157357e-07,5.470435955926395e-08,1.8182657656721704e-06
conv3,ours,0,H1,positive_minus_matched_zero,7225344,1.7968623915072677e-07,1.5769871157963327e-07,-2.1503279207404853e-09,4.061961848930204e-08,36,1.4818946898120705e-07,1.3859750830244116e-07,9.920274822142281e-08,1.9307809812362273e-07,5.469801171888969e-08,1.8185180600250786e-06
conv3,ours,0,H1,zero_nudge_drift,7225344,5.205148918593584e-13,2.6840296876088176e-10,6.45897828598857e-11,8.23016552797235e-11,36,2.49772263507207e-10,2.2889807274029633e-10,1.650898250447287e-10,3.5761835090613613e-10,9.964837046866102e-11,0.043425424816055526
conv3,ours,1,H2,centered_halfspan,3612672,2.178109329749875e-05,2.4554187682505266e-06,-1.940562229724921e-08,5.452180687721326e-07,36,2.3311000820343003e-06,2.3169722248448333e-06,1.5897076966236087e-06,2.879713067703135e-06,7.823396131494309e-07,2.8314877298267066e-05
conv3,ours,1,H2,negative_minus_free,3612672,2.1789812316933815e-05,2.4559101738378435e-06,1.935605309375614e-08,5.452713904458236e-07,36,2.3313704869557133e-06,2.3195196421544703e-06,1.589897239287384e-06,2.879549022550815e-06,7.83096995313859e-07,2.832052040186885e-05
conv3,ours,1,H2,negative_minus_matched_zero,3612672,2.178958501338309e-05,2.455897364214922e-06,1.9309182969389533e-08,5.452670207767057e-07,36,2.3313557490788174e-06,2.319495987340372e-06,1.589888133947894e-06,2.879552751392103e-06,7.83100804542302e-07,2.832037274477428e-05
conv3,ours,1,H2,positive_minus_free,3612672,2.1778560161624636e-05,2.4552759817949324e-06,-1.9455191500742283e-08,5.452191096396298e-07,36,2.3311437245842607e-06,2.315697713948309e-06,1.5895479372570943e-06,2.879917726219936e-06,7.817446962856805e-07,2.8313254304179472e-05
conv3,ours,1,H2,positive_minus_matched_zero,3612672,2.177878613884898e-05,2.4552887198962577e-06,-1.950206162510889e-08,5.452234369354007e-07,36,2.331158379699801e-06,2.3157212368698597e-06,1.5895570233788423e-06,2.879913955963794e-06,7.817408968812989e-07,2.8313401136777913e-05
conv3,ours,1,H2,zero_nudge_drift,3612672,1.7475140035963544e-13,2.1993587011976084e-10,4.687012436660293e-11,6.102789717207416e-11,36,1.9823247961596967e-10,1.7837300158868422e-10,1.239793088780858e-10,2.8400929633892644e-10,9.661767890033034e-11,0.035583841104038505
conv3,ours,2,H3,centered_halfspan,7225344,0.25770478120746326,0.00018885651602427962,-2.494387868946166e-08,2.388386291070275e-05,36,0.00018117119947687538,0.0001707936226994716,0.0001272020069016143,0.0002337857876080669,5.408355559365325e-05,0.002177815510474295
conv3,ours,2,H3,negative_minus_free,7225344,0.2578384128034308,0.00018890547500501246,2.323624101391157e-08,2.3883705335425803e-05,36,0.0001812099653189016,0.00017073884152216847,0.00012721091352572327,0.00023378426574646274,5.412582441885031e-05,0.0021783782712801367
conv3,ours,2,H3,negative_minus_matched_zero,7225344,0.25783827582309027,0.00018890542482563955,2.2886898598323337e-08,2.388371173578471e-05,36,0.00018120991057133529,0.00017073872415343018,0.00012721087254381934,0.00023378424337215588,5.412583281160017e-05,0.0021783776970998314
conv3,ours,2,H3,positive_minus_free,7225344,0.25780288616163877,0.00018889246024847688,-2.6651516365011813e-08,2.388402072770515e-05,36,0.000181207782195085,0.00017097422152659227,0.00012720126560645238,0.00023379408736621924,5.408660874238065e-05,0.002178231817038938
conv3,ours,2,H3,positive_minus_matched_zero,7225344,0.257803022704877,0.0001888925102711612,-2.700085878060001e-08,2.3884014259446502e-05,36,0.00018120783678280422,0.00017097433802178968,0.00012720130646466302,0.00023379410966386615,5.4086600321374497e-05,0.002178232389413781
conv3,ours,2,H3,zero_nudge_drift,7225344,5.037593111550257e-11,2.640476330831692e-09,3.4934241558826817e-10,5.170272860519084e-10,36,2.3703791126555047e-09,2.1727617816346176e-09,1.454673304049776e-09,3.429763392679723e-09,1.1798674522998673e-09,0.42720766805399585
conv3,ours,3,Output,centered_halfspan,11520,86.63118466806326,0.08671832628428179,1.9567844635550463e-05,0.045437062909395684,36,0.08355635894170402,0.07969804602528735,0.059194590875082054,0.11020560343330268,0.02353265681211165,1.0
conv3,ours,3,Output,negative_minus_free,11520,86.63132894745307,0.08671839849651138,-1.9586467151153683e-05,0.04543707653171351,36,0.08355642714342891,0.07969801342878464,0.05919461094414162,0.11020478543648783,0.023532681438911743,1.0
conv3,ours,3,Output,negative_minus_matched_zero,11520,86.63132859215432,0.08671839831868344,-1.9588893103884416e-05,0.045437076447353626,36,0.08355642695231538,0.07969801329119303,0.05919461082968108,0.11020478538771505,0.023532681462855677,1.0
conv3,ours,3,Output,positive_minus_free,11520,86.63104049030255,0.08671825412285779,1.954922211994699e-05,0.04543704928707785,36,0.08355629078278955,0.07969807862505515,0.05919457080895102,0.11020642151844606,0.02353263222153109,1.0
conv3,ours,3,Output,positive_minus_matched_zero,11520,86.63104084558849,0.08671825430067959,1.9546796167216345e-05,0.045437049371437735,36,0.08355629097389769,0.07969807876263249,0.059194570923415395,0.11020642156721387,0.023532632197583718,1.0
conv3,ours,3,Output,zero_nudge_drift,11520,4.400874237820324e-13,6.1807793452292516e-09,2.4259527306435087e-09,3.43390266228583e-09,36,5.412680772018221e-09,4.835981553856742e-09,3.048039430900082e-09,7.712485209347742e-09,3.026441221193742e-09,1.0
