architecture,scheme,layer_index,state_layer,kind,element_count,sum_squared_delta,pooled_rms,signed_mean,mean_absolute_delta,batch_rms_n_defined,batch_rms_mean,batch_rms_median,batch_rms_p10,batch_rms_p90,batch_rms_std,rms_over_output_rms
conv2,ours,2,Output,negative_minus_matched_zero,11520,802.356196903233,0.2639109232783438,9.154353047704033e-05,0.15630221625092588,36,0.25897532999484985,0.25182962710301526,0.2106605842218094,0.3155458217615775,0.051521740118326456,1.0
conv2,ours,2,Output,positive_minus_free,11520,802.3593269225277,0.26391143804066475,-9.502387860284007e-05,0.15630273485308296,36,0.25897677276402037,0.2518347947693097,0.21067520643305465,0.3155661351825725,0.051516992677114314,1.0
conv2,ours,2,Output,positive_minus_matched_zero,11520,802.3593201702897,0.2639114369301942,-9.510188549329307e-05,0.15630273613381188,36,0.25897677153052195,0.2518347941332334,0.21067519400090592,0.3155661344927762,0.05151699320383983,1.0
conv2,ours,2,Output,zero_nudge_drift,11520,5.795867315319928e-10,2.2430191310656105e-07,7.800689045238127e-08,1.5664732168506422e-07,36,2.172347480939765e-07,2.0815576901202372e-07,1.5023172240461704e-07,2.838418690859782e-07,5.6653041269304664e-08,1.0
conv3,baseline,0,H1,centered_halfspan,7225344,1.198799017910069e-06,4.0732768116391934e-07,-1.7146789620055702e-09,9.935943518188769e-08,36,3.966691747310023e-07,3.78838216245176e-07,2.846056808198009e-07,5.081232799335545e-07,9.388421497958295e-08,0.00022072668439731419
conv3,baseline,0,H1,negative_minus_free,7225344,0.10035376219981533,0.00011785216493711621,5.022541857289751e-06,2.4132458470903e-05,36,0.00011722410984344619,0.00011611453085683388,0.00010190145473776638,0.00013353346501208694,1.2323114940130822e-05,0.0638604156174506
conv3,baseline,0,H1,negative_minus_matched_zero,7225344,1.1986266341904286e-06,4.072983938588079e-07,1.7247446878208621e-09,9.935418881096923e-08,36,3.9663912954842853e-07,3.784563366256379e-07,2.846055805391762e-07,5.08123279961049e-07,9.38840883882223e-08,0.00022071098030575212
conv3,baseline,0,H1,positive_minus_free,7225344,0.10035439105874089,0.00011785253419217993,5.01911249936574e-06,2.4132212947141693e-05,36,0.00011722471063295846,0.00011608621689127454,0.0001019347971169719,0.00013353457191905415,1.2320868674583182e-05,0.06385932088818544
conv3,baseline,0,H1,positive_minus_matched_zero,7225344,1.1990477392147302e-06,4.0736993420901967e-07,-1.7046132361902782e-09,9.936493980980272e-08,36,3.9671297166847643e-07,3.79447977581338e-07,2.846057985439295e-07,5.081232799060602e-07,9.388243874539412e-08,0.00022074941442336039
conv3,baseline,0,H1,zero_nudge_drift,7225344,0.10035286560378652,0.00011785163846946434,5.02081711260193e-06,2.4130835128186638e-05,36,0.00011722369091387151,0.0001160996555123879,0.00010191740704575333,0.00013353324321634298,1.2322035111124279e-05,6.472202093529602
conv3,baseline,1,H2,centered_halfspan,3612672,1.622835154878139e-05,2.119448835703432e-06,2.5197748873267673e-09,6.544369091097697e-07,36,2.065197684832894e-06,1.9969889116894507e-06,1.56814988261619e-06,2.5771461936882422e-06,4.832268922896676e-07,0.0011485075429143344
conv3,baseline,1,H2,negative_minus_free,3612672,0.03199327947228192,9.410552313995763e-05,1.332683833107534e-05,2.071185113686553e-05,36,9.351656387655587e-05,9.238477521834957e-05,7.96522673334764e-05,0.00010808895028395898,1.0661095604402379e-05,0.05099285043106278
conv3,baseline,1,H2,negative_minus_matched_zero,3612672,1.6227221865574468e-05,2.1193750651969268e-06,-2.465143744067826e-09,6.544194972015843e-07,36,2.065123064794177e-06,1.9968009187378278e-06,1.5681516137502126e-06,2.5771461936201217e-06,4.832221078317923e-07,0.001148468433286618
conv3,baseline,1,H2,positive_minus_free,3612672,0.03199208195322151,9.41037619230073e-05,1.3331877880849995e-05,2.071254700801645e-05,36,9.351561446798676e-05,9.229286421105991e-05,7.977548681531798e-05,0.00010805021174439456,1.0653668602918882e-05,0.05099086218737825
conv3,baseline,1,H2,positive_minus_matched_zero,3612672,1.623005894610827e-05,2.1195603271906614e-06,2.5744060305857083e-09,6.544572428471938e-07,36,2.065312447597823e-06,1.9972193949322686e-06,1.5681483890765578e-06,2.5771461937563623e-06,4.832253859914565e-07,0.0011485670928828328
conv3,baseline,1,H2,zero_nudge_drift,3612672,0.031976434152326955,9.408074533668982e-05,1.3329303474819409e-05,2.0616774940931382e-05,36,9.349186127015798e-05,9.231361105889959e-05,7.969215225853951e-05,0.00010804413820158039,1.065900919618197e-05,5.166746978123
