architecture,scheme,epoch,checkpoint_role,parameter,layer_index,parameter_count,sigma,n_batches,n_comparisons,ep_l2_mean,ep_rms_mean,ep_l2_median,ep_rms_median,ep_l2_p10,ep_rms_p10,ep_l2_p90,ep_rms_p90,ep_l2_std,ep_rms_std,bptt_l2_mean,bptt_rms_mean,bptt_l2_median,bptt_rms_median,bptt_l2_p10,bptt_rms_p10,bptt_l2_p90,bptt_rms_p90,bptt_l2_std,bptt_rms_std,clean_ep_l2_mean,clean_ep_rms_mean,clean_ep_l2_median,clean_ep_rms_median,clean_ep_l2_p10,clean_ep_rms_p10,clean_ep_l2_p90,clean_ep_rms_p90,clean_ep_l2_std,clean_ep_rms_std,ep_over_clean_ep_mean,ep_over_clean_ep_median,ep_over_clean_ep_p10,ep_over_clean_ep_p90,ep_over_clean_ep_std,ep_zero_fraction_mean,ep_zero_fraction_median,ep_zero_fraction_p10,ep_zero_fraction_p90,ep_zero_fraction_std
conv3,ours,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0,36,36,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.00631938456008709,2.3273331642516403e-05,0.013507335410233221,4.974546075175567e-05,0.003454842516633862,1.2723659226267717e-05,0.009632718693172395,3.547583702710739e-05,0.009111920714433647,3.3557817327136476e-05,0.00631653567550647,2.3262839634152995e-05,0.013504118941189502,4.9733614985754155e-05,0.0034569323682760774,1.2731355831829614e-05,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.00631938456008709,2.3273331642516403e-05,0.013507335410233221,4.974546075175567e-05,0.003454842516633862,1.2723659226267717e-05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_1,1,73728,1e-05,36,288,0.07715278819206135,0.0002841419776982082,0.07678580562650578,0.0002827904367571583,0.07015062931975063,0.00025835409216926834,0.08454097294423515,0.0003113515377967559,0.005963690949702999,2.1963366205394964e-05,0.009632718693172396,3.54758370271074e-05,0.009111920714433647,3.3557817327136476e-05,0.005921812730886241,2.180913509857546e-05,0.013506322870470076,4.974173172189764e-05,0.00341451441376224,1.2575136960575465e-05,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.0059260702917664715,2.1824815047376117e-05,0.013513378567860376,4.9767716781640776e-05,0.003412450205442618,1.2567534795468242e-05,8.885090443821728,8.694461131808893,5.72303877325909,12.298513230840696,2.838423781830353,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_1,1,73728,3e-05,36,288,0.22963989655760203,0.0008457287921190506,0.22909654737237048,0.000843727719757439,0.20708695111939496,0.0007626697262071422,0.25237555242628035,0.0009294607527412703,0.018056701375873487,6.650008327469065e-05,0.009632718693172396,3.54758370271074e-05,0.009111920714433647,3.3557817327136476e-05,0.005921812730886241,2.180913509857546e-05,0.013506322870470076,4.974173172189764e-05,0.00341451441376224,1.2575136960575465e-05,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.0059260702917664715,2.1824815047376117e-05,0.013513378567860376,4.9767716781640776e-05,0.003412450205442618,1.2567534795468242e-05,26.48879013425091,25.948714680025482,16.913271967321904,36.79867493924144,8.573028243563042,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0.0001,36,288,0.764774323936762,0.0028165474506929265,0.7629835628397246,0.002809952350092925,0.6897555045492433,0.0025402645553516587,0.8409402347469116,0.003097054909177856,0.06029917180399986,0.00022207267334656755,0.009632718693172396,3.54758370271074e-05,0.009111920714433647,3.3557817327136476e-05,0.005921812730886241,2.180913509857546e-05,0.013506322870470076,4.974173172189764e-05,0.00341451441376224,1.2575136960575465e-05,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.0059260702917664715,2.1824815047376117e-05,0.013513378567860376,4.9767716781640776e-05,0.003412450205442618,1.2567534795468242e-05,88.23373518505205,86.43898000013016,56.26295979418916,122.63468920485185,28.601400082055804,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0.0003,36,288,2.2941428457570248,0.008448978975236438,2.28853578875058,0.008428329037571038,2.069148797929494,0.007620360136978846,2.5227484426184974,0.009290898598975738,0.1809438371017032,0.0006663886157735852,0.009632718693172396,3.54758370271074e-05,0.009111920714433647,3.3557817327136476e-05,0.005921812730886241,2.180913509857546e-05,0.013506322870470076,4.974173172189764e-05,0.00341451441376224,1.2575136960575465e-05,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.0059260702917664715,2.1824815047376117e-05,0.013513378567860376,4.9767716781640776e-05,0.003412450205442618,1.2567534795468242e-05,264.6859022543222,259.30298447775135,168.7438530297897,367.9049959266006,85.81277610416014,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0.0005,36,288,3.8235481952169272,0.014081546130372264,3.8141021468382315,0.014046757771705639,3.4486460277309474,0.012700838500628144,4.2046104986601724,0.01548494060338937,0.3015840690440385,0.0011106882308274562,0.009632718693172396,3.54758370271074e-05,0.009111920714433647,3.3557817327136476e-05,0.005921812730886241,2.180913509857546e-05,0.013506322870470076,4.974173172189764e-05,0.00341451441376224,1.2575136960575465e-05,0.009632120097876735,3.54736324917285e-05,0.009123527587862043,3.3600563675623935e-05,0.0059260702917664715,2.1824815047376117e-05,0.013513378567860376,4.9767716781640776e-05,0.003412450205442618,1.2567534795468242e-05,441.14146252075756,432.17005247798045,281.22948267313905,613.1776172882546,143.0230414766339,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_2,2,294912,0,36,36,0.03946602192853734,7.267367638574413e-05,0.03652679746238399,6.726131817885234e-05,0.02899636625788883,5.339460211125518e-05,0.05417434561787121,9.975793529359495e-05,0.0112940961529078,2.079721869034897e-05,0.0394710022912944,7.268284734480216e-05,0.036547397322958905,6.729925125464405e-05,0.028996814325624093,5.33954271938959e-05,0.05415200490687466,9.971679657421426e-05,0.01129705891918989,2.0802674399018596e-05,0.03946602192853734,7.267367638574413e-05,0.03652679746238399,6.726131817885234e-05,0.02899636625788883,5.339460211125518e-05,0.05417434561787121,9.975793529359495e-05,0.0112940961529078,2.079721869034897e-05,1.0,1.0,1.0,1.0,0.0,0.00033399793836805556,0.0,0.0,0.0010986328125,0.0004353250311507933
conv3,ours,23,maximum_validation_accuracy,ConvWeight_2,2,294912,1e-05,36,288,0.03974727634256142,7.319158498833547e-05,0.036776855897178065,6.772178175941428e-05,0.02928132086965156,5.3919324346431755e-05,0.05507264294371767,0.00010141208146710477,0.011075634196849073,2.0394937621181253e-05,0.0394710022912944,7.268284734480216e-05,0.036547397322958905,6.729925125464405e-05,0.02898633525680283,5.3376130786020806e-05,0.054931553498881194,0.00010115227599002739,0.011158439449578077,2.054741719337538e-05,0.03946602192853735,7.267367638574414e-05,0.03652679746238399,6.726131817885234e-05,0.02899536451147804,5.339275747146325e-05,0.054932403619267725,0.00010115384142203296,0.011155513037633302,2.054202842845169e-05,1.0082744949216815,1.0072489361138932,1.0028438360929932,1.0156654263066283,0.005278447125335743,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_2,2,294912,3e-05,36,288,0.04193917145007958,7.72277930460847e-05,0.038913154783067755,7.165561360538789e-05,0.03164622767686392,5.827412028459344e-05,0.056334903498517906,0.00010373643823253067,0.010522708695071027,1.937676738212336e-05,0.0394710022912944,7.268284734480216e-05,0.036547397322958905,6.729925125464405e-05,0.02898633525680283,5.3376130786020806e-05,0.054931553498881194,0.00010115227599002739,0.011158439449578077,2.054741719337538e-05,0.03946602192853735,7.267367638574414e-05,0.03652679746238399,6.726131817885234e-05,0.02899536451147804,5.339275747146325e-05,0.054932403619267725,0.00010115384142203296,0.011155513037633302,2.054202842845169e-05,1.0722864704465,1.0656300138660215,1.027213953582064,1.1292481530036542,0.04213763387135826,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_2,2,294912,0.0001,36,288,0.06094801461742663,0.00011223113134333125,0.059361365354650066,0.00010930943745511785,0.05251072666685221,9.669450758115749e-05,0.07194150806889596,0.00013247481303203923,0.008010191453915723,1.475015806163109e-05,0.0394710022912944,7.268284734480216e-05,0.036547397322958905,6.729925125464405e-05,0.02898633525680283,5.3376130786020806e-05,0.054931553498881194,0.00010115227599002739,0.011158439449578077,2.054741719337538e-05,0.03946602192853735,7.267367638574414e-05,0.03652679746238399,6.726131817885234e-05,0.02899536451147804,5.339275747146325e-05,0.054932403619267725,0.00010115384142203296,0.011155513037633302,2.054202842845169e-05,1.6143262834722816,1.5901117960050373,1.2771519748290416,1.9935998021027606,0.291854026011955,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_2,2,294912,0.0003,36,288,0.14287489262841654,0.0002630932433303469,0.14126590734733308,0.0002601304193639837,0.12764850869409047,0.00023505501590088894,0.15910977535803314,0.0002929885445539934,0.013147157796712234,2.420949070673128e-05,0.0394710022912944,7.268284734480216e-05,0.036547397322958905,6.729925125464405e-05,0.02898633525680283,5.3376130786020806e-05,0.054931553498881194,0.00010115227599002739,0.011158439449578077,2.054741719337538e-05,0.03946602192853735,7.267367638574414e-05,0.03652679746238399,6.726131817885234e-05,0.02899536451147804,5.339275747146325e-05,0.054932403619267725,0.00010115384142203296,0.011155513037633302,2.054202842845169e-05,3.884435909352902,3.8304325043824194,2.6034852182357318,5.2462190734667455,1.0729153192911884,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,ConvWeight_2,2,294912,0.0005,36,288,0.23176550651495342,0.00042677854505692326,0.22926678210944024,0.00042217733419376,0.20453208739235423,0.00037663027595149286,0.2600739320740199,0.00047890635671715893,0.022270111400810394,4.100871559711686e-05,0.0394710022912944,7.268284734480216e-05,0.036547397322958905,6.729925125464405e-05,0.02898633525680283,5.3376130786020806e-05,0.054931553498881194,0.00010115227599002739,0.011158439449578077,2.054741719337538e-05,0.03946602192853735,7.267367638574414e-05,0.03652679746238399,6.726131817885234e-05,0.02899536451147804,5.339275747146325e-05,0.054932403619267725,0.00010115384142203296,0.011155513037633302,2.054202842845169e-05,6.324498359440046,6.2389372482811005,4.133588009142724,8.633515100648099,1.8287429104687687,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,DenseWeight_0,3,250880,0,36,36,0.07601023520335791,0.00015175361866112127,0.07300252822520391,0.00014574876396509197,0.052497563841601015,0.0001048108226812097,0.10087148621396405,0.00020138883943380046,0.018833934619360282,3.760174829703234e-05,0.07601003952245401,0.00015175322798629715,0.07300254305450009,0.0001457487935716226,0.05249801181671174,0.00010481171705870953,0.10087144338484888,0.00020138875392593177,0.018833831978232383,3.760154337512227e-05,0.07601023520335791,0.00015175361866112127,0.07300252822520391,0.00014574876396509197,0.052497563841601015,0.0001048108226812097,0.10087148621396405,0.00020138883943380046,0.018833934619360282,3.760174829703234e-05,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,DenseWeight_0,3,250880,1e-05,36,288,0.07601025136392153,0.00015175365092551308,0.07300271457716355,0.00014574913601477903,0.05224467711176887,0.00010430593703968086,0.1048016632673582,0.0002092353957329068,0.01860279527792408,3.7140281082991376e-05,0.07601003952245401,0.00015175322798629715,0.07300254305450009,0.0001457487935716226,0.05224557533422317,0.00010430773033116902,0.10480107358172626,0.00020923421843187256,0.018602733263225615,3.7140157271311575e-05,0.07601023520335792,0.0001517536186611213,0.07300252822520391,0.00014574876396509197,0.0522447095023708,0.00010430600170716991,0.10480115574545347,0.00020923438247087196,0.01860283464490547,3.714035967874714e-05,1.0000003714849066,1.0000000370398918,0.9999911779443377,1.0000095755924179,7.320325624692669e-06,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,DenseWeight_0,3,250880,3e-05,36,288,0.07601030736716506,0.00015175376273538762,0.07300311000170157,0.00014574992547562452,0.05224464427966274,0.0001043058714907334,0.10480269485645125,0.0002092374552894576,0.01860271111786097,3.714011305832877e-05,0.07601003952245401,0.00015175322798629715,0.07300254305450009,0.0001457487935716226,0.05224557533422317,0.00010430773033116902,0.10480107358172626,0.00020923421843187256,0.018602733263225615,3.7140157271311575e-05,0.07601023520335792,0.0001517536186611213,0.07300252822520391,0.00014574876396509197,0.0522447095023708,0.00010430600170716991,0.10480115574545347,0.00020923438247087196,0.01860283464490547,3.714035967874714e-05,1.0000014636869134,1.0000005723906529,0.9999739433474177,1.0000291515191413,2.197958736270768e-05,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,DenseWeight_0,3,250880,0.0001,36,288,0.0760107520384305,0.0001517546505167958,0.07300473254612042,0.00014575316486813977,0.052244864833049694,0.00010430631182320296,0.10480647913456907,0.000209245010560098,0.018602359586370316,3.713941122948116e-05,0.07601003952245401,0.00015175322798629715,0.07300254305450009,0.0001457487935716226,0.05224557533422317,0.00010430773033116902,0.10480107358172626,0.00020923421843187256,0.018602733263225615,3.7140157271311575e-05,0.07601023520335792,0.0001517536186611213,0.07300252822520391,0.00014574876396509197,0.0522447095023708,0.00010430600170716991,0.10480115574545347,0.00020923438247087196,0.01860283464490547,3.714035967874714e-05,1.000008953289611,1.0000071413150198,0.9999183785277439,1.000102126618184,7.351743291116837e-05,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,DenseWeight_0,3,250880,0.0003,36,288,0.07601415378172849,0.00015176144206077464,0.07301141293206317,0.00014576650218696473,0.052248370286077504,0.00010431331042254413,0.10481878010994508,0.00020926956932539292,0.018600866994277217,3.7136431285389324e-05,0.07601003952245401,0.00015175322798629715,0.07300254305450009,0.0001457487935716226,0.05224557533422317,0.00010430773033116902,0.10480107358172626,0.00020923421843187256,0.018602733263225615,3.7140157271311575e-05,0.07601023520335792,0.0001517536186611213,0.07300252822520391,0.00014574876396509197,0.0522447095023708,0.00010430600170716991,0.10480115574545347,0.00020923438247087196,0.01860283464490547,3.714035967874714e-05,1.000061780661727,1.0000602869123303,0.9997838689681657,1.000351611452361,0.00022359924190621636,0.0,0.0,0.0,0.0,0.0
conv3,ours,23,maximum_validation_accuracy,DenseWeight_0,3,250880,0.0005,36,288,0.07602071242542324,0.00015177453632250827,0.07302112151476131,0.00014578588526810597,0.05225613466046881,0.00010432881191267066,0.10483328599290667,0.00020929853016501414,0.01859865153480584,3.7132008144336296e-05,0.07601003952245401,0.00015175322798629715,0.07300254305450009,0.0001457487935716226,0.05224557533422317,0.00010430773033116902,0.10480107358172626,0.00020923421843187256,0.018602733263225615,3.7140157271311575e-05,0.07601023520335792,0.0001517536186611213,0.07300252822520391,0.00014574876396509197,0.0522447095023708,0.00010430600170716991,0.10480115574545347,0.00020923438247087196,0.01860283464490547,3.714035967874714e-05,1.000161160099714,1.0001665140491336,0.999685014531082,1.0006471767425458,0.00037985481765756394,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_0,0,1152,0,36,36,0.011097750505151235,0.000326970609921203,0.007676141402301722,0.0002261604849547651,0.004290471748023281,0.00012640923614652344,0.0205820766223989,0.0006064052479416407,0.009502424255431558,0.0002799678595302994,0.011097645297103498,0.00032696751019937006,0.007676083120418195,0.00022615876780830417,0.0042904444798315886,0.0001264084327497211,0.02058205293810949,0.0006064045501365719,0.009502490143444184,0.000279969800774488,0.011097750505151235,0.000326970609921203,0.007676141402301722,0.0002261604849547651,0.004290471748023281,0.00012640923614652344,0.0205820766223989,0.0006064052479416407,0.009502424255431558,0.0002799678595302994,1.0,1.0,1.0,1.0,0.0,0.00016878858024691357,0.0,0.0,0.0008680555555555555,0.00040553523624232355
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_0,0,1152,1e-05,36,288,92.62623653813517,2.729026665496023,92.28659539597884,2.719019892379827,83.9846887655597,2.4744226225820385,102.04351062714161,3.0064857641888905,7.067255606192028,0.20822101514654284,0.0110976452971035,0.0003269675101993701,0.007676083120418195,0.00022615876780830417,0.0042267601899881315,0.00012453211636624783,0.021969784401322395,0.0006472909804742292,0.009385890756550825,0.000276534458393051,0.011097750505151237,0.00032697060992120306,0.007676141402301722,0.0002261604849547651,0.004226785317451855,0.00012453285669124754,0.021969803257146762,0.0006472915360192823,0.009385825677010691,0.00027653254096871163,12559.738320690733,11449.131565725265,4296.9239950574565,22114.212428606672,6936.654989804932,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_0,0,1152,3e-05,36,288,277.8785357493983,8.187074873941167,276.8594501496106,8.157049776515358,251.9544078443451,7.4232779306907295,306.1312853231381,9.019479491056034,21.201713057736328,0.6246614614956971,0.0110976452971035,0.0003269675101993701,0.007676083120418195,0.00022615876780830417,0.0042267601899881315,0.00012453211636624783,0.021969784401322395,0.0006472909804742292,0.009385890756550825,0.000276534458393051,0.011097750505151237,0.00032697060992120306,0.007676141402301722,0.0002261604849547651,0.004226785317451855,0.00012453285669124754,0.021969803257146762,0.0006472915360192823,0.009385825677010691,0.00027653254096871163,37679.208186336495,34347.216643931446,12890.61584842091,66342.629313974,20809.978187574452,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_0,0,1152,0.0001,36,288,926.2615855692335,27.290243679525357,922.8644314812882,27.190154067345286,839.848423569904,24.744271478129626,1020.438497584027,30.064957559394916,70.67231395361874,2.0822030182811866,0.0110976452971035,0.0003269675101993701,0.007676083120418195,0.00022615876780830417,0.0042267601899881315,0.00012453211636624783,0.021969784401322395,0.0006472909804742292,0.009385890756550825,0.000276534458393051,0.011097750505151237,0.00032697060992120306,0.007676141402301722,0.0002261604849547651,0.004226785317451855,0.00012453285669124754,0.021969803257146762,0.0006472915360192823,0.009385825677010691,0.00027653254096871163,125597.35290534106,114490.51460557709,42968.53765891351,221142.0858212364,69366.60941404416,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_0,0,1152,0.0003,36,288,2778.7845872955577,81.87072604722294,2768.5928548240176,81.57044924961191,2519.5455887348007,74.23282380429292,3061.3162516872358,90.19489503852618,212.0168862591924,6.24660741666383,0.0110976452971035,0.0003269675101993701,0.007676083120418195,0.00022615876780830417,0.0042267601899881315,0.00012453211636624783,0.021969784401322395,0.0006472909804742292,0.009385890756550825,0.000276534458393051,0.011097750505151237,0.00032697060992120306,0.007676141402301722,0.0002261604849547651,0.004226785317451855,0.00012453285669124754,0.021969803257146762,0.0006472915360192823,0.009385825677010691,0.00027653254096871163,376792.05264033744,343471.36692350556,128905.45807007945,663426.2254738372,208099.84233247515,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_0,0,1152,0.0005,36,288,4631.307591356997,136.45120848371954,4614.32113749487,135.9507402872936,4199.242720081968,123.7213751340918,5102.194012588243,150.3248327179395,353.36145603530906,10.41101174052163,0.0110976452971035,0.0003269675101993701,0.007676083120418195,0.00022615876780830417,0.0042267601899881315,0.00012453211636624783,0.021969784401322395,0.0006472909804742292,0.009385890756550825,0.000276534458393051,0.011097750505151237,0.00032697060992120306,0.007676141402301722,0.0002261604849547651,0.004226785317451855,0.00012453285669124754,0.021969803257146762,0.0006472915360192823,0.009385825677010691,0.00027653254096871163,627986.7531230203,572452.220639288,214842.3797482246,1105710.3327254937,346833.0765393865,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0,36,36,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017476218362153004,6.436225267382943e-05,0.04264042883680877,0.00015703821032921818,0.012964008975592663,4.7744472177108545e-05,0.028109196410329176,0.00010352189268462667,0.02529451900893276,9.315586415660618e-05,0.017476217110381144,6.436224806374417e-05,0.042640427863468805,0.00015703820674455523,0.012964005283506698,4.77444585797178e-05,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017476218362153004,6.436225267382943e-05,0.04264042883680877,0.00015703821032921818,0.012964008975592663,4.7744472177108545e-05,1.0,1.0,1.0,1.0,0.0,6.028163580246913e-06,0.0,0.0,1.3563368055555555e-05,8.23078513665364e-06
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_1,1,73728,1e-05,36,288,77.01573768992789,0.283637241555377,76.28116861491307,0.28093193543978895,70.2934820215791,0.25888019693058983,85.4845457713815,0.31482657292497745,5.9335056322128095,0.021852198274720055,0.028109196410329176,0.00010352189268462667,0.02529451900893276,9.315586415660618e-05,0.01722671627665887,6.344337446251125e-05,0.04452159865039282,0.00016396627247374274,0.01280493170964122,4.71586148151977e-05,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017226720629141427,6.344339049204215e-05,0.04452159647856137,0.00016396626447521802,0.0128049353564238,4.715862824574297e-05,3150.5984114536245,3005.2771862897375,1889.8102222476114,4548.480025091927,1076.98392448062,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_1,1,73728,3e-05,36,288,231.047251291852,0.850911865432192,228.84270226974593,0.8427928468749557,210.8795435723113,0.776637267049507,256.4541481557875,0.9444816001269629,17.80052840305645,0.06555663720054668,0.028109196410329176,0.00010352189268462667,0.02529451900893276,9.315586415660618e-05,0.01722671627665887,6.344337446251125e-05,0.04452159865039282,0.00016396627247374274,0.01280493170964122,4.71586148151977e-05,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017226720629141427,6.344339049204215e-05,0.04452159647856137,0.00016396626447521802,0.0128049353564238,4.715862824574297e-05,9451.796019832806,9015.819898248737,5669.448482829242,13645.494972972148,3230.948545842712,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0.0001,36,288,770.1575611946905,2.8363730942857246,762.8081016441893,2.809306153211685,702.9307932289552,2.588787138526214,854.847817425244,3.1482744197078634,59.33511177566177,0.2185221869741261,0.028109196410329176,0.00010352189268462667,0.02529451900893276,9.315586415660618e-05,0.01722671627665887,6.344337446251125e-05,0.04452159865039282,0.00016396627247374274,0.01280493170964122,4.71586148151977e-05,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017226720629141427,6.344339049204215e-05,0.04452159647856137,0.00016396626447521802,0.0128049353564238,4.715862824574297e-05,31505.987958546513,30052.716512201638,18898.184350840012,45485.04168937122,10769.824385122154,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0.0003,36,288,2310.4727298910466,8.509119453398716,2288.423701970254,8.427916239016612,2108.791696789539,7.7663589005717135,2564.5443840605108,9.444826690745131,178.0053841213631,0.6555667406246461,0.028109196410329176,0.00010352189268462667,0.02529451900893276,9.315586415660618e-05,0.01722671627665887,6.344337446251125e-05,0.04452159865039282,0.00016396627247374274,0.01280493170964122,4.71586148151977e-05,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017226720629141427,6.344339049204215e-05,0.04452159647856137,0.00016396626447521802,0.0128049353564238,4.715862824574297e-05,94517.96439652734,90158.10785204286,56694.58470854041,136455.12523665605,32309.46800675483,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_1,1,73728,0.0005,36,288,3850.787889905624,14.181865780538038,3814.0395548921033,14.046527255093373,3514.6528774031785,12.943931682961454,4274.2414897431345,15.74138094701178,296.6757071621528,1.0926114809774616,0.028109196410329176,0.00010352189268462667,0.02529451900893276,9.315586415660618e-05,0.01722671627665887,6.344337446251125e-05,0.04452159865039282,0.00016396627247374274,0.01280493170964122,4.71586148151977e-05,0.02810919176796164,0.00010352187558749353,0.025294520140488604,9.315586832395415e-05,0.017226720629141427,6.344339049204215e-05,0.04452159647856137,0.00016396626447521802,0.0128049353564238,4.715862824574297e-05,157529.93990234466,150263.4582327796,94491.00286783474,227425.13473257647,53849.10926982062,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_2,2,294912,0,36,36,0.07794452264173425,0.00014352890759457992,0.07398975745295325,0.00013624650842013317,0.053535487200436285,9.858152612904719e-05,0.10329618386205162,0.0001902120627071592,0.02594652621687289,4.777855374006604e-05,0.0779446608644966,0.0001435291621212793,0.07398975745806084,0.00013624650842953843,0.05353548725219642,9.858152622435953e-05,0.10329618380163444,0.00019021206259590552,0.025946462726644998,4.7778436827642386e-05,0.07794452264173425,0.00014352890759457992,0.07398975745295325,0.00013624650842013317,0.053535487200436285,9.858152612904719e-05,0.10329618386205162,0.0001902120627071592,0.02594652621687289,4.777855374006604e-05,1.0,1.0,1.0,1.0,0.0,9.419005594135802e-08,0.0,0.0,0.0,5.65140335648148e-07
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_2,2,294912,1e-05,36,288,1.8293323493199938,0.0033685763261668902,1.8223080973554375,0.0033556417006541284,1.657135949788268,0.003051489758966913,2.0173633460187506,0.0037148210991850054,0.1369434100100459,0.00025217086941904475,0.07794466086449658,0.00014352916212127928,0.07398975745806084,0.00013624650842953843,0.052508441334850935,9.669029931616956e-05,0.10747685481209997,0.00019791045015166123,0.025628089163472676,4.719217613631512e-05,0.07794452264173425,0.00014352890759457992,0.07398975745295325,0.00013624650842013317,0.05250844129944303,9.66902992509686e-05,0.10747685500654797,0.00019791045050972244,0.02562815187464986,4.719229161417617e-05,25.814379814658988,24.598898464406375,16.895905949864677,37.65819300778747,8.29361411759747,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_2,2,294912,3e-05,36,288,5.483096741770096,0.010096705437519529,5.455255545247052,0.010045437992577363,4.964337826209314,0.009141450367222631,6.048361069416881,0.0111375966855453,0.41172701693799324,0.0007581639731108426,0.07794466086449658,0.00014352916212127928,0.07398975745806084,0.00013624650842953843,0.052508441334850935,9.669029931616956e-05,0.10747685481209997,0.00019791045015166123,0.025628089163472676,4.719217613631512e-05,0.07794452264173425,0.00014352890759457992,0.07398975745295325,0.00013624650842013317,0.05250844129944303,9.66902992509686e-05,0.10747685500654797,0.00019791045050972244,0.02562815187464986,4.719229161417617e-05,77.38659997333023,73.74360533832177,50.616503374290275,112.93564335278818,24.89798919829714,0.0,0.0,0.0,0.0,0.0
conv3,legacy,23,maximum_validation_accuracy,ConvWeight_2,2,294912,0.0001,36,288,18.275188960874196,0.033652369900259584,18.18153564315712,0.033479914441826346,16.54502276822819,0.030466400505989526,20.159757131146854,0.03712265878778073,1.372757178289431,0.002527827889820227,0.07794466086449658,0.00014352916212127928,0.07398975745806084,0.00013624650842953843,0.052508441334850935,9.669029931616956e-05,0.10747685481209997,0.00019791045015166123,0.025628089163472676,4.719217613631512e-05,0.07794452264173425,0.00014352890759457992,0.07398975745295325,0.00013624650842013317,0.05250844129944303,9.66902992509686e-05,0.10747685500654797,0.00019791045050972244,0.02562815187464986,4.719229161417617e-05,257.93454959472297,245.79285514362735,168.70051818645518,376.4345723470672,82.99923894023793,0.0,0.0,0.0,0.0,0.0
