depth,width,coord_user_time_seconds,coord_validation_total_seconds,coord_accuracy,coord_avg_iterations,coord_source_rel_path,coord_metadata_rel_path,spice_netlist_seconds,spice_simulation_seconds,spice_total_seconds,spice_timestamp,spice_source_rel_path,p50_rel_l1_node_weighted,p90_rel_l1_node_weighted,p99_rel_l1_node_weighted,mean_mae_node_weighted,error_summary_rel_path,note
1,64,4.12,4.199441218748689,0.95,9.0,hidden_1/hidden_64/20260311-170020_double_diode_exponential/codex_cpu_rerun/20260319-150015_double_diode_exponential/time_digits_validate_with_residual.log,hidden_1/hidden_64/20260311-170020_double_diode_exponential/codex_cpu_rerun/20260319-150015_double_diode_exponential/validation_metadata.json,0.03818162903189659,21.012701522093266,22.06463937018998,2026-03-04 18:02:51,hidden_1/hidden_64/validation/validation_states_spice_layers.timing.json,1.2567144068430573e-05,1.4678125277558913e-05,1.583815173067841e-05,9.724307161290315e-06,hidden_1/hidden_64/20260311-170020_double_diode_exponential/codex_cpu_rerun/20260319-150015_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
1,128,1.85,1.917005643248558,0.9166666666666666,8.969444444444445,hidden_1/hidden_128/20260311-162256_double_diode_exponential/codex_cpu_rerun/20260319-150024_double_diode_exponential/time_digits_validate_with_residual.log,hidden_1/hidden_128/20260311-162256_double_diode_exponential/codex_cpu_rerun/20260319-150024_double_diode_exponential/validation_metadata.json,0.0796945400070399,72.5132916169241,73.60776480892673,2026-02-23 16:40:58,hidden_1/hidden_128/validation_states_spice_layers.timing.json,8.723548137732772e-06,9.93609601391846e-06,1.0695950392981582e-05,1.8794798380991576e-06,hidden_1/hidden_128/20260311-162256_double_diode_exponential/codex_cpu_rerun/20260319-150024_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
1,256,4.47,4.542832791805267,0.9555555555555556,9.0,hidden_1/hidden_256/20260311-170041_double_diode_exponential/codex_cpu_rerun/20260319-150031_double_diode_exponential/time_digits_validate_with_residual.log,hidden_1/hidden_256/20260311-170041_double_diode_exponential/codex_cpu_rerun/20260319-150031_double_diode_exponential/validation_metadata.json,0.1700953480321914,99.31486064987257,100.49945606896654,2026-03-04 18:06:01,hidden_1/hidden_256/validation/validation_states_spice_layers.timing.json,1.1342521046061153e-05,1.2586478969871756e-05,1.3445690490924423e-05,6.377701315232643e-06,hidden_1/hidden_256/20260311-170041_double_diode_exponential/codex_cpu_rerun/20260319-150031_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
1,512,4.89,4.965651172213256,0.9611111111111111,9.0,hidden_1/hidden_512/20260311-170102_double_diode_exponential/codex_cpu_rerun/20260319-150040_double_diode_exponential/time_digits_validate_with_residual.log,hidden_1/hidden_512/20260311-170102_double_diode_exponential/codex_cpu_rerun/20260319-150040_double_diode_exponential/validation_metadata.json,0.30696118995547295,308.2582849350292,309.58070794213563,2026-03-04 18:01:04,hidden_1/hidden_512/validation/validation_states_spice_layers.timing.json,1.1619735239613614e-05,1.2475060346086279e-05,1.3003875055529462e-05,6.848385091753405e-06,hidden_1/hidden_512/20260311-170102_double_diode_exponential/codex_cpu_rerun/20260319-150040_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
1,1024,5.67,5.754299493506551,0.95,9.0,hidden_1/hidden_1024/20260311-170123_double_diode_exponential/codex_cpu_rerun/20260319-150049_double_diode_exponential/time_digits_validate_with_residual.log,hidden_1/hidden_1024/20260311-170123_double_diode_exponential/codex_cpu_rerun/20260319-150049_double_diode_exponential/validation_metadata.json,0.625414727954194,1105.7011419390328,1107.3490477870218,2026-03-04 17:55:53,hidden_1/hidden_1024/validation/validation_states_spice_layers.timing.json,1.2146271051305919e-05,1.2756343778668663e-05,1.3239960064235857e-05,7.887365949174217e-06,hidden_1/hidden_1024/20260311-170123_double_diode_exponential/codex_cpu_rerun/20260319-150049_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
2,64,5.57,5.677523140795529,0.9388888888888889,16.747222222222224,hidden_2/hidden_64/20260311-170549_double_diode_exponential/codex_cpu_rerun/20260319-150100_double_diode_exponential/time_digits_validate_with_residual.log,hidden_2/hidden_64/20260311-170549_double_diode_exponential/codex_cpu_rerun/20260319-150100_double_diode_exponential/validation_metadata.json,0.06797531503252685,67.3464512010105,68.51403796602972,2026-03-04 19:52:34,hidden_2/hidden_64/validation/validation_states_spice_layers.timing.json,1.3739839705189354e-05,1.7964079056651375e-05,2.1559527950082833e-05,1.8509402960356747e-06,hidden_2/hidden_64/20260311-170549_double_diode_exponential/codex_cpu_rerun/20260319-150100_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
2,128,11.39,11.504380335099995,0.9444444444444444,15.841666666666667,hidden_2/hidden_128/super_high_accuracy/20260316-145914_double_diode_exponential/codex_cpu_rerun/20260319-150110_double_diode_exponential/time_digits_validate_with_residual.log,hidden_2/hidden_128/super_high_accuracy/20260316-145914_double_diode_exponential/codex_cpu_rerun/20260319-150110_double_diode_exponential/validation_metadata.json,0.13988216302823275,548.799074987066,549.9558434470091,2026-02-26 18:44:33,hidden_2/hidden_128/super_high_accuracy/validation_states_spice_layers.timing.json,1.1687735876211127e-05,1.2488516779309366e-05,1.299338845419961e-05,1.4143716608531494e-05,hidden_2/hidden_128/super_high_accuracy/20260316-145914_double_diode_exponential/codex_cpu_rerun/20260319-150110_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
2,256,10.23,10.326773123815656,0.9361111111111111,18.030555555555555,hidden_2/hidden_256/20260311-170612_double_diode_exponential/codex_cpu_rerun/20260319-150126_double_diode_exponential/time_digits_validate_with_residual.log,hidden_2/hidden_256/20260311-170612_double_diode_exponential/codex_cpu_rerun/20260319-150126_double_diode_exponential/validation_metadata.json,0.49637495703063905,4310.639295357047,4312.23443189892,2026-03-04 21:04:27,hidden_2/hidden_256/validation_states_spice_layers.timing.json,1.6369666677546195e-05,2.0601835972799084e-05,2.285175407570851e-05,1.5604783119621912e-06,hidden_2/hidden_256/20260311-170612_double_diode_exponential/codex_cpu_rerun/20260319-150126_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
2,512,18.97,19.10831497516483,0.9333333333333333,26.53611111111111,hidden_2/hidden_512/20260311-170652_double_diode_exponential/codex_cpu_rerun/20260319-150141_double_diode_exponential/time_digits_validate_with_residual.log,hidden_2/hidden_512/20260311-170652_double_diode_exponential/codex_cpu_rerun/20260319-150141_double_diode_exponential/validation_metadata.json,1.648036007070914,51765.679935642285,51768.449848369,2026-03-13 02:53:28,hidden_2/hidden_512/20260311-170652_double_diode_exponential/validation_states_spice_layers.timing.json,2.218259843198956e-05,2.638526562477316e-05,2.863331976947242e-05,1.696090479016614e-06,hidden_2/hidden_512/20260311-170652_double_diode_exponential/codex_cpu_rerun/20260319-150141_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
2,1024,28.87,29.50315625127405,0.8611111111111112,31.733333333333334,hidden_2/hidden_1024/20260311-170758_double_diode_exponential/codex_cpu_rerun/20260319-150205_double_diode_exponential/time_digits_validate_with_residual.log,hidden_2/hidden_1024/20260311-170758_double_diode_exponential/codex_cpu_rerun/20260319-150205_double_diode_exponential/validation_metadata.json,,,,,,,,,,,Missing SPICE states/timing.
3,64,18.14,18.257645699195564,0.825,9.555555555555555,hidden_3/hidden_64/20260311-185700_double_diode_exponential/codex_cpu_rerun/20260319-150239_double_diode_exponential/time_digits_validate_with_residual.log,hidden_3/hidden_64/20260311-185700_double_diode_exponential/codex_cpu_rerun/20260319-150239_double_diode_exponential/validation_metadata.json,0.07111892616376281,166.515909969341,168.08995010424405,2026-03-16 12:12:09,hidden_3/hidden_64/validation_states_spice_layers.timing.json,1.19025481779958e-05,1.256993359472447e-05,1.3016704955042661e-05,2.1025706859484488e-05,hidden_3/hidden_64/20260311-185700_double_diode_exponential/codex_cpu_rerun/20260319-150239_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
3,128,18.54,18.667512170039117,0.9611111111111111,16.175,hidden_3/hidden_128/20260313-155212_double_diode_exponential/codex_cpu_rerun/20260319-150302_double_diode_exponential/time_digits_validate_with_residual.log,hidden_3/hidden_128/20260313-155212_double_diode_exponential/codex_cpu_rerun/20260319-150302_double_diode_exponential/validation_metadata.json,0.20745449303649366,1182.2824833269697,1183.5095278018853,2026-02-26 18:29:47,hidden_3/hidden_128/excellent_trained_amp4/validation_states_spice_layers.timing.json,1.1028474983181605e-05,1.1879885764459913e-05,1.3162743828763557e-05,1.0921750715852671e-05,hidden_3/hidden_128/20260313-155212_double_diode_exponential/codex_cpu_rerun/20260319-150302_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,
3,256,19.46,19.585334758274257,0.9,16.425,hidden_3/hidden_256/validation/20260317-161243_double_diode_exponential/codex_cpu_rerun/20260319-150325_double_diode_exponential/time_digits_validate_with_residual.log,hidden_3/hidden_256/validation/20260317-161243_double_diode_exponential/codex_cpu_rerun/20260319-150325_double_diode_exponential/validation_metadata.json,0.6914491853676736,14360.108733910136,14361.823428260162,2026-03-16 16:11:32,hidden_3/hidden_256/validation_states_spice_layers.timing.json,1.1335171781440649e-05,1.1803761611578713e-05,1.216109648969156e-05,1.0306892361147516e-05,hidden_3/hidden_256/validation/20260311-185821_double_diode_exponential/error_npz_vs_spice/cross_layer_rel_l1_percentiles_node_weighted.json,CPU timing from latest CPU rerun; error borrowed from matched low-error 20260311-185821 validation run.
3,512,49.35,49.60710399970412,0.9194444444444444,51.93611111111111,hidden_3/hidden_512/validation/20260311-185941_double_diode_exponential/codex_cpu_rerun/20260319-150350_double_diode_exponential/time_digits_validate_with_residual.log,hidden_3/hidden_512/validation/20260311-185941_double_diode_exponential/codex_cpu_rerun/20260319-150350_double_diode_exponential/validation_metadata.json,,,,,,,,,,,Missing SPICE states/timing.
